CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_haEWAS,Effect_haEWAS,FDR_haEWAS,P_Beta,Effect_Beta,FDR_Beta,Group
cg17980508,Viral_Load(log10)_Blood,chr1,79085713,79085714,IFI44L,TSS1500,,3.592172004662408e-12,-0.1964555503510802,1.3061366001716448e-07,7.204352842282612e-13,-0.1971134979525059,2.1860753183006564e-08,Common
cg01948202,Viral_Load(log10)_Blood,chr3,122400474,122400475,PARP14,Body,S_Shore,6.311702374560112e-11,-0.2755418360155067,1.8598741938673008e-06,1.3128498289086834e-12,-0.2899399554777972,3.7493523810882046e-08,Common
cg19232929,Viral_Load(log10)_Blood,chr12,52299524,52299525,,,N_Shore,8.810486058428391e-11,0.1915980620526401,2.192296989118812e-06,1.9039633520298457e-12,-0.2095039815972741,4.971570006489864e-08,Common
cg20272935,Viral_Load(log10)_Blood,chr11,67765720,67765721,UNC93B1,Body,S_Shore,1.1337352816201332e-11,-0.2816725632818794,3.948202198188979e-07,1.945615562548942e-12,0.2813849333279604,4.971570006489864e-08,Common
cg26974214,Viral_Load(log10)_Blood,chr10,91151885,91151886,IFIT1,TSS1500,,4.7559343130063266e-11,-0.1627442656238743,9.788897738278774e-07,4.095361611363726e-12,-0.1710936031996356,9.941510788393501e-08,Common
cg25668626,Viral_Load(log10)_Blood,chr12,113343603,113343604,OAS1;OAS1;OAS1,TSS1500;TSS1500;TSS1500,,5.547444818972355e-12,-0.2025201643904887,1.706765278392243e-07,1.1692113110520148e-11,-0.2012421530691174,2.703110765366973e-07,Common
cg13130398,Viral_Load(log10)_Blood,chr1,174844397,174844398,RABGAP1L;RABGAP1L,TSS1500;Body,,3.0161819412366924e-12,0.190393721755938,1.4442685607417778e-07,1.3405527007571575e-11,-0.1774000280326548,2.958362167137731e-07,Common
cg22764925,Viral_Load(log10)_Blood,chr22,24979964,24979965,GGT1,5'UTR,,7.591743817981113e-15,-0.3201780510108459,4.33778142806636e-10,3.1065333472077045e-11,-0.2691303310736995,6.557500202620382e-07,Common
cg16526047,Viral_Load(log10)_Blood,chr1,949893,949894,ISG15,3'UTR,S_Shore,4.8948526944866815e-11,-0.2707592830049572,9.788897738278774e-07,4.208256272937966e-11,-0.2691655138247929,8.512969286531898e-07,Common
cg27331665,Viral_Load(log10)_Blood,chr11,316456,316457,,,Island,3.248304666700627e-11,-0.2896398202744912,7.217859292368054e-07,5.831731637189958e-11,-0.2792182276895015,1.1325246166349449e-06,Common
cg22260958,Viral_Load(log10)_Blood,chr12,113375880,113375881,OAS3,TSS1500,N_Shore,1.6621187604585393e-12,-0.2109317567526829,6.647926542643207e-08,6.674543309292191e-11,-0.1994990516358651,1.2463451735402568e-06,Common
cg23387863,Viral_Load(log10)_Blood,chr15,77472416,77472417,SGK269,Body,,3.305196040608274e-07,0.1924665548661312,0.0016026937438834,9.250729493069e-11,-0.2311700451538204,1.663421636894257e-06,Common
cg03771282,Viral_Load(log10)_Blood,chr2,198062750,198062751,ANKRD44;ANKRD44,5'UTR;1stExon,,1.0681348622747488e-10,0.2066696615115364,1.941903165724748e-06,1.0410309448824254e-10,0.2095465632363372,1.80507701704058e-06,Common
cg11202345,Viral_Load(log10)_Blood,chr17,76976057,76976058,LGALS3BP;LGALS3BP,1stExon;5'UTR,,1.4494782040547963e-10,-0.2629973829443166,3.2662030269628168e-06,1.8832979425973958e-10,-0.2565753253305555,3.152907015272339e-06,Common
cg26311932,Viral_Load(log10)_Blood,chr6,31549563,31549564,LTB;LTB,Body;Body,S_Shore,1.0,0.0,1.0,3.3297674747029037e-10,0.2244442766484115,5.388684795785782e-06,Beta-only
cg10580269,Viral_Load(log10)_Blood,chr2,69056515,69056516,,,,2.822644152804031e-10,0.2016432135989847,6.0070885605719205e-06,3.466905039208303e-10,0.1999206569331874,5.429631817550549e-06,Common
cg17915189,Viral_Load(log10)_Blood,chr7,43789728,43789729,,,,6.64456534343919e-10,-0.2350894338191825,1.1073361944663928e-05,5.562357371055556e-10,-0.2392616358966372,8.439156456265139e-06,Common
cg03612357,Viral_Load(log10)_Blood,chr1,227162127,227162128,CABC1,Body,N_Shore,4.4218474425581053e-10,0.2350422114676718,8.469429717578095e-06,6.337219447761933e-10,-0.2385700564990543,9.32341327002384e-06,Common
cg13172359,Viral_Load(log10)_Blood,chr10,91175366,91175367,IFIT5,Body,S_Shore,3.876854507200655e-09,-0.2472493522124187,4.307260740782013e-05,8.133782903910581e-10,-0.2555430991463044,1.1614587451857329e-05,Common
cg26133301,Viral_Load(log10)_Blood,chr3,27521365,27521366,,,N_Shelf,0.1038602487304908,0.1577408091194213,0.7915819695964532,1.029872104050643e-09,0.2297172805727547,1.4285826753962608e-05,Beta-only
cg03188064,Viral_Load(log10)_Blood,chr12,122096667,122096668,MORN3,Body,,9.281402826411773e-08,0.1818447150841716,0.0005634498139208,1.065182761877017e-09,0.1974462069380884,1.4365202668723716e-05,Common
cg19168338,Viral_Load(log10)_Blood,chr16,4465731,4465732,CORO7,Body,N_Shore,1.0,0.0,1.0,1.141284654433101e-09,0.1962013811268659,1.497553624356554e-05,Beta-only
cg17652998,Viral_Load(log10)_Blood,chr10,101370592,101370593,SLC25A28,3'UTR,,1.3233678088472503e-09,-0.2276385155315069,1.8105184045383355e-05,1.6049600370236927e-09,0.2276942297480672,2.0505518498290524e-05,Common
cg11211792,Viral_Load(log10)_Blood,chr1,949634,949635,ISG15,Body,Island,8.929385820013198e-10,-0.2497813096653524,1.2755213065261497e-05,1.667107935305307e-09,-0.2435049995059911,2.075339922304261e-05,Common
cg13583535,Viral_Load(log10)_Blood,chr18,74768041,74768042,MBP;MBP,Body;Body,N_Shelf,7.973789352260165e-10,0.2195203677118347,1.3280588846734809e-05,1.8463535175587887e-09,0.2160907336790398,2.2410161978207743e-05,Common
cg06146977,Viral_Load(log10)_Blood,chr13,43469464,43469465,EPSTI1;EPSTI1,Body;Body,,3.208390366405722e-09,0.1408398953958668,3.774265499059405e-05,2.1944524394677503e-09,0.1405503619122594,2.598558180034225e-05,Common
cg06448573,Viral_Load(log10)_Blood,chr8,144107231,144107232,,,S_Shore,1.0,0.0,1.0,2.914774371104077e-09,-0.212614034640501,3.3693473141557154e-05,Beta-only
cg15013527,Viral_Load(log10)_Blood,chr11,316339,316340,,,Island,2.815259662214692e-07,-0.2308084212366558,0.0012795579105875,3.358409621692821e-09,-0.2513901864137939,3.791886580794154e-05,Common
cg05437692,Viral_Load(log10)_Blood,chr4,149362435,149362436,NR3C2;NR3C2,5'UTR;5'UTR,N_Shore,7.1480808662169436e-09,-0.1884739107574748,6.973162097117541e-05,3.607689768993447e-09,-0.1867413996332876,3.980765887582016e-05,Common
cg06875985,Viral_Load(log10)_Blood,chr1,182572153,182572154,RGS16,Body,N_Shore,2.699058344561912e-09,-0.1619494988087642,3.153956595772268e-05,4.858143297826303e-09,0.1490266587945027,5.241407620528818e-05,Common
cg11370064,Viral_Load(log10)_Blood,chr3,78318277,78318278,,,,8.60688386978399e-10,-0.2623881750994211,1.373773424069122e-05,5.214758739131465e-09,0.2555389015137885,5.503849092624056e-05,Common
cg02277530,Viral_Load(log10)_Blood,chr17,75396462,75396463,SEPT9;SEPT9;SEPT9;SEPT9;SEPT9,5'UTR;5'UTR;Body;Body;Body,N_Shore,3.792151707823504e-08,0.2373310795737314,0.0002757700985678,6.331055911017322e-09,0.2462183478210683,6.539859523095364e-05,Common
cg26711333,Viral_Load(log10)_Blood,chr8,8821019,8821020,,,Island,2.405701716999237e-09,-0.1612375834802213,3.1038751569130136e-05,8.457497996854326e-09,-0.1546359920005776,8.554424447855774e-05,Common
cg06824394,Viral_Load(log10)_Blood,chr7,86846535,86846536,C7orf23,Body,N_Shelf,9.744561546524057e-09,0.2090572973693418,9.571458155769394e-05,1.030629698053932e-08,0.2047671103858369,0.0001021166834765,Common
cg05626226,Viral_Load(log10)_Blood,chr4,106515450,106515451,FLJ20184,Body,,3.193875462016746e-09,0.2365364481237606,3.774265499059405e-05,1.076165020603498e-08,0.2284753400741543,0.0001044958387336,Common
cg08756121,Viral_Load(log10)_Blood,chr8,8820884,8820885,,,Island,1.2719789969728038e-08,-0.174953457744393,0.000121814884582,1.2073147991345445e-08,-0.1648417621597517,0.0001149318710381,Common
cg07595776,Viral_Load(log10)_Blood,chr5,77253990,77253991,,,Island,1.5297073342622336e-07,-0.1664437849668085,0.0008617471293389,1.2430518292597181e-08,-0.157538507872804,0.000115017095282,Common
cg05046858,Viral_Load(log10)_Blood,chr3,39322646,39322647,CX3CR1;CX3CR1;CX3CR1;CX3CR1;CX3CR1,Body;5'UTR;TSS1500;TSS1500;1stExon,,5.844396581166333e-09,-0.2029709967248704,6.218957464279304e-05,1.2555908329640124e-08,0.1931274216572666,0.000115017095282,Common
cg04788999,Viral_Load(log10)_Blood,chr1,949850,949851,ISG15,Body,Island,8.575588027585996e-09,-0.2470728306982187,7.976633061929042e-05,1.4397863438650033e-08,-0.2413224449234009,0.0001294477240245,Common
cg06474274,Viral_Load(log10)_Blood,chr20,62204482,62204483,PRIC285,5'UTR,Island,1.89155618879497e-08,0.2145519676036975,0.0001767322469156,1.4717758125432613e-08,-0.2115160095653414,0.0001299179325028,Common
cg18052606,Viral_Load(log10)_Blood,chr13,97876459,97876460,MBNL2;MBNL2,5'UTR;5'UTR,,8.470658401090998e-07,0.2324750812305288,0.0032667765941768,1.578213687505947e-08,0.2284249851320981,0.0001368257720531,Common
cg11105610,Viral_Load(log10)_Blood,chr17,76976352,76976353,LGALS3BP,TSS1500,,4.601077334690682e-09,-0.2014938110683163,4.842839732432179e-05,1.7422443873005976e-08,-0.1916654260233494,0.0001481372902739,Common
cg03590031,Viral_Load(log10)_Blood,chr20,62200285,62200286,PRIC285;PRIC285,Body;TSS1500,Island,1.5188398189542634e-12,-0.2171178489580355,8.311785816092108e-08,1.7977935105595336e-08,0.1789886182186779,0.0001481372902739,Common
cg10549986,Viral_Load(log10)_Blood,chr2,7018153,7018154,RSAD2,1stExon,,1.2436002522514928e-09,-0.2576342712526383,1.764401614186977e-05,1.800222888555272e-08,-0.2413985198010628,0.0001481372902739,Common
cg25164589,Viral_Load(log10)_Blood,chr10,63540024,63540025,,,,0.0017716181062771,-0.1254508210534765,0.2890408861699854,2.0522538852454904e-08,0.2038113082139974,0.00016606188559,Beta-only
cg22846809,Viral_Load(log10)_Blood,chr22,22001120,22001121,,,S_Shelf,4.855000550720289e-08,0.2361934867958054,0.0003576566867241,2.1618721418548907e-08,0.2347652650550543,0.0001720641125807,Common
cg06340704,Viral_Load(log10)_Blood,chr13,97877417,97877418,MBNL2;MBNL2,5'UTR;5'UTR,,0.0106461780580335,-0.0868683651195372,0.5265740790981743,2.22560709466058e-08,0.1600241575552185,0.0001742797532362,Beta-only
cg07660627,Viral_Load(log10)_Blood,chr17,35481970,35481971,ACACA;ACACA;ACACA;ACACA;ACACA,Body;Body;Body;Body;Body,,1.0,0.0,1.0,2.4248203217085272e-08,0.166135207073164,0.0001853617953136,Beta-only
cg17137186,Viral_Load(log10)_Blood,chr2,101928209,101928210,,,S_Shelf,2.2040309862412435e-08,0.1449260741779139,0.0001728509140145,2.4434872224926733e-08,0.1481187109404193,0.0001853617953136,Common
cg02189597,Viral_Load(log10)_Blood,chr15,60881071,60881072,RORA;RORA;RORA;RORA,Body;Body;Body;Body,N_Shelf,1.0594473892098044e-11,-0.1517809877122497,3.948202198188979e-07,2.9331074509406984e-08,0.126527824956964,0.0002190810154675,Common
cg14868222,Viral_Load(log10)_Blood,chr6,31548340,31548341,LTB;LTB,3'UTR;3'UTR,N_Shore,1.0,0.0,1.0,3.0084651972848553e-08,0.221447545653587,0.0002213049790525,Beta-only
cg14082886,Viral_Load(log10)_Blood,chr11,35164485,35164486,CD44;CD44;CD44;CD44;CD44,Body;Body;Body;Body;Body,S_Shelf,2.9360523168184186e-08,0.1650995332966824,0.000221570573019,3.1569477215513616e-08,0.1643172313766934,0.0002287613844419,Common
cg02332500,Viral_Load(log10)_Blood,chr5,60459327,60459328,C5orf43,TSS1500,S_Shore,2.131372601105522e-07,0.0994172415708014,0.0010270827772847,4.030650770001704e-08,0.1064445180017182,0.0002877772028656,Common
cg13030582,Viral_Load(log10)_Blood,chr17,19290708,19290709,MFAP4,TSS1500,,8.456465143044462e-09,-0.1394828444250565,7.976633061929042e-05,4.09591537996961e-08,-0.1329576583540597,0.0002881986975203,Common
cg07787977,Viral_Load(log10)_Blood,chr1,962651,962652,AGRN,Body,N_Shore,3.8794458014112353e-08,0.2067835800334069,0.0002770804105094,4.3528863561157016e-08,0.20412904224928,0.0003019043826829,Common
cg09446583,Viral_Load(log10)_Blood,chr2,43398271,43398272,,,Island,7.334843420643793e-08,-0.2176794273676039,0.0005005293254148,4.591373589430303e-08,0.2157017241021895,0.0003104695614749,Common
cg23336905,Viral_Load(log10)_Blood,chr5,35803436,35803437,SPEF2,Body,,2.0087015142076498e-07,0.1891373901087227,0.000985881933841,4.604276495042673e-08,0.1929193797803834,0.0003104695614749,Common
cg03306641,Viral_Load(log10)_Blood,chr11,5645703,5645704,TRIM6-TRIM34;TRIM34;TRIM34;TRIM34,Body;TSS1500;TSS1500;5'UTR,,1.402247911465946e-08,-0.1713095366048789,0.0001193304022138,5.1951925362342874e-08,-0.1654251490172409,0.0003455165988403,Common
cg10125703,Viral_Load(log10)_Blood,chr19,49228647,49228648,RASIP1,Body,N_Shelf,2.475221525983953e-07,0.1490662757516208,0.0011785796762895,5.4991370740705634e-08,0.1521743020412313,0.0003607887227835,Common
cg14317884,Viral_Load(log10)_Blood,chr11,64627776,64627777,EHD1,Body,,8.167508821709708e-08,-0.1471032656136695,0.0005218350073241,5.721684371728448e-08,0.1406767757838754,0.0003703844645544,Common
cg14098385,Viral_Load(log10)_Blood,chr3,122285010,122285011,PARP9;PARP9;DTX3L,TSS1500;TSS1500;Body,S_Shore,3.3866982218562164e-08,-0.215002412164371,0.0002508458384631,5.8687412003844564e-08,-0.2163326733652208,0.0003734553353788,Common
cg13298528,Viral_Load(log10)_Blood,chr11,118763863,118763864,CXCR5;CXCR5,Body;TSS1500,,4.0914479520955526e-08,-0.1653896933727967,0.000319861051001,5.9229663428432934e-08,0.1489151904504926,0.0003734553353788,Common
cg18291422,Viral_Load(log10)_Blood,chr6,147171560,147171561,,,,2.8006143860285428e-08,-0.1676345160688575,0.0002355458101828,6.001056925258773e-08,0.1610598995376187,0.00037352809465,Common
cg25050332,Viral_Load(log10)_Blood,chr11,316088,316089,,,Island,8.670815812122762e-08,-0.1854535811682881,0.0005504825695122,6.544111452615213e-08,-0.1852673853118372,0.0004021737537159,Common
cg04951822,Viral_Load(log10)_Blood,chr12,113345598,113345599,OAS1;OAS1;OAS1,Body;Body;Body,,1.025477076692484e-08,-0.1658805916461002,9.11459977629917e-05,6.761659199530584e-08,-0.1576797366253744,0.0004103490378789,Common
cg08370787,Viral_Load(log10)_Blood,chr5,148208041,148208042,ADRB2;ADRB2,1stExon;3'UTR,S_Shore,2.0212247154132722e-07,0.1520919828055905,0.000985881933841,7.703269010989581e-08,0.1613751345889968,0.0004617215812474,Common
cg00101457,Viral_Load(log10)_Blood,chr10,11246612,11246613,CUGBP2;CUGBP2;CUGBP2;CUGBP2,Body;Body;Body;Body,,4.777223770373731e-08,-0.2084877156122593,0.0003576566867241,7.976233989830202e-08,0.2032351046064825,0.0004722523875971,Common
cg00574958,Viral_Load(log10)_Blood,chr11,68607622,68607623,CPT1A;CPT1A,5'UTR;5'UTR,N_Shore,9.41357971632934e-08,0.2018303367168876,0.0005634498139208,8.171137556855721e-08,0.2011160961677802,0.0004779633078302,Common
cg08000731,Viral_Load(log10)_Blood,chr11,316247,316248,,,Island,5.209836464988444e-07,-0.2041053117916112,0.0020230705450408,8.453837749578776e-08,-0.2120632003189352,0.0004886127001497,Common
cg13857933,Viral_Load(log10)_Blood,chr1,208046539,208046540,,,S_Shelf,1.632281398188521e-07,0.1767949776143186,0.0009062047822708,9.325251364847082e-08,0.1786606788606947,0.0005326375132805,Common
cg04193065,Viral_Load(log10)_Blood,chr15,31528995,31528996,,,,1.0,0.0,1.0,9.713341524493692e-08,-0.1675978024592095,0.0005483531422654,Beta-only
cg02805890,Viral_Load(log10)_Blood,chr6,27778836,27778837,,,S_Shore,2.418560725524341e-07,-0.1174412110953888,0.001252003911146,9.90341274958373e-08,-0.1183327592009538,0.0005526571026822,Common
cg14848077,Viral_Load(log10)_Blood,chr4,38666918,38666919,FLJ13197;KLF3,TSS1500;5'UTR,S_Shore,2.889966658642705e-08,0.1927649085986826,0.0002355458101828,1.1123055465613973e-07,0.1843635897382786,0.0006136652899558,Common
cg11405200,Viral_Load(log10)_Blood,chr6,14212128,14212129,,,S_Shore,0.0050203305804598,-0.1057934021842326,0.3853697921579135,1.14859913200951e-07,-0.177687519058625,0.0006259383962617,Beta-only
cg04391064,Viral_Load(log10)_Blood,chr7,43797839,43797840,BLVRA,TSS1500,Island,1.513393070350837e-07,-0.1681197019169435,0.0008857292392263,1.1603365526241673e-07,-0.1583292682422931,0.0006259383962617,Common
cg23384708,Viral_Load(log10)_Blood,chr6,31544934,31544935,TNF,Body,N_Shelf,1.0,0.0,1.0,1.197071960046873e-07,0.1181000097933966,0.000638658938104,Beta-only
cg10152449,Viral_Load(log10)_Blood,chr7,2444534,2444535,CHST12,5'UTR,S_Shore,3.375325696711594e-06,-0.1486265342250269,0.0082318225179063,1.275175161900097e-07,-0.1703226943362565,0.0006729334959539,Common
cg13693517,Viral_Load(log10)_Blood,chr20,13616618,13616619,TASP1,5'UTR,N_Shelf,9.159332094633701e-08,0.2087535584273432,0.0005636047045991,1.3411363059513428e-07,0.2076649419162102,0.0007001322770706,Common
cg21674153,Viral_Load(log10)_Blood,chr18,29264051,29264052,B4GALT6,Body,N_Shore,1.9515884103551722e-07,-0.1456369304370431,0.0009757137021556,1.3728460191495645e-07,-0.1426528932158765,0.0007090618246203,Common
cg08086731,Viral_Load(log10)_Blood,chr2,62429249,62429250,B3GNT2,5'UTR,,6.212691543484094e-08,-0.1542609871515694,0.0004359423857145,1.517801204172392e-07,-0.1486791991115142,0.0007756778972914,Common
cg12088946,Viral_Load(log10)_Blood,chr11,5645913,5645914,TRIM6-TRIM34;TRIM34;TRIM34;TRIM34,Body;TSS1500;TSS1500;5'UTR,,1.9050446044217505e-07,-0.2125705171174221,0.0009646897638809,1.5839751984121554e-07,-0.2132998602702639,0.0008010641070878,Common
cg00855901,Viral_Load(log10)_Blood,chr1,79085765,79085766,IFI44L,TSS1500,,1.0290420460521369e-07,-0.1741104773578245,0.0006064572225619,1.641567379243429e-07,-0.1670648954359327,0.0008216315507114,Common
cg02577773,Viral_Load(log10)_Blood,chr2,208027870,208027871,KLF7,Body,N_Shelf,7.460749831576044e-08,-0.195089355022113,0.0005005293254148,1.691860516178779e-07,0.1925425201528351,0.0008381632372095,Common
cg14126601,Viral_Load(log10)_Blood,chr2,37384708,37384709,EIF2AK2;EIF2AK2,TSS1500;TSS1500,S_Shore,1.542723728979322e-07,-0.2272211388426227,0.0008857292392263,1.7479932509826616e-07,-0.2221968832669631,0.0008572247185306,Common
cg08829007,Viral_Load(log10)_Blood,chr12,55353521,55353522,KIAA0748;KIAA0748,3'UTR;3'UTR,,6.340521974084224e-08,-0.2310653342846862,0.0004497919321585,1.8399078542656054e-07,0.2249681603516721,0.0008932771031538,Common
cg20022223,Viral_Load(log10)_Blood,chr17,80260410,80260411,,,,1.0918952231324783e-06,0.1984629025358439,0.0040218700664981,1.873660031502896e-07,0.2058733133378546,0.0008933313153385,Common
cg12741572,Viral_Load(log10)_Blood,chr18,57565356,57565357,,,N_Shore,1.8180060504638082e-07,-0.1717507918867195,0.0009581743602622,1.8768199069524019e-07,-0.172083570620339,0.0008933313153385,Common
cg18411043,Viral_Load(log10)_Blood,chr1,31221135,31221136,LAPTM5,Body,,5.626685077037803e-07,0.1967056465919234,0.0021433222382929,1.9014134716533328e-07,0.2032821326846486,0.000896250623205,Common
cg23548201,Viral_Load(log10)_Blood,chr3,195623792,195623793,TNK2;TNK2,TSS1500;5'UTR,S_Shore,1.7308544943855462e-07,-0.1052050224137876,0.0009355198372377,2.186783861543269e-07,-0.1041307289762796,0.0010208516841953,Common
cg22910549,Viral_Load(log10)_Blood,chr22,50985117,50985118,KLHDC7B,TSS1500,Island,1.70016260138374e-06,0.210996317577649,0.0056633451133675,2.210046954781932e-07,-0.2219161860629601,0.0010218857205653,Common
cg02969343,Viral_Load(log10)_Blood,chr2,11163955,11163956,,,,2.3980357706060015e-07,0.1940560762019306,0.001252003911146,2.320099756130928e-07,-0.1928946760065741,0.0010626516525484,Common
cg15599483,Viral_Load(log10)_Blood,chr2,190442823,190442824,SLC40A1,Body,N_Shelf,1.4286171165086383e-09,-0.1440163711511136,1.8871145381213696e-05,2.620403623322149e-07,0.1208972848484418,0.00118444458435,Common
cg25268718,Viral_Load(log10)_Blood,chr14,24604711,24604712,PSME1;PSME1,TSS1500;TSS1500,N_Shore,3.4641290198171053e-07,-0.1894661564200315,0.0015225684523837,2.634804358998355e-07,-0.1856064624127718,0.00118444458435,Common
cg16363586,Viral_Load(log10)_Blood,chr19,17516329,17516330,BST2,1stExon,,2.5027184175327354e-06,-0.1773741228073244,0.0066733651820354,2.784717738089388e-07,-0.1903288504758172,0.0012210951320098,Common
cg20066792,Viral_Load(log10)_Blood,chr20,4664695,4664696,,,N_Shelf,5.854339698597687e-07,0.1742043885799194,0.0022090025341783,2.790613542841328e-07,0.1797194743785604,0.0012210951320098,Common
cg13707005,Viral_Load(log10)_Blood,chr10,11246628,11246629,CUGBP2;CUGBP2;CUGBP2;CUGBP2,Body;Body;Body;Body,,2.574063031697436e-07,-0.2035082183518156,0.0013147352982378,2.791787445403638e-07,0.1997711370826879,0.0012210951320098,Common
cg19584038,Viral_Load(log10)_Blood,chr19,3553032,3553033,C19orf28;C19orf28;C19orf28,Body;Body;Body,N_Shelf,6.498465686303658e-08,-0.0899104889443862,0.0004481330733023,2.834437087205634e-07,-0.0853747751651177,0.0012278158115373,Common
cg16854826,Viral_Load(log10)_Blood,chr10,80889523,80889524,ZMIZ1,5'UTR,,3.733782466275033e-07,-0.1682238068259366,0.0016174879132614,2.857732253975254e-07,-0.1688915262361672,0.0012278158115373,Common
cg13419792,Viral_Load(log10)_Blood,chr19,10197996,10197997,C19orf66,Body,S_Shore,2.659071011384428e-07,-0.2159118501806263,0.0012500380840136,2.911622893587136e-07,-0.2121448859400432,0.0012399963389995,Common
cg00221794,Viral_Load(log10)_Blood,chr2,20776620,20776621,,,,5.203825605800526e-07,-0.1508609528734234,0.0020230705450408,3.483250232363059e-07,-0.1511835121837167,0.0014696542763927,Common
cg00860090,Viral_Load(log10)_Blood,chr1,226832000,226832001,ITPKB,Body,S_Shelf,6.311644281388822e-07,-0.1398615957597435,0.0026198887299085,3.6096079415624025e-07,-0.1376608567398253,0.0014978361241337,Common
cg09225840,Viral_Load(log10)_Blood,chr1,12248163,12248164,TNFRSF1B,Body,N_Shelf,5.406354903205841e-07,0.1484346034452957,0.0023269923432369,3.671051057686872e-07,-0.1541851662703444,0.001510422847083,Common
cg08244262,Viral_Load(log10)_Blood,chr21,42797939,42797940,MX1;MX1,TSS200;5'UTR,N_Shore,1.8429443780157269e-06,-0.2078851577338549,0.0052277796740554,3.734619773492845e-07,-0.2171911021540516,0.0015146536119653,Common
cg19850370,Viral_Load(log10)_Blood,chr4,72205104,72205105,SLC4A4;SLC4A4;SLC4A4,Body;1stExon;Body,,8.975586241206032e-10,-0.1572866463711223,1.3753183090365111e-05,3.743729331882741e-07,0.1400577149011767,0.0015146536119653,Common
cg06508552,Viral_Load(log10)_Blood,chr5,135363004,135363005,,,N_Shore,4.972158298180472e-08,0.163816168282155,0.0003593763440755,3.925468283176886e-07,-0.1564921490158389,0.001575056840455,Common
