CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_haEWAS,Effect_haEWAS,Group
cg09502865,Braak_Stage,chr16,88600155,88600156,ZFPM1,Body,Island,6.27e-13,0.052809267,1.91e-13,0.052648311,Common
cg05731218,Braak_Stage,chr2,216769199,216769200,,,,7.64e-13,-0.056815223,7.84e-13,-0.063766598,Common
cg11859982,Braak_Stage,chr7,127907529,127907530,,,N_Shelf,7.77e-13,0.051958143,3.81e-13,0.023023253,Common
cg15645660,Braak_Stage,chr1,55247356,55247357,TTC22,Body,Island,9.46e-13,0.08528117,7.66e-13,0.068646349,Common
cg08101036,Braak_Stage,chr7,27153655,27153656,HOXA3;HOXA3;HOXA3,5'UTR;5'UTR;TSS200,N_Shore,1.02e-12,0.089583893,7.02e-12,0.046100998,Common
cg23120601,Braak_Stage,chr15,40583227,40583228,PLCB2,Body,Island,1.02e-12,0.070298379,2.71e-13,0.066147355,Common
cg24040595,Braak_Stage,chr7,27185512,27185513,HOXA6,Body,Island,1.64e-12,0.053709858,1.42e-12,0.028898927,Common
cg21663431,Braak_Stage,chr19,10736355,10736356,SLC44A2;SLC44A2,Body;Body,Island,1.8e-12,0.06380426,2.02e-12,0.025523081,Common
cg12234455,Braak_Stage,chr19,49220235,49220236,MAMSTR;MAMSTR,TSS200;Body,N_Shelf,2.64e-12,0.062767308,2.05e-12,0.065437932,Common
cg04157161,Braak_Stage,chr17,7906847,7906848,GUCY2D,Body,Island,2.67e-12,0.058122198,4.28e-13,0.054385412,Common
cg05851442,Braak_Stage,chr7,27153212,27153213,HOXA3;HOXA3;HOXA3,5'UTR;5'UTR;5'UTR,Island,2.84e-12,0.036173425,3.87e-12,0.04793744,Common
cg05157625,Braak_Stage,chr14,93153553,93153554,RIN3,Body,Island,3.07e-12,0.08444686,1.14e-12,0.047268262,Common
cg03308399,Braak_Stage,chr7,27146237,27146238,HOXA3;HOXA3;HOXA3,3'UTR;3'UTR;3'UTR,Island,3.15e-12,0.057720911,1.8e-12,0.046056205,Common
cg15911153,Braak_Stage,chr5,138730783,138730784,LOC389333;LOC389333,1stExon;5'UTR,Island,3.2e-12,0.042478735,1.57e-12,0.055714904,Common
cg24550149,Braak_Stage,chr1,55246954,55246955,TTC22,Body,Island,4.8e-12,0.054369243,4.47e-12,0.04124352,Common
cg18680977,Braak_Stage,chr7,27155039,27155040,HOXA3;HOXA3;HOXA3,5'UTR;TSS1500;5'UTR,Island,6.05e-12,0.081477794,4.46e-12,0.065920163,Common
cg22507723,Braak_Stage,chr12,58131768,58131769,AGAP2;AGAP2,1stExon;Body,Island,6.99e-12,0.068287671,4.09e-12,0.051008985,Common
cg00510320,Braak_Stage,chr16,67686943,67686944,RLTPR,Body,Island,7.88e-12,0.088268757,7.09e-12,0.02670712,Common
cg01463828,Braak_Stage,chr8,22446721,22446722,PDLIM2;PDLIM2;PDLIM2,Body;Body;Body,,8.02e-12,0.065100152,5.23e-12,0.071031665,Common
cg04587220,Braak_Stage,chr19,1071208,1071209,HMHA1,Body,Island,1.08e-11,0.068062334,1.92e-11,0.072136458,Common
cg01287088,Braak_Stage,chr5,176827392,176827393,PFN3,1stExon,Island,1.21e-11,0.044278789,3.56e-12,0.043064423,Common
cg06561886,Braak_Stage,chr19,10736299,10736300,SLC44A2;SLC44A2;SLC44A2,5'UTR;1stExon;Body,Island,1.28e-11,0.054647545,8.48e-12,0.055865697,Common
cg16017089,Braak_Stage,chr11,73053830,73053831,ARHGEF17,Body,Island,1.34e-11,0.071737778,9.08e-12,0.015761546,Common
cg08230957,Braak_Stage,chr19,39087186,39087187,MAP4K1;MAP4K1,Body;Body,Island,1.59e-11,0.060726717,1.13e-11,0.012569398,Common
cg07328519,Braak_Stage,chr19,4064300,4064301,ZBTB7A,5'UTR,Island,2.21e-11,0.057182514,1.45e-11,0.034071417,Common
cg17881200,Braak_Stage,chr7,27138850,27138851,,,S_Shelf,2.95e-11,0.042732261,3.32e-11,0.042520788,Common
cg27624319,Braak_Stage,chr20,33147017,33147018,MAP1LC3A;MAP1LC3A,Body;Body,Island,2.96e-11,0.048824051,3.03e-11,0.044478036,Common
cg23245942,Braak_Stage,chr17,46698973,46698974,HOXB9,3'UTR,Island,3.19e-11,0.049738444,3.29e-11,0.031732932,Common
cg25840926,Braak_Stage,chr2,20647987,20647988,RHOB;RHOB,1stExon;3'UTR,Island,3.53e-11,0.077714631,3.42e-11,0.054902145,Common
cg02317313,Braak_Stage,chr12,122235206,122235207,LOC338799,Body,Island,3.9e-11,0.05053331,1.84e-11,0.056375671,Common
cg01353646,Braak_Stage,chr12,58132733,58132734,AGAP2;AGAP2,TSS1500;Body,Island,3.94e-11,0.072235874,1.69e-11,0.021188804,Common
cg04778178,Braak_Stage,chr7,27162294,27162295,HOXA3,5'UTR,Island,3.95e-11,0.037746922,4.08e-11,0.031569634,Common
cg01478234,Braak_Stage,chr12,107975299,107975300,BTBD11;BTBD11,Body;Body,Island,4.24e-11,0.046657817,2.62e-11,0.011631094,Common
cg17693222,Braak_Stage,chr8,42033472,42033473,PLAT;PLAT,3'UTR;3'UTR,,4.47e-11,0.036235284,5.91e-11,-0.035919223,Common
cg26884773,Braak_Stage,chr1,235256863,235256864,,,,4.48e-11,0.047444891,9.56e-12,0.007532724,Common
cg13076843,Braak_Stage,chr17,74475294,74475295,RHBDF2;RHBDF2,Body;Body,Island,4.68e-11,0.067922719,3.3e-11,0.121722948,Common
cg05109569,Braak_Stage,chr7,27146430,27146431,HOXA3;HOXA3;HOXA3,3'UTR;3'UTR;3'UTR,Island,5.06e-11,0.056379588,6.36e-11,0.034007592,Common
cg15614119,Braak_Stage,chr2,11925153,11925154,LPIN1,Body,Island,5.11e-11,0.047644959,2.75e-11,0.057474725,Common
cg07522913,Braak_Stage,chr7,27150403,27150404,HOXA3;HOXA3;HOXA3,5'UTR;5'UTR;5'UTR,Island,5.3e-11,0.038539613,6.69e-11,0.031506163,Common
cg18535415,Braak_Stage,chr1,200983238,200983239,KIF21B,Body,,5.6e-11,0.048681757,5.44e-11,0.017375358,Common
cg25389328,Braak_Stage,chr17,38222062,38222063,THRA;THRA,5'UTR;5'UTR,S_Shelf,5.66e-11,0.032117396,5.22e-11,0.007259586,Common
cg26199857,Braak_Stage,chr12,54764265,54764266,ZNF385A;ZNF385A;ZNF385A,Body;Body;Body,Island,5.97e-11,0.078600148,1.51e-11,0.072038187,Common
cg13771313,Braak_Stage,chr11,72533295,72533296,ATG16L2,Body,Island,6.03e-11,0.077960795,2.54e-11,0.053856076,Common
cg26587870,Braak_Stage,chr6,27730563,27730564,,,,6.18e-11,0.035227257,1.55e-10,0.039250451,Common
cg16191087,Braak_Stage,chr9,116225764,116225765,RGS3;RGS3,TSS1500;Body,Island,6.92e-11,0.02373645,1e-10,0.054429543,Common
cg23968456,Braak_Stage,chr10,73521631,73521632,CDH23;C10orf54,Body;Body,,7.79e-11,0.076013907,7.75e-11,-0.076066755,Common
cg11041817,Braak_Stage,chr17,46685327,46685328,HOXB7,Body,Island,9.86e-11,0.04074919,6.66e-10,0.028316226,Common
cg02124912,Braak_Stage,chr1,202091933,202091934,GPR37L1,TSS200,,1.04e-10,0.046299336,1.05e-10,0.014494159,Common
cg17970299,Braak_Stage,chr12,54772804,54772805,ZNF385A;ZNF385A;ZNF385A,Body;Body;Body,Island,1.13e-10,0.067370086,1.0,0.0,EWAS-specific
cg02956248,Braak_Stage,chr6,32120901,32120902,PPT2;PRRT1;PPT2,TSS1500;TSS1500;TSS1500,N_Shore,1.22e-10,0.04602845,1.0,0.0,EWAS-specific
cg23950714,Braak_Stage,chr5,176935364,176935365,DOK3;DOK3;DOK3,Body;Body;Body,S_Shelf,1.29e-10,-0.070348369,4.36e-11,0.074922274,Common
cg05258935,Braak_Stage,chr19,39086923,39086924,MAP4K1;MAP4K1,Body;Body,Island,1.36e-10,0.065944608,9.93e-11,0.045674408,Common
cg04520340,Braak_Stage,chr1,2005132,2005133,PRKCZ;PRKCZ;PRKCZ,1stExon;Body;5'UTR,N_Shore,1.4e-10,0.066987503,8.62e-11,0.036081373,Common
cg07349815,Braak_Stage,chr3,123751269,123751270,,,N_Shore,1.43e-10,0.064601484,1.07e-10,0.020820241,Common
cg08027484,Braak_Stage,chr6,10556523,10556524,GCNT2;GCNT2;GCNT2,5'UTR;1stExon;Body,,1.46e-10,0.08036924,3.33e-10,0.052300631,Common
cg06889108,Braak_Stage,chr5,173317342,173317343,CPEB4,1stExon,S_Shore,1.64e-10,0.07561087,2.61e-10,0.027832629,Common
cg25432336,Braak_Stage,chr2,20648580,20648581,RHOB;RHOB,1stExon;3'UTR,S_Shore,1.73e-10,0.068901374,2.89e-10,0.03857715,Common
cg15374751,Braak_Stage,chr2,11925224,11925225,LPIN1,Body,Island,1.86e-10,0.061163455,2.58e-11,0.029979368,Common
cg24041556,Braak_Stage,chr19,10736059,10736060,SLC44A2;SLC44A2,TSS200;Body,Island,1.9e-10,0.070120831,1.63e-10,0.064486811,Common
cg12253175,Braak_Stage,chr12,58132093,58132094,AGAP2;AGAP2,TSS200;Body,N_Shore,1.92e-10,0.062309301,2.87e-10,0.015549917,Common
cg02106682,Braak_Stage,chr7,27184461,27184462,HOXA5,TSS1500,Island,2.12e-10,0.044546822,2.91e-10,0.029256561,Common
cg02961798,Braak_Stage,chr16,67687392,67687393,RLTPR,Body,Island,2.13e-10,0.08832012,1.57e-10,0.092139409,Common
cg27660627,Braak_Stage,chr16,89461803,89461804,ANKRD11,5'UTR,,2.16e-10,0.06067826,2.09e-10,0.058786843,Common
cg26264232,Braak_Stage,chr7,27138751,27138752,,,S_Shelf,2.18e-10,0.043601545,1.86e-10,0.031126009,Common
cg17907520,Braak_Stage,chr15,31680189,31680190,,,N_Shelf,2.18e-10,0.036326201,1.0,0.0,EWAS-specific
cg17826679,Braak_Stage,chr19,10736038,10736039,SLC44A2;SLC44A2,TSS200;Body,Island,2.18e-10,0.069132874,1.71e-10,0.06317121,Common
cg24670552,Braak_Stage,chr13,110436780,110436781,IRS2,1stExon,Island,2.19e-10,0.044169292,6.51e-10,0.032375074,Common
cg13579486,Braak_Stage,chr20,39314091,39314092,,,N_Shore,2.51e-10,-0.048030447,1.9e-10,0.023809192,Common
cg07737292,Braak_Stage,chr16,56892460,56892461,MIR138-2,Body,,2.6e-10,-0.045754291,2.39e-11,-0.140343037,Common
cg27078890,Braak_Stage,chr11,128457459,128457460,ETS1,TSS200,,2.94e-10,0.040039874,2.27e-10,0.041029775,Common
cg10752406,Braak_Stage,chr19,827776,827777,AZU1,TSS200,,3.06e-10,-0.043771244,1.0,0.0,EWAS-specific
cg17113856,Braak_Stage,chr6,32120895,32120896,PPT2;PRRT1;PPT2,TSS1500;TSS1500;TSS1500,N_Shore,3.11e-10,0.054935325,1.0,0.0,EWAS-specific
cg13912311,Braak_Stage,chr9,127265348,127265349,NR5A1,Body,Island,3.43e-10,0.036665548,1.63e-09,0.028998808,Common
cg18046677,Braak_Stage,chr19,49220142,49220143,MAMSTR;MAMSTR;MAMSTR,1stExon;Body;5'UTR,N_Shelf,3.61e-10,0.050478964,2.77e-10,0.050174803,Common
cg13374901,Braak_Stage,chr20,60639404,60639405,TAF4,Body,Island,3.84e-10,0.046700934,3.21e-10,0.027929224,Common
cg16988611,Braak_Stage,chr10,82224946,82224947,TSPAN14;TSPAN14,5'UTR;5'UTR,,3.99e-10,0.04121869,2.7e-10,0.037572556,Common
cg19240213,Braak_Stage,chr7,27163095,27163096,HOXA3,5'UTR,N_Shore,4.3e-10,0.059057078,3.33e-10,0.047023412,Common
cg12305431,Braak_Stage,chr7,27157855,27157856,HOXA3;HOXA3,5'UTR;5'UTR,S_Shelf,4.32e-10,0.040754829,2.43e-10,0.036446191,Common
cg05287480,Braak_Stage,chr7,27176127,27176128,,,N_Shelf,4.87e-10,0.051587157,0.000149314,0.045518756,Common
cg12163800,Braak_Stage,chr17,74475355,74475356,RHBDF2;RHBDF2,Body;Body,Island,5.14e-10,0.064861875,6.12e-10,-0.054011568,Common
cg07963670,Braak_Stage,chr8,23161764,23161765,LOXL2,Body,,5.25e-10,0.050801677,3.38e-10,0.026152773,Common
cg12695465,Braak_Stage,chr6,10556147,10556148,GCNT2;GCNT2;GCNT2,5'UTR;1stExon;Body,,5.39e-10,0.069367174,5.28e-10,0.037472754,Common
cg20145009,Braak_Stage,chr14,105399175,105399176,PLD4,Body,Island,5.61e-10,0.037193509,9.72e-10,0.0325826,Common
cg03684062,Braak_Stage,chr19,3179364,3179365,S1PR4,1stExon,Island,5.65e-10,-0.051375697,1.89e-11,0.031525331,Common
cg00979931,Braak_Stage,chr11,72533664,72533665,ATG16L2,Body,Island,5.77e-10,0.06305564,8.05e-10,0.049577836,Common
cg09825979,Braak_Stage,chr7,27179432,27179433,,,Island,5.9e-10,0.042895055,5.29e-10,0.030397161,Common
cg15610437,Braak_Stage,chr19,827821,827822,AZU1,TSS200,,6.08e-10,-0.044798029,1.0,0.0,EWAS-specific
cg00682096,Braak_Stage,chr17,46672924,46672925,LOC404266;LOC404266;LOC404266;LOC404266;LOC404266,Body;Body;Body;TSS1500;Body,N_Shore,6.16e-10,0.041437527,5.5e-10,0.038345584,Common
cg00931644,Braak_Stage,chr13,77461368,77461369,KCTD12,TSS1500,S_Shore,6.22e-10,0.04015208,3.9e-10,0.044543866,Common
cg23618477,Braak_Stage,chr6,169334872,169334873,,,S_Shelf,6.59e-10,-0.057005423,1.0,0.0,EWAS-specific
cg00162806,Braak_Stage,chr10,135051929,135051930,VENTX,Body,Island,7.3e-10,0.02571735,5.6e-10,0.028089455,Common
cg13879455,Braak_Stage,chr12,58133008,58133009,AGAP2;AGAP2,TSS1500;Body,S_Shore,7.32e-10,0.050172214,2.58e-10,0.012926847,Common
cg07110356,Braak_Stage,chr17,56355431,56355432,MPO,Body,Island,7.63e-10,-0.057203245,9.54e-10,0.058118864,Common
cg14019523,Braak_Stage,chr14,94407033,94407034,ASB2,Body,S_Shore,7.66e-10,-0.040767402,1.0,0.0,EWAS-specific
cg27217474,Braak_Stage,chr17,46697543,46697544,,,Island,8.1e-10,0.04047786,6.27e-10,0.006844721,Common
cg21696012,Braak_Stage,chr1,24131000,24131001,HMGCL;HMGCL,Body;Body,S_Shelf,9.01e-10,-0.042013303,7.76e-10,0.033993407,Common
cg19645616,Braak_Stage,chr19,10444917,10444918,RAVER1;ICAM3,TSS1500;Body,Island,9.6e-10,0.051966698,9.92e-10,0.0126642,Common
cg23669081,Braak_Stage,chr17,46685353,46685354,HOXB7,Body,Island,9.72e-10,0.052924537,5.81e-10,0.028392593,Common
cg02798280,Braak_Stage,chr19,39087135,39087136,MAP4K1;MAP4K1,Body;Body,Island,9.86e-10,0.053052302,4.65e-10,0.052243765,Common
cg02293044,Braak_Stage,chr22,29703543,29703544,GAS2L1;GAS2L1;GAS2L1,5'UTR;5'UTR;5'UTR,Island,9.9e-10,0.031316193,2.26e-10,0.011559451,Common
cg13928306,Braak_Stage,chr16,3162397,3162398,ZNF205;ZNF205;MGC3771;MGC3771,TSS200;TSS200;Body;Body,,1.03e-09,0.064135686,2.39e-09,0.010443233,Common
cg12706938,Braak_Stage,chr19,1566839,1566840,MEX3D,Body,Island,1.06e-09,0.05377705,1.02e-09,0.047867055,Common
cg05726756,Braak_Stage,chr17,46608288,46608289,HOXB1,TSS200,Island,1.06e-09,0.075101105,6.22e-09,0.064073644,Common
cg05066959,Braak_Stage,chr8,41519308,41519309,ANK1;ANK1;ANK1;ANK1;ANK1;ANK1;ANK1;MIR486;ANK1,Body;Body;Body;Body;Body;Body;Body;TSS1500;Body,,1.09e-09,0.0702928,8.62e-10,0.103855948,Common
cg15751948,Braak_Stage,chr11,74870268,74870269,SLCO2B1;SLCO2B1;SLCO2B1,Body;Body;TSS1500,,1.2e-09,0.040472939,1.24e-09,0.058551749,Common
cg15475323,Braak_Stage,chr19,49220102,49220103,MAMSTR;MAMSTR;MAMSTR,1stExon;Body;5'UTR,N_Shelf,1.27e-09,0.057430929,1.26e-09,0.033081004,Common
cg06811467,Braak_Stage,chr1,154299179,154299180,ATP8B2;ATP8B2,TSS1500;5'UTR,N_Shore,1.29e-09,0.040974557,1.09e-10,-0.002264158,Common
cg03608224,Braak_Stage,chr12,124773995,124773996,FAM101A,5'UTR,,1.34e-09,0.044258644,8.33e-10,0.023920409,Common
cg11839415,Braak_Stage,chr1,43814764,43814765,MPL,Body,Island,1.39e-09,0.083879026,9.06e-10,0.07368768,Common
cg05417607,Braak_Stage,chr17,1373605,1373606,MYO1C;MYO1C;MYO1C,Body;Body;Body,N_Shore,1.44e-09,0.059937439,1.38e-09,-0.063310272,Common
cg10822172,Braak_Stage,chr7,28338757,28338758,CREB5,TSS200,,1.46e-09,0.042118628,9.91e-10,0.029341034,Common
cg21334513,Braak_Stage,chr6,30095248,30095249,,,Island,1.51e-09,0.049110098,1.0,0.0,EWAS-specific
cg10045881,Braak_Stage,chr1,111770291,111770292,CHI3L2;CHI3L2;CHI3L2;CHI3L2,1stExon;5'UTR;5'UTR;1stExon,,1.55e-09,-0.050709392,9.85e-10,0.009920405,Common
cg25595793,Braak_Stage,chr19,10736117,10736118,SLC44A2;SLC44A2,TSS200;Body,Island,1.64e-09,0.055127261,1.78e-09,0.053127832,Common
cg10095954,Braak_Stage,chr17,3848324,3848325,ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3,Body;Body;Body;Body;Body;Body;Body,Island,1.72e-09,0.050406026,9.4e-09,0.034906845,Common
cg25487405,Braak_Stage,chr22,46473039,46473040,,,,1.75e-09,0.042153267,1.72e-09,0.022002291,Common
cg26360402,Braak_Stage,chr14,105973994,105973995,,,,1.75e-09,-0.049418755,8.34e-10,-0.06479505,Common
cg11823178,Braak_Stage,chr8,41519399,41519400,ANK1;ANK1;ANK1;ANK1;ANK1;ANK1;ANK1;MIR486;ANK1,Body;Body;Body;Body;Body;Body;Body;TSS1500;Body,,1.82e-09,0.070581363,9.18e-08,-0.085468646,Common
cg11532431,Braak_Stage,chr7,27169674,27169675,HOXA4,Body,Island,1.88e-09,0.068336432,5.08e-10,0.045794806,Common
cg19647567,Braak_Stage,chr5,176935305,176935306,DOK3;DOK3;DOK3,Body;Body;Body,S_Shelf,1.92e-09,-0.054806986,6.54e-10,0.042772406,Common
cg17824906,Braak_Stage,chr12,1700011,1700012,FBXL14,Body,N_Shelf,1.98e-09,0.043726602,1.11e-09,0.046422771,Common
cg06108383,Braak_Stage,chr6,32120899,32120900,PPT2;PRRT1;PPT2,TSS1500;TSS1500;TSS1500,N_Shore,1.99e-09,0.0520241,1.0,0.0,EWAS-specific
cg25143652,Braak_Stage,chr20,62168670,62168671,PTK6;PTK6,1stExon;5'UTR,Island,1.99e-09,-0.047302429,4.71e-10,0.041647697,Common
cg18871253,Braak_Stage,chr7,114055137,114055138,FOXP2;FOXP2;FOXP2;FOXP2;FOXP2;FOXP2,1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon,,2.04e-09,0.03788593,2.22e-09,0.039784595,Common
cg01226614,Braak_Stage,chr13,44947593,44947594,SERP2,TSS1500,Island,2.05e-09,0.033493721,1.84e-09,0.005206651,Common
cg08433504,Braak_Stage,chr15,39872071,39872072,THBS1,TSS1500,N_Shore,2.13e-09,0.044309472,2.01e-09,0.025172403,Common
cg14557202,Braak_Stage,chr12,54764371,54764372,ZNF385A;ZNF385A;ZNF385A,Body;Body;Body,Island,2.13e-09,0.068637538,1.07e-09,0.062725948,Common
cg01291088,Braak_Stage,chr16,67687648,67687649,RLTPR,Body,Island,2.17e-09,0.065593637,1.35e-09,0.016195878,Common
cg09233429,Braak_Stage,chr15,40583241,40583242,PLCB2,Body,Island,2.24e-09,0.046603539,1.36e-09,0.039061077,Common
cg17965690,Braak_Stage,chr19,10736049,10736050,SLC44A2;SLC44A2,TSS200;Body,Island,2.38e-09,0.056301869,2.42e-09,0.057549729,Common
cg09498948,Braak_Stage,chr8,93116100,93116101,,,S_Shore,2.43e-09,0.051438627,2.36e-09,0.00845571,Common
cg01132696,Braak_Stage,chr6,33048558,33048559,HLA-DPB1,Body,Island,2.48e-09,0.067542259,1.0,0.0,EWAS-specific
cg08202399,Braak_Stage,chr16,14280512,14280513,MKL2,Body,,2.5e-09,0.047590508,1.68e-09,0.027639128,Common
cg05895618,Braak_Stage,chr11,19222395,19222396,CSRP3;CSRP3,5'UTR;5'UTR,,2.55e-09,-0.036565314,2.55e-09,-0.036429139,Common
cg08706567,Braak_Stage,chr1,43814983,43814984,MPL,Body,Island,2.69e-09,0.068686522,1.21e-09,0.026546521,Common
cg16748008,Braak_Stage,chr7,27155002,27155003,HOXA3;HOXA3;HOXA3,5'UTR;TSS1500;5'UTR,Island,2.87e-09,0.043827931,2.28e-09,0.033850036,Common
cg24211976,Braak_Stage,chr15,60285744,60285745,,,N_Shore,2.93e-09,0.046970468,2.51e-09,0.035155712,Common
cg11724984,Braak_Stage,chr12,121890864,121890865,KDM2B;KDM2B,Body;Body,Island,2.98e-09,0.031735136,3.25e-09,-0.028552118,Common
cg23035449,Braak_Stage,chr15,90578555,90578556,ZNF710,5'UTR,,3.05e-09,-0.03478301,3.01e-10,0.021801029,Common
cg23460145,Braak_Stage,chr11,73073425,73073426,ARHGEF17,Body,Island,3.23e-09,0.026858926,2.67e-09,-0.021030982,Common
cg22798849,Braak_Stage,chr7,27155234,27155235,HOXA3;HOXA3,5'UTR;5'UTR,Island,3.5e-09,0.043140151,2.8e-09,0.037565272,Common
cg19863740,Braak_Stage,chr22,44576869,44576870,PARVG;PARVG;PARVG;PARVG;PARVG;PARVG;PARVG,5'UTR;Body;1stExon;TSS1500;TSS1500;Body;5'UTR,,3.52e-09,-0.046282273,3.85e-10,0.054685375,Common
cg17233506,Braak_Stage,chr17,46608293,46608294,HOXB1,TSS200,Island,3.56e-09,0.067867712,1.01e-07,0.071282687,Common
cg24338091,Braak_Stage,chr19,46270244,46270245,SIX5,Body,Island,3.58e-09,0.031737499,7.77e-09,0.054932038,Common
cg22514173,Braak_Stage,chr22,20146278,20146279,,,S_Shelf,3.65e-09,-0.047086741,1.43e-09,-0.066157068,Common
cg04301614,Braak_Stage,chr4,37585993,37585994,C4orf19;C4orf19;C4orf19,5'UTR;1stExon;5'UTR,,3.8e-09,-0.049933791,2.5e-09,0.0378355,Common
cg13172549,Braak_Stage,chr7,27153636,27153637,HOXA3;HOXA3;HOXA3,5'UTR;5'UTR;TSS200,Island,3.83e-09,0.067339192,4.4e-09,0.054305326,Common
cg05719612,Braak_Stage,chr10,18629545,18629546,CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2,Body;TSS200;Body;Body;Body;Body;Body;Body,,3.94e-09,0.03393239,4.24e-09,0.013856273,Common
cg08578641,Braak_Stage,chr9,34457440,34457441,C9orf25;DNAI1,Body;TSS1500,Island,4.24e-09,0.066637851,3.57e-09,0.02881946,Common
cg18449062,Braak_Stage,chr10,104679468,104679469,CNNM2;CNNM2;CNNM2,1stExon;1stExon;1stExon,S_Shore,4.26e-09,0.046792056,1.41e-09,0.01099318,Common
cg15974867,Braak_Stage,chr11,69464012,69464013,CCND1,Body,S_Shelf,4.31e-09,0.049131324,4.06e-09,-0.043921198,Common
cg03536885,Braak_Stage,chr7,27163820,27163821,HOXA3,5'UTR,Island,4.48e-09,0.033729705,2.67e-09,0.004753402,Common
cg02803819,Braak_Stage,chr7,27141067,27141068,HOXA2,Body,N_Shelf,4.62e-09,0.044557505,2.58e-09,0.027408476,Common
cg19803550,Braak_Stage,chr17,1637391,1637392,WDR81;WDR81;WDR81;WDR81,Body;Body;Body;Body,Island,4.74e-09,0.068516651,4.73e-09,-0.0686331,Common
cg05800416,Braak_Stage,chr8,19460097,19460098,CSGALNACT1;CSGALNACT1;CSGALNACT1,TSS200;Body;5'UTR,Island,4.93e-09,0.058059994,4.5e-09,0.043649352,Common
