CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_CHALM,Effect_CHALM,P_CAMDA,Effect_CAMDA,P_haEWAS,Effect_haEWAS,haEWAS_Driver,Group
cg02174252,HOMA-IR_GSE115278,16,85465268.0,85465269.0,,,Island,0.487534819009443,-0.0036873009026503,9.60236306134956e-10,-0.11196891672339,0.627962292924443,0.0023961112683813,9.60236306134956e-10,-0.11196891672339,CHALM,haEWAS-only
cg07823492,HOMA-IR_GSE115278,17,46608099.0,46608100.0,HOXB1,1stExon,Island,0.0110187101078592,-0.013238514447099,2.71901084529529e-06,0.399163168432376,0.022428776804329,0.0236510264039606,2.71901084529529e-06,0.399163168432376,CHALM,haEWAS-only
cg17876831,HOMA-IR_GSE115278,17,18918410.0,18918411.0,SLC5A10;SLC5A10,Body;Body,Island,0.0003193178230426,-0.0193095649428482,4.6612359795666e-08,-0.0258003842394039,2.08383206531723e-06,0.0271660509358061,4.6612359795666e-08,-0.0258003842394039,CHALM,haEWAS-only
cg09364328,HOMA-IR_GSE115278,19,59010904.0,59010905.0,SLC27A5,Body,Island,0.124064101915928,0.0079720220289799,0.0001603462794668,0.0131267442645014,1.99826277957761e-08,0.0103560668663524,1.99826277957761e-08,0.0103560668663524,CAMDA,haEWAS-only
cg02737268,HOMA-IR_GSE115278,20,3780182.0,3780183.0,CDC25B;CDC25B;CDC25B,Body;Body;Body,S_Shelf,2.300385313513e-06,-0.0349086997599591,1.50581237853694e-07,-0.0477897296604747,3.94547557967586e-05,0.0062280509972257,1.50581237853694e-07,-0.0477897296604747,CHALM,haEWAS-only
cg03106288,HOMA-IR_GSE115278,1,43424767.0,43424768.0,SLC2A1;SLC2A1,1stExon;5'UTR,Island,4.41968752670357e-07,0.0209490928029316,1.0,0.0,1.0,0.0,1.0,0.0,None,Beta-only
cg15823729,HOMA-IR_GSE115278,1,213085363.0,213085364.0,,,,0.734724070406558,-0.0014599676152467,4.13839804999483e-06,0.0045188776483218,0.810080491734723,-0.0010494554422053,4.13839804999483e-06,0.0045188776483218,CHALM,haEWAS-only
cg18561881,HOMA-IR_GSE115278,1,207627541.0,207627542.0,CR2;CR2,TSS200;TSS200,Island,8.81937193702714e-07,0.0313616817800968,1.0,0.0,1.0,0.0,1.0,0.0,None,Beta-only
cg02905871,HOMA-IR_GSE115278,2,16081166.0,16081167.0,MYCN;MYCNOS,5'UTR;Body,Island,0.0021294104210819,-0.0221879072256213,4.04895609827261e-06,-0.0327076401727288,8.43904038598153e-05,-0.0190695585326858,4.04895609827261e-06,-0.0327076401727288,CHALM,haEWAS-only
cg22051399,HOMA-IR_GSE115278,2,45141469.0,45141470.0,,,,2.93226542804901e-09,-0.0543335575127961,0.222970042562515,-0.008557396014002,0.122022597707912,0.008870137850265,0.122022597707912,0.008870137850265,None,Beta-only
cg19476342,HOMA-IR_GSE115278,3,10137658.0,10137659.0,FANCD2;FANCD2;C3orf24,Body;Body;3'UTR,,1.50090813827808e-08,0.0251901347298842,7.42896876564907e-10,0.0490323225834808,6.390185680824751e-10,-0.0172850078807726,6.390185680824751e-10,-0.0172850078807726,Both,Common
cg00193021,HOMA-IR_GSE115278,4,90758120.0,90758121.0,SNCA;SNCA;SNCA;SNCA;SNCA;SNCA;SNCA,5'UTR;1stExon;5'UTR;1stExon;1stExon;5'UTR;5'UTR,Island,8.14250171375358e-05,-0.0330889603181577,2.12271711157783e-06,-0.0293924122772929,0.0001938940209866,-0.0099018591865336,2.12271711157783e-06,-0.0293924122772929,CHALM,haEWAS-only
cg10704137,HOMA-IR_GSE115278,6,25732153.0,25732154.0,,,N_Shore,0.115742679933037,0.0083043744179526,3.83975741985833e-06,0.0383727942559056,5.42161602461449e-05,-0.0106230154793925,3.83975741985833e-06,0.0383727942559056,CHALM,haEWAS-only
cg13473576,HOMA-IR_GSE115278,7,97601586.0,97601587.0,MGC72080,Body,Island,6.24067689267181e-05,-0.021332021555056,1.02527327928108e-07,-0.0206711130634591,9.30180987553509e-07,-0.0046935733571384,1.02527327928108e-07,-0.0206711130634591,Both,haEWAS-only
cg23547157,HOMA-IR_GSE115278,12,133199323.0,133199324.0,,,S_Shelf,1.7737271753733e-06,-0.0236620415510103,4.02724992733223e-05,-0.0223823566632021,0.0018569963730025,0.0045097988059329,4.02724992733223e-05,-0.0223823566632021,None,Beta-only
cg23842870,HOMA-IR_GSE115278,12,25204649.0,25204650.0,LRMP,TSS1500,,1.74726333987139e-06,0.0339589174210034,1.58928920131236e-05,0.0329016280862314,6.34650147838566e-06,0.0197006892534471,6.34650147838566e-06,0.0197006892534471,None,Beta-only
cg16462528,HOMA-IR_GSE115278,13,53310543.0,53310544.0,LECT1;LECT1,Body;Body,N_Shelf,3.01257802855505e-08,-0.0837065961359689,3.77802210270966e-08,-0.0761145236513931,1.85163505683018e-06,0.044423951409627,3.77802210270966e-08,-0.0761145236513931,CHALM,Common
cg01993413,HOMA-IR_GSE115278,14,21979151.0,21979152.0,METTL3,Body,Island,1.60987223790277e-06,0.0404486328508436,1.0,0.0,1.0,0.0,1.0,0.0,None,Beta-only
cg00319686,HOMA-IR_GSE115278,15,66680551.0,66680552.0,MAP2K1,Body,S_Shore,0.0019524561881877,-0.0407587659789107,0.0068329037813826,-0.0333554347520809,1.00695930310792e-06,-0.0122725003403368,1.00695930310792e-06,-0.0122725003403368,CAMDA,haEWAS-only
cg02613818,HOMA-IR_GSE115278,15,99236767.0,99236768.0,IGF1R,Body,,3.5642990632162504e-09,-0.0701580449645229,0.102569121054762,-0.0162811643009806,0.0260562666411498,0.0132223293208008,0.0260562666411498,0.0132223293208008,None,Beta-only
cg19372507,HOMA-IR_GSE115278,15,79722028.0,79722029.0,,,N_Shelf,3.66857788972674e-07,-0.0641892308100096,0.307648824724146,-0.0093926376066204,0.0666670755853817,0.010657550233067,0.0666670755853817,0.010657550233067,None,Beta-only
cg16739178,HOMA-IR_GSE115278,16,85470674.0,85470675.0,,,,1.41503935721733e-05,0.0237366603404078,0.0001695224990037,0.217056043952207,1.12725575068182e-06,-0.016726825202425,1.12725575068182e-06,-0.016726825202425,CAMDA,haEWAS-only
cg14315232,HOMA-IR_GSE115278,17,13313251.0,13313252.0,,,,4.55854849561735e-07,-0.0393855196916586,0.0570574908454264,-0.0108504628327412,0.0730416708636944,0.0062773338840067,0.0570574908454264,-0.0108504628327412,None,Beta-only
