CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,FDR_Beta,P_haEWAS,Effect_haEWAS,FDR_haEWAS,Group
cg11958128,Breast_Cancer_Breast,chr12,3226445.0,3226446.0,TSPAN9;TSPAN9,5'UTR;5'UTR,,1.5395318820764596e-10,-0.1564914868800005,3.930052166169752e-06,5.879297132140704e-05,-0.1084501420421336,0.0454580424592008,Common
cg24328095,Breast_Cancer_Breast,chr17,80205093.0,80205094.0,CSNK1D;CSNK1D,Body;Body,N_Shore,2.1777157297987326e-10,0.1257966352862399,5.281221970649503e-06,7.086059135789137e-07,0.1061822427036304,0.0027908013444769,Common
cg01315201,Breast_Cancer_Breast,chr13,45333293.0,45333294.0,,,,4.2631799772665757e-10,-0.1060601307870545,9.846402882351162e-06,4.169987822449302e-05,-0.0784193535533406,0.037468807637992,Common
cg08314208,Breast_Cancer_Breast,chr16,67682810.0,67682811.0,RLTPR,Body,Island,7.270601047000872e-10,-0.1297707347430153,1.602916364645705e-05,0.0002185482925941,0.0764636186751227,0.0346310483318662,Common
cg23695131,Breast_Cancer_Breast,chr11,94642928.0,94642929.0,,,,8.324893654089907e-10,-0.1318095174389526,1.6909294696871527e-05,4.545898202909663e-14,0.1809994600874006,2.0271170286374827e-09,Common
cg14370595,Breast_Cancer_Breast,chr11,66114071.0,66114072.0,BRMS1;BRMS1;B3GNT1,TSS1500;TSS1500;1stExon,Island,8.367071994889256e-10,-0.1216523513364754,1.6909294696871527e-05,4.224665405473735e-05,0.0811429493036801,0.0127377683073412,Common
cg08824221,Breast_Cancer_Breast,chr11,27417374.0,27417375.0,LGR4,Body,,1.0325578425578374e-09,-0.0859235986168938,2.003261340115089e-05,0.0025560164151393,-0.049307178326478,0.258803110416416,Beta-only
cg14837148,Breast_Cancer_Breast,chr15,68810195.0,68810196.0,,,,1.667908143818141e-09,-0.1497895810027184,3.073953306608252e-05,0.5706362294036664,0.0578336833659876,0.885342974680574,Beta-only
cg18479798,Breast_Cancer_Breast,chr11,64533623.0,64533624.0,SF1;SF1;SF1,Body;Body;Body,Island,1.7111882974537921e-09,-0.1846393803473049,3.073953306608252e-05,0.0160036846115824,0.1519424491039737,0.2796181486594417,Beta-only
cg14343652,Breast_Cancer_Breast,chr7,130789013.0,130789014.0,FLJ43663;FLJ43663,Body;Body,N_Shore,2.100498766580423e-09,0.1227046022973865,3.513076944006563e-05,6.772631161307003e-06,0.1027722606124054,0.0128170879855583,Common
cg02389084,Breast_Cancer_Breast,chr7,26403254.0,26403255.0,SNX10,Body,,2.2020692600469636e-09,-0.0774591903705538,3.560188135950062e-05,0.0225948194400278,0.0828322451687889,0.3203440451431231,Beta-only
cg20817661,Breast_Cancer_Breast,chr6,6321364.0,6321365.0,F13A1,TSS1500,,2.444217241992136e-09,-0.163711183805059,3.8242065276774e-05,3.2945729120182187e-10,-0.1992056993458766,2.592570483882886e-06,Common
cg17041511,Breast_Cancer_Breast,chr17,61509620.0,61509621.0,,,N_Shelf,2.858164912478133e-09,-0.0811567132511986,4.200844177302407e-05,8.168936246979554e-05,0.1776371501022911,0.0193646732663928,Common
cg24753988,Breast_Cancer_Breast,chr14,61575689.0,61575690.0,,,,3.450009150843551e-09,-0.1497006874527588,4.780963538224979e-05,2.08049585178703e-09,0.1609117327541384,1.192807714568127e-05,Common
cg25325322,Breast_Cancer_Breast,chr2,85073715.0,85073716.0,C2orf89,Body,,3.855041553760212e-09,-0.1090931919465377,5.193854651586092e-05,0.0001408885513212,-0.0749388656969769,0.0732405928051492,Beta-only
cg17940268,Breast_Cancer_Breast,chr1,166124106.0,166124107.0,MIR921;FAM78B,TSS200;Body,,3.976929764496927e-09,-0.1190444974596709,5.213260492149615e-05,7.007808726505825e-11,0.1865018526933915,6.859619210264836e-07,Common
cg15602298,Breast_Cancer_Breast,chr1,157670825.0,157670826.0,FCRL3,TSS200,,4.727015703840424e-09,0.1721369816221969,5.935996199677967e-05,0.0040977014361992,0.0966922825646062,0.3050926952885209,Beta-only
cg01229943,Breast_Cancer_Breast,chr6,40904807.0,40904808.0,,,,4.773039102960693e-09,-0.1748662220151015,5.935996199677967e-05,4.207688458287328e-06,0.1435364628211046,0.0029368201895033,Common
cg01638311,Breast_Cancer_Breast,chr11,65887103.0,65887104.0,PACS1,Body,,6.3738340306622715e-09,-0.2048225068511423,7.632741441378962e-05,0.0001213926003061,-0.1576809646254398,0.0672226279537647,Beta-only
cg03341377,Breast_Cancer_Breast,chr3,39309355.0,39309356.0,CX3CR1;CX3CR1;CX3CR1;CX3CR1,Body;5'UTR;5'UTR;5'UTR,,6.452101320687996e-09,-0.1719402136767206,7.632741441378962e-05,0.0060277586296286,0.2010656053588158,0.1863872094608641,Beta-only
cg10586672,Breast_Cancer_Breast,chr3,14514657.0,14514658.0,SLC6A6;SLC6A6,Body;Body,,7.111801332421692e-09,-0.1691098890298102,8.021847277805811e-05,0.0823674453497474,-0.1109129513606016,0.6866609742269658,Beta-only
cg17564205,Breast_Cancer_Breast,chr12,89992940.0,89992941.0,ATP2B1;ATP2B1,Body;Body,,8.178954416017799e-09,0.1179995764134292,9.015884515169585e-05,0.0005923369197407,0.0733032832621835,0.1455670570860925,Beta-only
cg09047884,Breast_Cancer_Breast,chr22,43484984.0,43484985.0,TTLL1;TTLL1,Body;5'UTR,N_Shore,9.418658355984224e-09,0.1457225042954099,9.874070665671698e-05,0.0808327268490005,-0.0826852609786901,0.503831430753896,Beta-only
cg07137955,Breast_Cancer_Breast,chr5,42992774.0,42992775.0,,,Island,9.433275206791092e-09,0.118223456602702,9.874070665671698e-05,0.00767816005108,0.3300029533507199,0.2067800321501295,Beta-only
cg08480996,Breast_Cancer_Breast,chr16,66092410.0,66092411.0,,,,9.568213558227424e-09,-0.2001153948671317,9.874070665671698e-05,2.223497150016972e-05,0.162467297432742,0.0085556674133874,Common
cg16796458,Breast_Cancer_Breast,chr16,85254655.0,85254656.0,,,,1.1768970572048793e-08,-0.1137683711553718,0.0001176530106715,1.6292514326077922e-05,-0.0965781343224703,0.0220767760118825,Common
cg25444339,Breast_Cancer_Breast,chr7,75194698.0,75194699.0,HIP1,Body,,1.1886004657311542e-08,-0.1063373103885685,0.0001176530106715,7.504444393253859e-08,-0.117295585942641,0.0001761262379148,Common
cg06898823,Breast_Cancer_Breast,chr11,121665583.0,121665584.0,,,,1.2186940550340914e-08,-0.1115685741886044,0.0001182191730697,0.0002144619072609,0.1428101543309413,0.0342740516712774,Common
cg14665366,Breast_Cancer_Breast,chr4,90227740.0,90227741.0,GPRIN3,5'UTR,N_Shore,1.248334428547562e-08,-0.1488959969771913,0.0001187200309552,2.7464242798610203e-05,-0.1218100257748075,0.0296004832493368,Common
cg02542748,Breast_Cancer_Breast,chr10,131034863.0,131034864.0,,,,1.3319755737672753e-08,-0.1085132150236063,0.0001222748499406,3.1947303087293095e-07,0.1592693141906657,0.0005149161103623,Common
cg16724720,Breast_Cancer_Breast,chr1,222544693.0,222544694.0,,,,1.336133273168596e-08,-0.1581338712367459,0.0001222748499406,1.8016689156577243e-09,0.2014371147108828,1.077353393143708e-05,Common
cg08352774,Breast_Cancer_Breast,chr6,158985825.0,158985826.0,TMEM181,Body,S_Shelf,1.6039090216624942e-08,-0.1097702313091631,0.0001440619202449,1.4812246870746793e-05,0.0934056736464996,0.0066494396382962,Common
cg11716106,Breast_Cancer_Breast,chr19,46380134.0,46380135.0,,,Island,1.813147472714796e-08,0.1326674011265074,0.0001570392928225,1.310755283070891e-12,0.2128043576436263,2.391115535249276e-08,Common
cg03987648,Breast_Cancer_Breast,chr4,140958771.0,140958772.0,MAML3,Body,,1.898685343059966e-08,-0.0882556468601888,0.0001615627999705,0.0026695007183358,-0.1218509656480898,0.2633955294348129,Beta-only
cg03849851,Breast_Cancer_Breast,chr6,166980629.0,166980630.0,RPS6KA2;RPS6KA2,Body;Body,,1.9693794309044763e-08,-0.1423177553079495,0.0001646890153612,5.7737611183606485e-09,0.1502729287202514,2.6331631245814537e-05,Common
cg20671781,Breast_Cancer_Breast,chr10,43626471.0,43626472.0,,,,2.120325184947948e-08,-0.1372198312330322,0.0001743065427973,0.0072851297572521,-0.0788878857417178,0.3699462575803717,Beta-only
cg08871356,Breast_Cancer_Breast,chr10,34381786.0,34381787.0,,,,2.168455055043393e-08,-0.1625681300889044,0.0001752921241028,2.962805464608384e-06,0.1447270607216833,0.0023043851106807,Common
cg09165441,Breast_Cancer_Breast,chr10,103044194.0,103044195.0,,,Island,2.2346592819985217e-08,0.1350435130627634,0.0001776825219003,0.0140504940522333,0.2800601877813099,0.4509681530533226,Beta-only
cg16768018,Breast_Cancer_Breast,chr3,147108843.0,147108844.0,ZIC4;ZIC4;ZIC4;ZIC4;ZIC4,Body;Body;Body;Body;Body,Island,2.541205078465625e-08,0.1023300134139507,0.0001956421352345,5.397203184963906e-05,0.0836540141270157,0.0435718694594864,Common
cg10600534,Breast_Cancer_Breast,chr15,60971920.0,60971921.0,RORA,Body,,2.8042088647886282e-08,-0.1513063997607362,0.000212516968818,0.0005017220996874,0.1078136883656986,0.0551965482740645,Beta-only
cg04002454,Breast_Cancer_Breast,chr2,231191893.0,231191894.0,SP140L;SP140L,5'UTR;1stExon,,3.1330628010486815e-08,0.1528963763864529,0.0002302440381842,0.0053894479580683,0.0875748946028771,0.334189178638104,Beta-only
cg04714939,Breast_Cancer_Breast,chr10,80917620.0,80917621.0,ZMIZ1,5'UTR,,3.1969766487902015e-08,0.108161940296716,0.0002314343883735,2.803074779733901e-06,0.1018391166285425,0.0068857296762891,Common
cg21500064,Breast_Cancer_Breast,chr20,46415859.0,46415860.0,SULF2;SULF2;SULF2,TSS1500;TSS1500;TSS1500,S_Shore,3.426043869501467e-08,-0.1374414506850734,0.0002443696326119,1.702408647971833e-05,-0.1171282621334475,0.0226314553806862,Common
cg21773162,Breast_Cancer_Breast,chr2,98330087.0,98330088.0,ZAP70;ZAP70,5'UTR;1stExon,,3.898336976768484e-08,-0.0844894795361609,0.0002740271005536,0.0076045632732066,-0.0455830542061421,0.3742987326821609,Beta-only
cg00689534,Breast_Cancer_Breast,chr15,79282030.0,79282031.0,RASGRF1;RASGRF1;RASGRF1,Body;Body;Body,,4.11826951229256e-08,-0.1653560073483977,0.0002803037242206,0.0580198388190796,-0.0623574778186439,0.6426855754857775,Beta-only
cg24865110,Breast_Cancer_Breast,chr17,57407818.0,57407819.0,YPEL2,TSS1500,N_Shore,4.1552624660972334e-08,0.12922195773355,0.0002803037242206,0.0806832219337748,0.1438155208597985,0.5036275038194479,Beta-only
cg22185977,Breast_Cancer_Breast,chr5,1518133.0,1518134.0,LPCAT1,Body,,4.161004021220933e-08,-0.1398872818055302,0.0002803037242206,5.231026649786133e-08,0.1376897846998015,0.0001358614461101,Common
cg15640503,Breast_Cancer_Breast,chr8,145181395.0,145181396.0,,,S_Shore,4.296274989888064e-08,0.1209525938055395,0.000285451572698,0.0001071558764875,0.0965610295431394,0.0630682672880465,Beta-only
cg27418434,Breast_Cancer_Breast,chr7,751009.0,751010.0,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,Body;Body;Body;Body;Body;Body,Island,4.956852764019835e-08,-0.0911042294959762,0.0003213613207936,0.0002520295944757,-0.0679400033101444,0.0993033961889848,Beta-only
cg08840665,Breast_Cancer_Breast,chr17,7756882.0,7756883.0,KDM6B,3'UTR,Island,5.077053023237433e-08,-0.1478266952620484,0.0003213613207936,0.1060294715255897,-0.0663853064827872,0.719149163423954,Beta-only
cg23663547,Breast_Cancer_Breast,chr17,38710320.0,38710321.0,CCR7,3'UTR,,5.095004080961751e-08,0.0921518620206762,0.0003213613207936,0.0003710845327665,0.0633427161063898,0.1178292577348139,Beta-only
cg10811178,Breast_Cancer_Breast,chr12,116977945.0,116977946.0,,,,5.101772634160051e-08,0.0786190174382041,0.0003213613207936,1.973389585980141e-05,0.0664476949901087,0.024676914706132,Common
cg06601266,Breast_Cancer_Breast,chr10,121620547.0,121620548.0,C10orf119,Body,,5.304546670628909e-08,-0.1649658481108557,0.0003298503133814,0.0098328005588132,-0.0899388010216751,0.4050492389247555,Beta-only
cg27647370,Breast_Cancer_Breast,chr22,42686055.0,42686056.0,,,Island,6.116025823322398e-08,-0.0985257314811455,0.0003720394347636,0.0073801818720561,0.0464552100330087,0.2031262383006719,Beta-only
cg20229734,Breast_Cancer_Breast,chr11,10680316.0,10680317.0,MRVI1;MRVI1;MRVI1,5'UTR;5'UTR;5'UTR,,6.396090634727272e-08,-0.1785516154480682,0.0003783240809778,2.3468678721448936e-10,0.2117593929059427,1.9221805778120617e-06,Common
cg03169527,Breast_Cancer_Breast,chr3,11888582.0,11888583.0,C3orf31,TSS1500,S_Shore,6.696228213308794e-08,0.146535318973025,0.0003869312564893,1.0,0.0,1.0,Beta-only
cg01368219,Breast_Cancer_Breast,chr3,54999791.0,54999792.0,CACNA2D3,Body,,6.749326479017832e-08,-0.142807146437059,0.0003869312564893,0.0012471771972844,-0.0904747316568058,0.1999911279449125,Beta-only
cg10898310,Breast_Cancer_Breast,chr13,100019647.0,100019648.0,UBAC2;UBAC2;UBAC2,Body;Body;Body,,6.835722105757738e-08,-0.1097445923207186,0.0003869312564893,2.642468543348273e-06,0.10431138932408,0.0021424280818221,Common
cg14087413,Breast_Cancer_Breast,chr9,35848330.0,35848331.0,TMEM8B;TMEM8B,Body;Body,S_Shore,6.860709585110082e-08,-0.0985847313677374,0.0003869312564893,0.0044253122369656,-0.0584278302848139,0.3124928239542533,Beta-only
cg23156348,Breast_Cancer_Breast,chr11,124981869.0,124981870.0,,,S_Shore,7.546113733288307e-08,-0.1606251837522734,0.0004206949732614,0.0062532584833399,-0.0947969799287032,0.353102561602539,Beta-only
cg02722214,Breast_Cancer_Breast,chr10,121578137.0,121578138.0,INPP5F;INPP5F,Body;TSS1500,Island,7.836413824409063e-08,-0.1137682700628959,0.0004319146339511,0.0223145730211886,0.0471903228116945,0.3187126798317967,Beta-only
cg13716323,Breast_Cancer_Breast,chr9,27610877.0,27610878.0,,,,8.002280723721908e-08,-0.1180783356162585,0.0004332794180449,2.4475204662089524e-07,0.1408952589273736,0.0004179844207249,Common
cg24141382,Breast_Cancer_Breast,chr1,41446726.0,41446727.0,CTPS,5'UTR,S_Shore,8.039838775821748e-08,-0.1093160645172452,0.0004332794180449,0.0034914143028021,-0.1892895845765372,0.2897066952403899,Beta-only
cg08179485,Breast_Cancer_Breast,chr12,19373325.0,19373326.0,PLEKHA5;PLEKHA5,5'UTR;Body,,8.254403028664343e-08,-0.145560422517158,0.0004399542389642,2.821815222694432e-06,0.1374038884734969,0.0022334160995686,Common
cg15282709,Breast_Cancer_Breast,chr12,26110700.0,26110701.0,RASSF8;RASSF8,TSS1500;TSS1500,,8.363741088889542e-08,-0.1263682639327298,0.0004409364302062,0.0033312968900096,0.0875773593873175,0.1443633928158474,Beta-only
cg13377102,Breast_Cancer_Breast,chr17,7832764.0,7832765.0,KCNAB3,TSS200,Island,9.47658888562973e-08,-0.1057698984480453,0.0004921090459636,0.0547080770129784,-0.0498343035033451,0.6344540167309728,Beta-only
cg00908813,Breast_Cancer_Breast,chr3,139464848.0,139464849.0,,,,9.575095508727281e-08,-0.1535211806206429,0.0004921090459636,1.1950023392076145e-06,0.1487513515822026,0.0012725232833313,Common
cg06826039,Breast_Cancer_Breast,chr1,204379650.0,204379651.0,PPP1R15B,1stExon,N_Shore,9.638772383746569e-08,0.1370902081046079,0.0004921090459636,0.4604102973682951,0.0852502265488253,0.8400381185969298,Beta-only
cg07105891,Breast_Cancer_Breast,chr1,21031312.0,21031313.0,KIF17;KIF17,Body;Body,Island,1.0386123991841257e-07,0.1009625212725581,0.0005247416044811,0.0001352549516916,-0.0723898251782918,0.0259611270487956,Common
cg23843022,Breast_Cancer_Breast,chr1,208444590.0,208444591.0,,,,1.1183928668016268e-07,-0.1101723303354466,0.0005592241049768,1.1699487179007827e-06,-0.1147019481510821,0.0038518093676306,Common
cg04149578,Breast_Cancer_Breast,chr10,134202519.0,134202520.0,,,,1.1375611701285753e-07,0.0955083694669492,0.0005630045601841,0.0029774007675334,0.0597163986339775,0.1373687567091135,Beta-only
cg05451722,Breast_Cancer_Breast,chr8,145065385.0,145065386.0,GRINA;GRINA,5'UTR;5'UTR,Island,1.2428022921197342e-07,0.1232419096212068,0.0005954033390122,0.0001173076669437,0.0917674593297816,0.0238721943926223,Common
cg16465882,Breast_Cancer_Breast,chr12,113633320.0,113633321.0,IQCD,3'UTR,,1.2458133216308133e-07,-0.1343929947067309,0.0005954033390122,3.88249449917173e-06,0.1165452080154169,0.0027824312809867,Common
cg04862289,Breast_Cancer_Breast,chr1,204966208.0,204966209.0,NFASC;NFASC;NFASC;NFASC,Body;Body;Body;Body,,1.2521265046522845e-07,-0.180314409211457,0.0005954033390122,2.921122374375862e-05,0.1524257818963843,0.0100920218855295,Common
cg17631184,Breast_Cancer_Breast,chr11,70266172.0,70266173.0,CTTN;CTTN,Body;Body,,1.2809227579380158e-07,-0.1766800267537364,0.00060318279587,0.000265583848583,0.1253006860736447,0.0386604156517317,Common
cg24530116,Breast_Cancer_Breast,chr10,81904331.0,81904332.0,PLAC9,Body,,1.324128493164263e-07,0.1157848240108078,0.000613793819314,9.572476085692009e-06,0.106120746608879,0.0161358634587989,Common
cg13009608,Breast_Cancer_Breast,chr8,81034420.0,81034421.0,TPD52;TPD52,Body;Body,,1.3287662265779436e-07,0.1519991400013972,0.000613793819314,4.8361010794357616e-05,0.1357299416670465,0.0403563537463022,Common
cg03514770,Breast_Cancer_Breast,chr8,19313167.0,19313168.0,CSGALNACT1;CSGALNACT1;CSGALNACT1,Body;Body;Body,,1.347184084443403e-07,-0.142962096730653,0.000616430767333,1.514099709714487e-06,-0.1469353289816321,0.00449338944345,Common
cg21357247,Breast_Cancer_Breast,chr2,235996646.0,235996647.0,,,,1.4154084863108326e-07,-0.0942048152860326,0.000641595407163,0.0003320354910658,0.070445131852423,0.0437765452133585,Common
cg21370856,Breast_Cancer_Breast,chr16,23848003.0,23848004.0,PRKCB;PRKCB,Body;Body,Island,1.4814164522766788e-07,0.1569604899614857,0.0006652986419898,0.0261692609930704,0.1748135727411559,0.5324172522139553,Beta-only
cg20464884,Breast_Cancer_Breast,chr6,2773876.0,2773877.0,WRNIP1;WRNIP1,Body;Body,,1.5004051103970333e-07,-0.1336459491492336,0.0006676444846469,0.0001840461750063,0.1118630089045088,0.0313683967713728,Common
cg17801765,Breast_Cancer_Breast,chr1,958274.0,958275.0,AGRN,Body,S_Shore,1.535954228704397e-07,-0.1617433028596907,0.0006730756235762,1.756365517151125e-05,0.1361576394307917,0.0073887020230425,Common
cg04904815,Breast_Cancer_Breast,chr6,41010654.0,41010655.0,TSPO2;TSPO2,5'UTR;5'UTR,,1.5403648936333393e-07,-0.1345919394853812,0.0006730756235762,1.8843283695448795e-05,0.1132257658382609,0.0077174981612727,Common
cg24067118,Breast_Cancer_Breast,chr10,102806933.0,102806934.0,,,N_Shore,1.6056663381898629e-07,-0.110954666600744,0.0006953452767983,6.530180215789403e-05,-0.089386333902051,0.0482789971101133,Common
cg10359157,Breast_Cancer_Breast,chr13,51418020.0,51418021.0,DLEU7,TSS200,Island,1.638527168768002e-07,-0.1022650741620938,0.0007032964615084,0.024946988373906,0.052672723714214,0.3324806310030393,Beta-only
cg06037631,Breast_Cancer_Breast,chr2,74942369.0,74942370.0,,,Island,1.677582765407311e-07,0.1319916572691621,0.0007120777548809,0.1378284216721667,0.0759287003533518,0.7531637802023847,Beta-only
cg13554018,Breast_Cancer_Breast,chr9,91091556.0,91091557.0,SPIN1,3'UTR,,1.6883482427944637e-07,-0.1098747999462391,0.0007120777548809,1.3486751644766492e-06,0.1059377187276697,0.0013984417568701,Common
cg16471167,Breast_Cancer_Breast,chr16,88079739.0,88079740.0,BANP;BANP,Body;Body,,1.7383027825800297e-07,-0.1016003177706407,0.0007268263524293,9.982019402969528e-05,0.156707481993941,0.0219391229298672,Common
cg02506353,Breast_Cancer_Breast,chr5,10702346.0,10702347.0,DAP,Body,,1.846308512547084e-07,-0.1498738301406686,0.0007653879828971,8.366469446033175e-06,0.1366596302159201,0.0046505750453968,Common
cg00169897,Breast_Cancer_Breast,chr16,89098782.0,89098783.0,,,,1.911568000413577e-07,0.087206505720285,0.0007857257269767,0.0002840337151223,0.0672756299879424,0.0398989327581583,Common
cg16485800,Breast_Cancer_Breast,chr5,93076260.0,93076261.0,FAM172A;FAM172A;POU5F2;POU5F2;FAM172A;FAM172A,Body;Body;1stExon;3'UTR;Body;Body,,2.0507868030489362e-07,0.1477693863017917,0.00083028905575,3.3877180904693414e-05,0.1294051118500204,0.0329706338027472,Common
cg09856611,Breast_Cancer_Breast,chr3,73403300.0,73403301.0,,,,2.0691732430388457e-07,-0.1782759941065989,0.00083028905575,0.0312401381021412,-0.0806460954582453,0.5582050039798816,Beta-only
cg04707074,Breast_Cancer_Breast,chr2,43454972.0,43454973.0,ZFP36L2;LOC100129726,TSS1500;Body,S_Shore,2.071340299567659e-07,0.1694716867668323,0.00083028905575,0.0001982254705407,0.1281036886403097,0.0326819221321398,Common
cg02155048,Breast_Cancer_Breast,chr16,10721597.0,10721598.0,TEKT5,Body,Island,2.2095867261625346e-07,-0.0959215281852724,0.0008713029205449,1.877235078628824e-06,0.1047947684075861,0.0017240063023023,Common
cg22995449,Breast_Cancer_Breast,chr14,75988765.0,75988766.0,BATF,TSS200,,2.3868232010411063e-07,0.0969151750800795,0.0009238497370647,0.0817020354734957,0.0833305292088308,0.5054644349711431,Beta-only
cg14678430,Breast_Cancer_Breast,chr7,128494150.0,128494151.0,FLNC;FLNC,Body;Body,Island,2.3999857093701445e-07,-0.1066192473965688,0.0009238497370647,7.120166950940569e-06,0.0951756517810331,0.0041473680731799,Common
cg03632782,Breast_Cancer_Breast,chr16,82781365.0,82781366.0,CDH13,Body,,2.4499820374990816e-07,0.1330423013231526,0.0009339596575299,4.809264940382174e-07,-0.1654790632877837,0.0006820149464747,Common
cg07563611,Breast_Cancer_Breast,chr16,70794856.0,70794857.0,VAC14,Body,N_Shore,2.464761252305671e-07,-0.1159021526586432,0.0009339596575299,0.0023459276290857,-0.0880139570810155,0.2511737684345305,Beta-only
cg16345114,Breast_Cancer_Breast,chr5,172306112.0,172306113.0,ERGIC1,Body,,2.5156630274353426e-07,-0.091568759227281,0.0009458580962936,0.0240913898975109,0.0479011298241467,0.3280169516130921,Beta-only
cg14175304,Breast_Cancer_Breast,chr17,78237397.0,78237398.0,RNF213;RNF213,5'UTR;5'UTR,S_Shelf,2.56017672175344e-07,0.1470211309933834,0.0009465737227661,4.200671318441891e-05,0.1320223486515718,0.0127377683073412,Common
cg10959999,Breast_Cancer_Breast,chr3,133647103.0,133647104.0,C3orf36;C3orf36,3'UTR;1stExon,S_Shore,2.562024479467234e-07,-0.1278137638265286,0.0009465737227661,6.743073075728835e-05,0.1040276120383648,0.0170738013721277,Common
cg21204530,Breast_Cancer_Breast,chr5,172306136.0,172306137.0,ERGIC1,Body,,2.577951961752432e-07,-0.0861675289943398,0.0009465737227661,0.0163247855507274,-0.0420552051564339,0.468398415430386,Beta-only
cg13894444,Breast_Cancer_Breast,chr3,189821064.0,189821065.0,LEPREL1;LEPREL1,5'UTR;Body,,2.595630425048893e-07,0.1155101134448974,0.0009465737227661,0.0021613954580472,0.0919171250452191,0.2443013885658841,Beta-only
cg08165960,Breast_Cancer_Breast,chr15,101777800.0,101777801.0,CHSY1,Body,,2.707975980838252e-07,-0.1586946619838523,0.000973515957569,0.0037885416473518,0.0896389955942823,0.1529658357960814,Beta-only
