CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_haEWAS,Effect_haEWAS,FDR_haEWAS,P_Beta,Effect_Beta,FDR_Beta,Group
cg03821689,Adolescent_Victimization_GSE154566,11,117748187.0,117748188.0,FXYD6;FXYD6;FXYD6;FXYD6;FXYD6,TSS1500;TSS1500;TSS1500;TSS1500;TSS200,S_Shore,1.60721420287845e-05,0.132229121152591,0.0835750034896624,4.6234998125038e-06,0.110743618710943,0.0345934233175674,Beta-only
cg03916490,Adolescent_Victimization_GSE154566,7,1080558.0,1080559.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,N_Shore,1.43194259190601e-10,-0.690760567075564,8.86084643928849e-05,1.42319927306632e-08,-0.568107606535538,0.0028066499016775,Common
cg03986562,Adolescent_Victimization_GSE154566,16,7703893.0,7703894.0,A2BP1;A2BP1;A2BP1;A2BP1;A2BP1;A2BP1,Body;Body;Body;Body;Body;Body,Island,4.84565821195051e-06,-0.306003241114528,0.0997679748011398,1.92581795417327e-06,0.300847427654558,0.0257701848139269,Beta-only
cg03991534,Adolescent_Victimization_GSE154566,2,218182275.0,218182276.0,DIRC3,Body,,4.35131679153884e-07,-0.0942151628158728,0.0443408491439924,2.35682233528058e-06,0.095602483824306,0.0268499546274579,Common
cg04036182,Adolescent_Victimization_GSE154566,15,45458818.0,45458819.0,,,Island,6.88324239175247e-07,-0.124231429252875,0.0155949296263787,7.98181894936644e-07,-0.145531235301209,0.017356315646292,Common
cg04044120,Adolescent_Victimization_GSE154566,11,73668757.0,73668758.0,DNAJB13,Body,,7.39670230992071e-06,-0.134198040641422,0.113895472975585,1.87430977801485e-06,0.226414941225397,0.0255727150995134,Beta-only
cg04248312,Adolescent_Victimization_GSE154566,19,17393744.0,17393745.0,ANKLE1,Body,Island,1.69778084734677e-05,-0.092954664891788,0.164457161912738,5.83754811924951e-07,-0.208948403409413,0.0145070159214638,Beta-only
cg04383715,Adolescent_Victimization_GSE154566,16,34209247.0,34209248.0,,,Island,1.0,0.0,1.0,4.58311623377051e-06,-0.131514381543486,0.0345934233175674,Beta-only
cg04811114,Adolescent_Victimization_GSE154566,1,202172778.0,202172779.0,LGR6;LGR6,TSS200;Body,,1.27684196586319e-07,-0.234231134957999,0.0065842377636181,1.93255216728809e-07,-0.271052622071318,0.0096052536055195,Common
cg04870483,Adolescent_Victimization_GSE154566,16,86553722.0,86553723.0,,,S_Shelf,0.0349538463159729,-0.0324879307442437,0.67114191442117,1.26905511152253e-06,-0.16228994404363,0.0200693566925265,Beta-only
cg05275595,Adolescent_Victimization_GSE154566,19,43857874.0,43857875.0,CD177,1stExon,,4.12840541050578e-07,0.222429991233155,0.0129547151002042,2.6637767939216e-06,0.197544459293879,0.0285862445593814,Common
cg05288655,Adolescent_Victimization_GSE154566,12,113520694.0,113520695.0,DTX1,Body,,5.7159878837291e-05,0.263462544951149,0.145007463864067,9.68008185340182e-07,0.340468365261638,0.0179484504351217,Beta-only
cg05385306,Adolescent_Victimization_GSE154566,4,156787741.0,156787742.0,ACCN5,TSS1500,,1.0,0.0,1.0,3.96343868588742e-07,0.131764864437979,0.0116723617105614,Beta-only
cg05430257,Adolescent_Victimization_GSE154566,12,12218620.0,12218621.0,,,,1.0,0.0,1.0,8.7311037015238e-09,0.122993630386568,0.0028066499016775,Beta-only
cg05679504,Adolescent_Victimization_GSE154566,7,37350464.0,37350465.0,ELMO1;ELMO1;ELMO1,Body;Body;Body,,1.39677443618775e-07,-0.202178019332845,0.0066486355718349,6.69653364607087e-08,-0.220090702564652,0.0038830631609,Common
cg06112163,Adolescent_Victimization_GSE154566,6,11415116.0,11415117.0,,,,3.10166919755973e-08,0.119847462863881,0.0036350941517632,1.04266663787276e-05,0.0976533771678358,0.0570082523124972,haEWAS-only
cg06366587,Adolescent_Victimization_GSE154566,13,31675882.0,31675883.0,,,,4.40479086463241e-06,0.123375475957482,0.0439625835845753,2.48264054212736e-08,0.1515869307605,0.0028066499016775,Common
cg06815077,Adolescent_Victimization_GSE154566,1,238632927.0,238632928.0,,,,2.50586735378178e-06,-0.168042313211409,0.0337093089707132,3.63713568240988e-06,-0.189903545012045,0.0312449712399258,Common
cg06822689,Adolescent_Victimization_GSE154566,3,141516291.0,141516292.0,GRK7,Body,Island,3.13662386738654e-06,-0.102131561878055,0.0367692647237217,5.75685864177356e-05,-0.10812734468987,0.132642979342379,haEWAS-only
cg06898225,Adolescent_Victimization_GSE154566,2,102234069.0,102234070.0,,,,0.140187731622291,0.0148215610438682,0.813185565818837,3.74142201736147e-08,0.272816354941623,0.0028066499016775,Beta-only
cg07007382,Adolescent_Victimization_GSE154566,6,32578070.0,32578071.0,,,,2.61264060132299e-05,-0.188151650433576,0.101679207009941,3.18887503156095e-06,-0.239440453132885,0.0301440895754942,Beta-only
cg07038243,Adolescent_Victimization_GSE154566,5,149868855.0,149868856.0,,,S_Shelf,4.82386756155372e-07,-0.184995325633302,0.0129547151002042,9.02641269469143e-07,-0.186175377376621,0.0179484504351217,Common
cg07421595,Adolescent_Victimization_GSE154566,9,34663026.0,34663027.0,CCL27,TSS1500,N_Shore,2.26955880516256e-07,-0.0505209571205481,0.0443408491439924,1.45351696116189e-05,0.128393923496872,0.0665309077366482,haEWAS-only
cg07461715,Adolescent_Victimization_GSE154566,19,57989332.0,57989333.0,ZNF772;ZNF772,TSS1500;TSS1500,,1.10395367053882e-06,-0.195036478968335,0.0627629546543324,7.96428953037182e-07,0.320430460270064,0.017356315646292,Common
cg07718431,Adolescent_Victimization_GSE154566,3,187754372.0,187754373.0,,,,3.76185129918028e-07,-0.295171051961024,0.0129323879004525,2.51657420574092e-07,-0.299402449569573,0.0109444868492345,Common
cg08209240,Adolescent_Victimization_GSE154566,22,37006352.0,37006353.0,CACNG2,Body,,7.30855995509015e-07,0.211054412048794,0.0155949296263787,1.05687053928267e-05,0.195896717197229,0.0570082523124972,haEWAS-only
cg08223357,Adolescent_Victimization_GSE154566,17,77302162.0,77302163.0,HRNBP3,5'UTR,,3.41849222980373e-06,-0.208718023389315,0.0372448834889419,1.66283178766419e-06,-0.192866011875594,0.0239536286601864,Common
cg08227081,Adolescent_Victimization_GSE154566,3,122643357.0,122643358.0,SEMA5B;SEMA5B;SEMA5B;SEMA5B;SEMA5B,Body;Body;Body;Body;Body,S_Shelf,5.80728809109269e-07,-0.152199083506523,0.0138213233210772,3.15684210072906e-07,-0.188954365654894,0.0110141945206378,Common
cg08270630,Adolescent_Victimization_GSE154566,22,50330655.0,50330656.0,,,S_Shore,7.68471279844624e-07,0.0900986114024119,0.0158509753165525,5.41106703601548e-07,0.0788951233109589,0.0139452015553289,Common
cg08272803,Adolescent_Victimization_GSE154566,3,53282097.0,53282098.0,TKT;TKT;TKT;TKT,Body;Body;Body;Body,,3.01355123810116e-05,-0.0532263081221322,0.196745105969304,6.61739822803134e-06,0.113540239709887,0.0461207402175969,Beta-only
cg09091185,Adolescent_Victimization_GSE154566,16,936993.0,936994.0,LMF1,Body,,2.85046885977868e-06,0.0613691976976274,0.0818273587286901,9.61242666222605e-07,-0.0895046894323008,0.0179484504351217,Beta-only
cg09526129,Adolescent_Victimization_GSE154566,7,1103262.0,1103263.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,N_Shore,5.31148044641264e-06,0.234424107543991,0.0483343939523485,0.000487872892654,0.153683543452773,0.272018066015256,haEWAS-only
cg10016788,Adolescent_Victimization_GSE154566,19,55599029.0,55599030.0,EPS8L1;EPS8L1,3'UTR;3'UTR,S_Shore,3.73338172463986e-06,-0.255467490935791,0.0391561504716173,2.92248958237326e-06,-0.279037344366253,0.0299054061185458,Common
cg10121457,Adolescent_Victimization_GSE154566,10,127587253.0,127587254.0,FANK1,Body,S_Shore,1.27216492672445e-05,0.0232310935457971,0.141441077584122,3.73811245692126e-06,-0.0807011399272378,0.0313386234138476,Beta-only
cg10403091,Adolescent_Victimization_GSE154566,2,3671929.0,3671930.0,COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,4.75321590593226e-07,-0.236152540357957,0.0129547151002042,1.21732661100043e-06,-0.266493649903706,0.0200693566925265,Common
cg10805896,Adolescent_Victimization_GSE154566,7,132351049.0,132351050.0,FLJ40288,Body,,0.0115029546755504,-0.0723960882726236,0.556355858236352,2.9747000160997e-06,-0.132377757629932,0.0299985132029379,Beta-only
cg11100481,Adolescent_Victimization_GSE154566,5,149867577.0,149867578.0,,,S_Shore,6.24667089512543e-06,-0.104035933761847,0.0529511466196263,2.30958010155612e-06,-0.108030135485375,0.0267847393397701,Beta-only
cg11404906,Adolescent_Victimization_GSE154566,6,32551749.0,32551750.0,HLA-DRB1,Body,N_Shore,1.0,0.0,1.0,7.41357075567012e-07,0.488335335360369,0.0171953819773365,Beta-only
cg12084908,Adolescent_Victimization_GSE154566,10,61437386.0,61437387.0,SLC16A9,Body,,7.04667119713445e-06,0.298570397163423,0.0568184414694942,3.46566446313278e-06,0.30829266005808,0.0301440895754942,Beta-only
cg12442899,Adolescent_Victimization_GSE154566,6,31698007.0,31698008.0,DDAH2;DDAH2,1stExon;5'UTR,Island,1.0,0.0,1.0,4.40256929738674e-07,0.0764036019013017,0.0117825284787608,Beta-only
cg12456777,Adolescent_Victimization_GSE154566,17,27047031.0,27047032.0,SNORD42B;RPL23A,TSS1500;1stExon,Island,1.0,0.0,1.0,1.82909642629512e-06,-0.094551447965478,0.0254549496538927,Beta-only
cg12569911,Adolescent_Victimization_GSE154566,20,54580657.0,54580658.0,CBLN4,TSS200,Island,3.72554092670594e-06,0.0830962837622461,0.0391561504716173,2.81563651248519e-05,0.120634167637267,0.0958575895669406,haEWAS-only
cg12690224,Adolescent_Victimization_GSE154566,19,54197626.0,54197627.0,MIR519B;MIR526B,TSS1500;TSS200,,0.0005988186107856,0.104199385188282,0.299502917174807,2.27884990021752e-06,0.181228779637895,0.0267847393397701,Beta-only
cg12812803,Adolescent_Victimization_GSE154566,5,5132504.0,5132505.0,CTD-2297D10.2,Body,,1.0,0.0,1.0,3.4840728147207502e-09,-0.0888737201879013,0.0024243363229584,Beta-only
cg12912139,Adolescent_Victimization_GSE154566,11,111300077.0,111300078.0,,,,4.82656851772625e-07,-0.367250332821951,0.0129547151002042,1.25600769380507e-06,-0.379161777784683,0.0200693566925265,Common
cg13264672,Adolescent_Victimization_GSE154566,7,39993440.0,39993441.0,CDK13;CDK13,Body;Body,S_Shore,2.85915741586029e-06,-0.249332137970185,0.0367692647237217,8.70902913915806e-06,-0.238827294894879,0.0531671290574757,haEWAS-only
cg13353717,Adolescent_Victimization_GSE154566,6,32634276.0,32634277.0,HLA-DQB1,1stExon,S_Shore,7.34017095422777e-07,0.213863460417249,0.0582921773521699,4.13348924593788e-06,0.357727562697724,0.0334444459995109,Beta-only
cg13381243,Adolescent_Victimization_GSE154566,7,1103063.0,1103064.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,N_Shelf,1.79171744007226e-06,0.267513736152456,0.0291441445813126,0.0001081473936049,0.200031091006488,0.162472390669017,haEWAS-only
cg13423887,Adolescent_Victimization_GSE154566,6,32632694.0,32632695.0,HLA-DQB1,Body,Island,0.0041298318089664,0.135978723657901,0.462268588055085,4.19757880801195e-08,0.479143248196892,0.0028066499016775,Beta-only
cg13691257,Adolescent_Victimization_GSE154566,1,58263321.0,58263322.0,DAB1;MIR548D2,5'UTR;Body,,7.53020956822731e-06,-0.164225762285188,0.0578724702831777,3.82211407268874e-06,-0.168574253050301,0.0316613919482773,Beta-only
cg13876921,Adolescent_Victimization_GSE154566,16,33483299.0,33483300.0,,,Island,0.0007149651067015,0.115352348432049,0.310664531447315,6.08599818945191e-06,0.197718884798629,0.0432126986138682,Beta-only
cg13957186,Adolescent_Victimization_GSE154566,17,74484623.0,74484624.0,RHBDF2;RHBDF2,TSS1500;5'UTR,,0.378692085954145,0.0195230657543424,0.912392488271742,4.54828744705041e-06,-0.340726570263409,0.0345934233175674,Beta-only
cg13984289,Adolescent_Victimization_GSE154566,17,10220829.0,10220830.0,MYH13,Body,,3.66633821928483e-07,-0.224613255892362,0.0129323879004525,4.02591251725947e-07,-0.282769530180951,0.0116723617105614,Common
cg14085527,Adolescent_Victimization_GSE154566,7,1068230.0,1068231.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,Island,0.0001690197461891,0.0881394380761502,0.21214857996374,2.36191379636885e-07,0.268706979616584,0.0109444868492345,Beta-only
cg14232218,Adolescent_Victimization_GSE154566,9,93922330.0,93922331.0,,,Island,9.02532518227611e-06,-0.111176826402252,0.121293237849206,7.41992130110338e-06,0.158318286155585,0.0491717477964949,Beta-only
cg14356225,Adolescent_Victimization_GSE154566,8,2383594.0,2383595.0,,,,3.3696904196809e-07,0.244149710728412,0.0129323879004525,3.32404114966203e-07,0.251092169619877,0.0110141945206378,Common
cg14645244,Adolescent_Victimization_GSE154566,6,32552205.0,32552206.0,HLA-DRB1,Body,Island,1.0,0.0,1.0,9.96111798443081e-07,0.479367707677423,0.0179484504351217,Beta-only
cg14783259,Adolescent_Victimization_GSE154566,15,20737822.0,20737823.0,GOLGA6L6,3'UTR,,0.0059490310329285,-0.0433203125621405,0.606363768687612,7.10582663998525e-07,0.286542439595078,0.0170499164627845,Beta-only
cg15086474,Adolescent_Victimization_GSE154566,7,1102428.0,1102429.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,N_Shelf,3.52466065888589e-08,0.140964888126031,0.0036350941517632,1.432356263567e-06,0.111755270374651,0.0221484930733973,Common
cg15563467,Adolescent_Victimization_GSE154566,X,12628484.0,12628485.0,FRMPD4,Body,,5.19950391800169e-07,-0.396081401542943,0.0129547151002042,1.70975036543393e-05,-0.331912665532044,0.0738945612286556,haEWAS-only
cg15602423,Adolescent_Victimization_GSE154566,6,32552095.0,32552096.0,HLA-DRB1,Body,Island,9.54601809469237e-08,0.548183677089051,0.0065634071677528,1.98416969754942e-08,0.641094067632528,0.0028066499016775,Common
cg15736220,Adolescent_Victimization_GSE154566,7,183875.0,183876.0,,,N_Shelf,1.0,0.0,1.0,3.94627478673456e-06,0.150773430246662,0.0323053196465018,Beta-only
cg15783039,Adolescent_Victimization_GSE154566,7,151396116.0,151396117.0,PRKAG2;PRKAG2;PRKAG2,Body;Body;Body,,0.829317555706856,-0.0050357507094943,0.985052583179478,1.0902925916307e-06,-0.351863633658268,0.018503967200116,Beta-only
cg15855237,Adolescent_Victimization_GSE154566,5,1177432.0,1177433.0,,,,2.44199881256682e-07,0.105412281947045,0.0443408491439924,0.0001189747051052,-0.0809696826408046,0.16623824287585,haEWAS-only
cg15864733,Adolescent_Victimization_GSE154566,12,58922785.0,58922786.0,,,,3.87979112270232e-05,-0.090619517322254,0.122293947377343,5.1385475038331e-06,-0.100888584008732,0.0375831345179228,Beta-only
cg16268380,Adolescent_Victimization_GSE154566,15,81294324.0,81294325.0,MESDC1;MESDC1,1stExon;5'UTR,Island,0.064226424577004,0.0074106345839353,0.73294492758718,2.03771820055841e-08,0.270581449242706,0.0028066499016775,Beta-only
cg16426670,Adolescent_Victimization_GSE154566,20,2675996.0,2675997.0,EBF4,Body,S_Shore,3.14910404544012e-06,-0.0722107757443753,0.0367692647237217,1.23943308243492e-05,-0.0840306200668711,0.0616028342487873,haEWAS-only
cg16535402,Adolescent_Victimization_GSE154566,5,5361432.0,5361433.0,,,,1.19742368913717e-07,0.246059692399029,0.0065842377636181,1.96392062142528e-06,0.277972335684806,0.0257842026733743,Common
cg16785938,Adolescent_Victimization_GSE154566,4,10022984.0,10022985.0,SLC2A9;SLC2A9,1stExon;Body,S_Shore,1.11169879616393e-05,0.132979341219464,0.0716581357674423,7.37249170018977e-06,0.139962236242578,0.0491717477964949,Beta-only
cg16935914,Adolescent_Victimization_GSE154566,16,30885964.0,30885965.0,MIR762HG;MIR762HG;MIR762HG;BCL7C,TSS1500;TSS1500;TSS1500;Body,N_Shore,0.0036094803078648,0.0071366247794319,0.566337953571606,7.27035701287194e-06,0.093571853700637,0.0491161320552887,Beta-only
cg17104512,Adolescent_Victimization_GSE154566,7,158709965.0,158709966.0,WDR60,Body,N_Shelf,4.05286629386789e-05,-0.0471940375992133,0.200344518773844,2.22311855594085e-06,0.0676910154139955,0.0267847393397701,Beta-only
cg17142477,Adolescent_Victimization_GSE154566,2,60610357.0,60610358.0,,,,6.26021938714168e-06,-0.081046873305132,0.112261283188638,3.10854030928353e-06,0.0952060971112996,0.0301440895754942,Beta-only
cg17150749,Adolescent_Victimization_GSE154566,22,23478657.0,23478658.0,RSPH14,Body,,0.128518343658229,0.0505710654183077,0.803303497398169,4.43685547392813e-08,0.396362406606301,0.0028066499016775,Beta-only
cg17480980,Adolescent_Victimization_GSE154566,5,140220032.0,140220033.0,PCDHA8;PCDHA8;PCDHA1;PCDHA1;PCDHA2;PCDHA3;PCDHA4;PCDHA5;PCDHA6;PCDHA6;PCDHA7,TSS1500;TSS1500;Body;Body;Body;Body;Body;Body;Body;Body;Body,N_Shore,0.0001033912903142,-0.0668940921389136,0.187375577833448,3.08948793485308e-06,-0.118622803970431,0.0301440895754942,Beta-only
cg17643757,Adolescent_Victimization_GSE154566,12,6993812.0,6993813.0,,,,1.35482275965582e-06,0.047753594139205,0.0627629546543324,3.85889247513108e-05,-0.0424185008847924,0.109152381566681,haEWAS-only
cg18230796,Adolescent_Victimization_GSE154566,4,3294592.0,3294593.0,,,Island,1.0,0.0,1.0,7.63777614791968e-06,-0.118557043409038,0.0496693862440331,Beta-only
cg18674871,Adolescent_Victimization_GSE154566,20,441051.0,441052.0,TBC1D20,Body,N_Shore,5.23433741558876e-06,-0.101936764139444,0.0483343939523485,2.55275029045195e-05,-0.0999206053028257,0.093427255087203,haEWAS-only
cg19354615,Adolescent_Victimization_GSE154566,16,32610854.0,32610855.0,,,,1.28851614061092e-06,-0.155279221307025,0.0234509558615852,9.92718077673848e-06,-0.140494779587891,0.056535062687194,haEWAS-only
cg19366770,Adolescent_Victimization_GSE154566,19,35713391.0,35713392.0,,,N_Shelf,1.88391672134652e-06,0.160418878350818,0.0291441445813126,4.36762225952907e-07,0.186401414185428,0.0117825284787608,Common
cg19490307,Adolescent_Victimization_GSE154566,11,69863374.0,69863375.0,,,,1.2584826409041e-06,-0.0645413054985336,0.0627629546543324,2.63443477107507e-06,-0.216816856282665,0.0285862445593814,Common
cg19560945,Adolescent_Victimization_GSE154566,12,126467559.0,126467560.0,LINC00939,Body,,9.61330828930218e-07,0.147189172913483,0.0185897048628497,3.03522135693348e-07,0.189409290139841,0.0110141945206378,Common
cg19621538,Adolescent_Victimization_GSE154566,1,172942446.0,172942447.0,,,,5.16702383687453e-06,0.261161022456684,0.0483343939523485,2.26441134434086e-06,0.271070306359615,0.0267847393397701,Common
cg19829353,Adolescent_Victimization_GSE154566,6,139496770.0,139496771.0,HECA,Body,,4.85522494984118e-05,0.123785285548429,0.136652194881864,5.18511730343816e-06,0.171902873658291,0.0375831345179228,Beta-only
cg19976037,Adolescent_Victimization_GSE154566,17,80096661.0,80096662.0,CCDC57,Body,,7.17783299568363e-07,-0.0573765130052554,0.0155949296263787,0.129289588115757,-0.109537304429798,0.817971460972304,haEWAS-only
cg20289415,Adolescent_Victimization_GSE154566,21,37928370.0,37928371.0,CLDN14,5'UTR,,1.76837015433526e-06,0.123051767355858,0.0291441445813126,2.78809707186796e-06,0.115187135381812,0.0292966091842367,Common
cg20409590,Adolescent_Victimization_GSE154566,14,70655382.0,70655383.0,SLC8A3;SLC8A3;SLC8A3;SLC8A3;SLC8A3;SLC8A3;SLC8A3;SLC8A3,5'UTR;1stExon;1stExon;5'UTR;5'UTR;5'UTR;1stExon;1stExon,Island,3.14927954046023e-06,0.0290882945618731,0.0367692647237217,0.889769906267025,-0.0027598263239966,0.991786139160314,haEWAS-only
cg20877756,Adolescent_Victimization_GSE154566,12,126466243.0,126466244.0,LINC00939,Body,,4.27697846610079e-08,-0.102059120486256,0.0037808428540638,3.11273894266788e-07,-0.0965312695927758,0.0110141945206378,Common
cg21081700,Adolescent_Victimization_GSE154566,1,55162758.0,55162759.0,MROH7;MROH7;MROH7;MROH7;MROH7-TTC4;MROH7-TTC4;MROH7-TTC4,Body;Body;Body;Body;Body;Body;Body,,0.704528073855186,-0.0056808232920638,0.970843408341802,2.12680045040034e-06,-0.155114552184132,0.0267847393397701,Beta-only
cg22231101,Adolescent_Victimization_GSE154566,4,6052554.0,6052555.0,JAKMIP1,Body,,2.45969150228204e-06,0.31349436696126,0.0337093089707132,2.67032926870459e-06,0.158980095396229,0.0285862445593814,Common
cg22233843,Adolescent_Victimization_GSE154566,6,32632565.0,32632566.0,HLA-DQB1,Body,Island,4.64906764228537e-06,0.169629598230325,0.0456641017139451,1.05181212823994e-06,0.352793246292106,0.0182971660110428,Common
cg22785556,Adolescent_Victimization_GSE154566,7,1081061.0,1081062.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,Island,3.25471670441133e-07,-0.486018071475211,0.0129323879004525,1.74684205528176e-07,-0.324672983171532,0.0093500930361148,Common
cg22888160,Adolescent_Victimization_GSE154566,1,152177273.0,152177274.0,,,,0.175761529132564,-0.0215593178113461,0.886333390279922,4.43342807681615e-06,0.397974643198995,0.0345934233175674,Beta-only
cg23097534,Adolescent_Victimization_GSE154566,5,37836748.0,37836749.0,GDNF;GDNF,5'UTR;TSS1500,Island,0.0003987449261156,-0.0187463422635383,0.371921301413072,6.86171054097425e-06,-0.104464578277807,0.0472733811145374,Beta-only
cg23319218,Adolescent_Victimization_GSE154566,7,223639.0,223640.0,FAM20C,Body,Island,4.88805780243295e-06,0.10442054019467,0.0465579741264429,3.24894997090869e-05,0.0727211353654219,0.101022504567179,haEWAS-only
cg24352561,Adolescent_Victimization_GSE154566,7,1081068.0,1081069.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,Island,0.0015590593625446,-0.13075295790751,0.380269757384015,3.43241060062325e-06,-0.203227294277486,0.0301440895754942,Beta-only
cg24495488,Adolescent_Victimization_GSE154566,6,151308884.0,151308885.0,MTHFD1L;MTHFD1L;MTHFD1L,Body;Body;Body,,4.89055140395958e-06,-0.14443826480821,0.0465579741264429,1.26137334840373e-05,-0.136250613276365,0.0621880148035822,haEWAS-only
cg24903850,Adolescent_Victimization_GSE154566,4,37244839.0,37244840.0,,,N_Shore,3.33099569125933e-06,0.0956339315368922,0.0372448834889419,7.50193441076831e-06,0.10598590112573,0.0492462361205901,Common
cg25270774,Adolescent_Victimization_GSE154566,1,202172895.0,202172896.0,LGR6;LGR6,TSS200;Body,,8.90973122302099e-06,-0.211902192394622,0.0620062414600637,4.50952373806651e-06,-0.211313079809782,0.0345934233175674,Beta-only
cg25368100,Adolescent_Victimization_GSE154566,11,73668348.0,73668349.0,DNAJB13,Body,,8.03721991263038e-07,0.144645026459956,0.0160433020797283,1.65610736783861e-06,0.131719352556226,0.0239536286601864,Common
