CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_haEWAS,Effect_haEWAS,FDR_haEWAS,P_Beta,Effect_Beta,FDR_Beta,Group
cg01496381,War_Trauma_Blood,chr3,30519105,30519106,,,,4.368612514031159e-08,-0.2147192181507331,0.0018700836085146,3.0219503078955864e-08,-0.2164429878505849,0.0013829339715646,Common
cg25299482,War_Trauma_Blood,chr19,45457833,45457834,CLPTM1;CLPTM1;CLPTM1,TSS1500;TSS1500;TSS200,N_Shore,2.852307652400569e-07,0.1912233627315337,0.0055748985864666,3.049869345505949e-08,0.1982261250461141,0.0013829339715646,Common
cg08284919,War_Trauma_Blood,chr2,234962234,234962235,SPP2,Body,,0.34446029616701,-0.036484801072616,0.9170296130312416,3.140624734346759e-08,-0.2186416817752948,0.0013829339715646,Beta-only
cg06330158,War_Trauma_Blood,chr14,66974054,66974055,GPHN;GPHN,TSS200;TSS200,N_Shore,1.0154513320874853e-06,0.2172006466762282,0.0117858234119934,3.3644025949043333e-08,0.2350705530741553,0.0014034994987049,Common
cg25115154,War_Trauma_Blood,chr12,71533408,71533409,TSPAN8,Body,,0.0002846659009189,0.1515338798276899,0.1882950424562609,4.435799226583924e-08,-0.2326698085281047,0.0017579227587925,Beta-only
cg13802527,War_Trauma_Blood,chr9,115481039,115481040,C9orf80,TSS1500,S_Shore,2.0993223839707737e-08,0.172293787327631,0.0011233281638742,4.996690794626873e-08,0.1681036970858212,0.0017889989197402,Common
cg09424348,War_Trauma_Blood,chr6,30881549,30881550,VARS2;VARS2;VARS2;GTF2H4,TSS1500;TSS1500;TSS1500;Body,Island,1.0,0.0,1.0,5.191346424397785e-08,0.1990297094680503,0.0017889989197402,Beta-only
cg06606773,War_Trauma_Blood,chr7,63387053,63387054,,,S_Shore,1.0,0.0,1.0,6.634686412285644e-08,0.228223811757488,0.0021038532292469,Beta-only
cg20752312,War_Trauma_Blood,chr19,6372363,6372364,ALKBH7,TSS200,N_Shore,4.3324725759856185e-08,-0.2478476270272241,0.0025124734936276,7.150351634199746e-08,0.2433252459506829,0.00217977644528,Common
cg16729513,War_Trauma_Blood,chr4,15978150,15978151,PROM1;PROM1;PROM1;PROM1;PROM1;PROM1;PROM1,Body;Body;Body;Body;Body;Body;Body,,0.0019143974779326,-0.1361093856267587,0.3194432483918425,8.128081073748486e-08,-0.2429305413288069,0.0023157033019975,Beta-only
cg08082893,War_Trauma_Blood,chr17,1197592,1197593,TUSC5,Body,,1.0383893587741453e-07,0.2207389971168029,0.0040284604653646,8.297460595244909e-08,0.2244652443114702,0.0023157033019975,Common
cg00649377,War_Trauma_Blood,chr6,30881728,30881729,VARS2;VARS2;VARS2;GTF2H4,TSS1500;TSS1500;TSS1500;Body,Island,1.0,0.0,1.0,8.483176352043319e-08,0.2299789859730953,0.0023157033019975,Beta-only
cg01191262,War_Trauma_Blood,chr12,79696256,79696257,SYT1;SYT1;SYT1;SYT1,Body;Body;Body;Body,,1.1671309841610261e-07,0.2316947396705761,0.0034563819718885,8.984395514211012e-08,0.2352843220957266,0.0023157033019975,Common
cg27134139,War_Trauma_Blood,chr10,26681347,26681348,,,S_Shore,1.647934966627184e-07,0.1988455285230633,0.0057134680791772,9.05704874697352e-08,0.2106928817180934,0.0023157033019975,Common
cg16555181,War_Trauma_Blood,chr6,30881643,30881644,VARS2;VARS2;VARS2;GTF2H4,TSS1500;TSS1500;TSS1500;Body,Island,1.0,0.0,1.0,1.085664871156901e-07,0.2023114288036026,0.0026890799266658,Beta-only
cg24769774,War_Trauma_Blood,chr8,107410684,107410685,OXR1;OXR1,Body;Body,,4.887659322485179e-06,0.1489656307453991,0.0262969490254984,1.2061080794755777e-07,0.165692217380537,0.002896877898633,Common
cg05100540,War_Trauma_Blood,chr6,133135557,133135558,RPS12;SNORD101,TSS200;TSS1500,Island,0.0001801910114541,0.1711056286095904,0.1647644400819115,1.309438256456029e-07,0.1825101654438829,0.002957140483618,Beta-only
cg26198488,War_Trauma_Blood,chr16,88121225,88121226,,,,1.0935796769896445e-07,-0.2188766551658433,0.0040284604653646,1.3431253749998336e-07,0.21540151706116,0.002957140483618,Common
cg04345246,War_Trauma_Blood,chr5,102055092,102055093,,,,0.0768906166227545,-0.1779546750626578,0.7442728961712718,1.855663744196008e-07,-0.2117221747971383,0.0039751677656647,Beta-only
cg26104981,War_Trauma_Blood,chr16,16247320,16247321,ABCC6,Body,,1.0,0.0,1.0,2.1613346246066774e-07,-0.2218947108783143,0.0045081288231726,Beta-only
cg23332900,War_Trauma_Blood,chr2,27165540,27165541,DPYSL5,Body,,0.0441834740144925,0.0853898722621415,0.6745849035386972,2.2722521028458138e-07,0.2249605892694651,0.0045160756141737,Beta-only
cg11438323,War_Trauma_Blood,chr18,45821540,45821541,,,,4.303551841395062e-07,-0.223635165483508,0.0069490400901829,2.279099535670871e-07,-0.2325276760852113,0.0045160756141737,Common
cg00014377,War_Trauma_Blood,chr7,101364176,101364177,,,,0.8982084280339128,0.0109886365117839,0.9922831558366916,2.570835250867593e-07,-0.2238210988543247,0.0048132613355896,Beta-only
cg13787167,War_Trauma_Blood,chr1,149170064,149170065,,,,0.0132357473999842,-0.2623389630167538,0.5349780181077864,2.647645414292754e-07,-0.2123492054786058,0.0048132613355896,Beta-only
cg04529713,War_Trauma_Blood,chr20,61897955,61897956,,,Island,2.1989313919501724e-05,-0.1857522025701024,0.0577450442529685,2.710952880234039e-07,-0.2255412458095732,0.0048132613355896,Beta-only
cg16416759,War_Trauma_Blood,chr12,95186935,95186936,,,,2.1283157992942465e-07,-0.1553133080506485,0.0046099123515883,2.76755489876167e-07,-0.1567324036019261,0.0048132613355896,Common
cg21435101,War_Trauma_Blood,chr12,133021135,133021136,,,N_Shore,4.2001530121267814e-07,0.1701706335172778,0.0069490400901829,2.79344014671991e-07,0.1702612379537067,0.0048132613355896,Common
cg04983327,War_Trauma_Blood,chr17,25289961,25289962,,,Island,0.0073489467838741,0.2473642855280101,0.456294147985201,2.875031735605413e-07,0.2198212226477001,0.0048484474018361,Beta-only
cg24119722,War_Trauma_Blood,chr22,42347272,42347273,LOC339674,TSS1500,S_Shelf,5.381336249630701e-09,-0.2269080075459394,0.0007929372057149,2.9550476264726746e-07,0.2009289322715201,0.0048630746302432,Common
cg15073666,War_Trauma_Blood,chr7,56551007,56551008,,,N_Shore,8.790727281278542e-07,0.2080060641546447,0.0108550098151047,3.022009910236201e-07,0.2181568125578389,0.0048630746302432,Common
cg17330443,War_Trauma_Blood,chr2,237218314,237218315,,,,0.0043509077300805,-0.1257289659199673,0.4004038222881989,3.0677716890232413e-07,-0.2258830554461241,0.0048630746302432,Beta-only
cg14943796,War_Trauma_Blood,chr17,79377272,79377273,BAHCC1,Body,N_Shore,3.620704230359966e-07,0.1950583926894142,0.0064580188129227,3.607524139718805e-07,0.1961941878716595,0.0053398678727387,Common
cg14249564,War_Trauma_Blood,chr11,12340382,12340383,MICALCL,Body,,5.940396244120874e-07,-0.2087002971073497,0.0084337493773993,3.609417572556857e-07,-0.2145944509498556,0.0053398678727387,Common
cg25401612,War_Trauma_Blood,chr12,20009446,20009447,,,,1.1383360305987276e-07,-0.1740913767507765,0.0034563819718885,3.638030765914162e-07,-0.1705000159400191,0.0053398678727387,Common
cg27505260,War_Trauma_Blood,chr21,45564049,45564050,C21orf33;C21orf33,Body;Body,S_Shelf,8.370621406122386e-08,0.1963085714848004,0.0037950980888659,3.9184088512648825e-07,0.1826770995500674,0.0056468332443172,Common
cg18688522,War_Trauma_Blood,chr17,2498022,2498023,PAFAH1B1,5'UTR,Island,0.0890172935881625,-0.0768688708896794,0.7727839014218612,4.436488322586924e-07,0.2205030611017012,0.0060681571581737,Beta-only
cg08387647,War_Trauma_Blood,chr5,167673957,167673958,ODZ2,Body,,1.0,0.0,1.0,4.480115899394342e-07,-0.1960740365651728,0.0060681571581737,Beta-only
cg04450332,War_Trauma_Blood,chr5,110408780,110408781,TSLP;TSLP,Body;TSS1500,Island,0.0418555529743163,0.2007192489423622,0.6678931087242409,4.514693616742817e-07,0.1790095865615058,0.0060681571581737,Beta-only
cg02081841,War_Trauma_Blood,chr10,80590072,80590073,,,,0.2881618601794585,0.1363962649660972,0.9028474393537784,4.522368643207168e-07,-0.1745889660814615,0.0060681571581737,Beta-only
cg25261157,War_Trauma_Blood,chr14,83930597,83930598,,,,2.486315252585735e-07,-0.220766064247374,0.0051499529049115,4.622686658335752e-07,-0.216436535280823,0.0060681571581737,Common
cg11853970,War_Trauma_Blood,chr1,986037,986038,AGRN,Body,S_Shore,6.5001237025515925e-06,0.2056218723007226,0.0399079157295469,4.716571953118266e-07,-0.2303146036155449,0.0060681571581737,Common
cg04570715,War_Trauma_Blood,chr1,4221331,4221332,,,N_Shore,0.0802522958979009,-0.0711488213152828,0.7500641234637873,4.771174322959043e-07,-0.2248449659093269,0.0060681571581737,Beta-only
cg15415259,War_Trauma_Blood,chr6,134158982,134158983,MGC34034;MGC34034,Body;Body,N_Shore,4.812689166506669e-07,0.2114196509986007,0.0071976838705726,4.823246589608038e-07,0.2065051355604962,0.0060681571581737,Common
cg26910870,War_Trauma_Blood,chr1,2046928,2046929,PRKCZ;PRKCZ;PRKCZ,5'UTR;Body;5'UTR,S_Shore,2.9247197583183237e-08,-0.1910236397659789,0.0013414206280671,4.90066163653079e-07,-0.1719928924620327,0.0060692167464777,Common
cg06086922,War_Trauma_Blood,chr1,5907118,5907119,,,,2.7876576743544227e-06,0.180930338247741,0.0207269177502023,5.8378801627761e-07,0.1863701568956564,0.006967529606452,Common
cg05305620,War_Trauma_Blood,chr1,22859334,22859335,,,,2.254368183681723e-06,-0.1675963642383273,0.0254525290127609,5.889734554858677e-07,0.174047510646348,0.006967529606452,Common
cg24517380,War_Trauma_Blood,chr6,30881740,30881741,VARS2;VARS2;VARS2;GTF2H4,TSS1500;TSS1500;TSS1500;Body,Island,1.0,0.0,1.0,6.197984706042128e-07,0.2147586924114622,0.0072157795880609,Beta-only
cg08985979,War_Trauma_Blood,chr4,183062576,183062577,MGC45800,Body,N_Shore,3.6109769572563088e-06,0.186358580105682,0.0299589865096792,6.281660287837515e-07,0.1879277677309246,0.0072157795880609,Common
cg15236907,War_Trauma_Blood,chr6,5214971,5214972,LOC100129461;LYRM4;LYRM4;LYRM4;LYRM4;LYRM4,Body;Body;Body;Body;Body;Body,,2.074162205307298e-07,0.154575482400499,0.0046099123515883,6.676056210553187e-07,0.1492976036158698,0.0075592698355399,Common
cg12919388,War_Trauma_Blood,chr15,25438443,25438444,SNORD115-13,TSS200,,1.0,0.0,1.0,7.125505501447704e-07,-0.2239399862771938,0.0079464084398082,Beta-only
cg25463214,War_Trauma_Blood,chr21,46998586,46998587,,,,1.2878403338556236e-06,0.1624608728697775,0.0133541136033148,7.218475330979859e-07,0.1800651988047657,0.0079464084398082,Common
cg19722082,War_Trauma_Blood,chr5,83681563,83681564,EDIL3,TSS1500,S_Shore,1.017356957720683e-06,-0.1769233495777725,0.0117858234119934,7.338902097057628e-07,-0.1812460299865501,0.0079683084581404,Common
cg09272510,War_Trauma_Blood,chr12,116946437,116946438,,,Island,1.2307331262834628e-06,0.2060135270445535,0.01576938354707,7.74599612474306e-07,0.208337672789463,0.0082248712681555,Common
cg01766850,War_Trauma_Blood,chr6,170580966,170580967,,,Island,6.938756080575929e-07,0.1985202443975778,0.0094796547407287,7.782739051152289e-07,0.1979707181113281,0.0082248712681555,Common
cg17566325,War_Trauma_Blood,chr12,133022423,133022424,,,N_Shore,1.1677164969083922e-06,0.20709899084666,0.0130458172006035,8.030997999123197e-07,0.208672345120335,0.0083755595145934,Common
cg15825968,War_Trauma_Blood,chr12,131919527,131919528,,,S_Shore,1.0875500186205623e-06,0.2129862806926881,0.0151110404405947,8.263339088888945e-07,-0.2162251595942321,0.0085059485782168,Common
cg06418475,War_Trauma_Blood,chr19,17008851,17008852,CPAMD8,Body,Island,4.820060245762352e-07,0.214226422835254,0.0071976838705726,8.445052991170836e-07,0.213398723891465,0.0085815488668883,Common
cg25835351,War_Trauma_Blood,chr10,13388524,13388525,SEPHS1,5'UTR,,1.2773957693372242e-06,0.207088843498568,0.0133541136033148,8.804634681158847e-07,0.2085563927467698,0.008763777535251,Common
cg04977041,War_Trauma_Blood,chr17,17747358,17747359,TOM1L2;TOM1L2;TOM1L2;TOM1L2;TOM1L2;TOM1L2,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,S_Shelf,4.198445734774341e-06,0.1873314565174473,0.0240310417034575,8.936615035215454e-07,0.1919774222444912,0.008763777535251,Common
cg21029035,War_Trauma_Blood,chr8,120868751,120868752,DSCC1,TSS1500,S_Shore,1.8483213357876927e-06,0.1861225979649485,0.0167418671146146,8.956090223216961e-07,0.1940722517475763,0.008763777535251,Common
cg06744386,War_Trauma_Blood,chr19,19496692,19496693,GATAD2A;GATAD2A,1stExon;5'UTR,Island,0.1680542720624096,0.1491746876079871,0.8467628622664579,9.332471140970484e-07,0.1189672498759669,0.0090207096995502,Beta-only
cg22695986,War_Trauma_Blood,chr7,63386815,63386816,,,Island,4.411893140706692e-07,0.2207572479206741,0.0069490400901829,9.9353165502539e-07,0.2155896729764299,0.0094877125842736,Common
cg22153823,War_Trauma_Blood,chr11,69868190,69868191,,,,0.018941305673567,0.239253766658071,0.5686331926038489,1.1200942100101829e-06,0.2012510182068795,0.0104700962339014,Beta-only
cg21815999,War_Trauma_Blood,chr22,50540737,50540738,MOV10L1;MOV10L1;MOV10L1,Body;Body;Body,,5.301351115924807e-07,-0.1581127643491562,0.0077364665083985,1.1245283845038766e-06,-0.1547083242928142,0.0104700962339014,Common
cg14659814,War_Trauma_Blood,chr1,3209910,3209911,PRDM16;PRDM16,Body;Body,,5.921883299950625e-07,-0.2007264256918635,0.0114289593761503,1.1360337167291314e-06,0.1897422878631432,0.0104700962339014,Common
cg17883223,War_Trauma_Blood,chr7,56854974,56854975,,,N_Shore,1.0,0.0,1.0,1.205650436600864e-06,0.2108346328993856,0.0109839882253207,Beta-only
cg03094559,War_Trauma_Blood,chr15,25138862,25138863,SNRPN;SNRPN;SNRPN;SNRPN,5'UTR;5'UTR;5'UTR;5'UTR,,3.9544509785618166e-07,-0.1765625618408037,0.0068626717929549,1.272600919408067e-06,-0.1633836586810418,0.0114621863287417,Common
cg05159292,War_Trauma_Blood,chr10,89870787,89870788,,,,2.636313278566181e-06,-0.1591172149995477,0.0258972962293391,1.3582280383824627e-06,0.1814875305386102,0.0120670541171838,Common
cg06782004,War_Trauma_Blood,chr10,126826410,126826411,CTBP2;CTBP2;CTBP2;CTBP2,5'UTR;5'UTR;5'UTR;5'UTR,,9.25810660273538e-06,0.137307686688808,0.0470405992710261,1.3702060044215471e-06,0.1415536192142485,0.0120670541171838,Common
cg15148984,War_Trauma_Blood,chr20,5752346,5752347,C20orf196;C20orf196;C20orf196;C20orf196,5'UTR;5'UTR;5'UTR;5'UTR,,0.0004651485188526,0.1535392368139824,0.2074699468942229,1.4239692471004185e-06,0.2153236523019824,0.0124027251982035,Beta-only
cg22460601,War_Trauma_Blood,chr8,7189563,7189564,USP17L1;FAM66B,TSS1500;Body,,1.0,0.0,1.0,1.460028195363608e-06,0.2167724254884756,0.012578571389593,Beta-only
cg15251311,War_Trauma_Blood,chr6,33665413,33665414,C6orf125,3'UTR,,4.427803511426979e-06,-0.1585803576944437,0.02429592718391,1.5131958012627755e-06,-0.1689727152627567,0.0128964471446396,Common
cg06073459,War_Trauma_Blood,chr7,792335,792336,HEATR2,Body,N_Shore,0.4665617209898408,0.0251121113053908,0.9448537706669252,1.5533131685676145e-06,-0.2068577896558776,0.0130975201127539,Beta-only
cg12277119,War_Trauma_Blood,chr10,134310730,134310731,,,,9.8545106887529e-06,-0.1803476346320853,0.0371516599677413,1.5729026478044884e-06,-0.1968690525088129,0.0131230910417723,Common
cg05585149,War_Trauma_Blood,chr10,695844,695845,DIP2C;C10orf108;C10orf108,Body;TSS200;TSS200,,6.041847589122282e-07,0.1993739006760962,0.0084337493773993,1.7480124583150782e-06,0.1898974169066168,0.0144321553182056,Common
cg01034251,War_Trauma_Blood,chr16,88748522,88748523,MGC23284;SNAI3,Body;Body,S_Shore,2.937478087890498e-07,0.2154605538432824,0.0086567185502324,1.8215404686060429e-06,0.1930973409794707,0.0146120152095813,Common
cg18106898,War_Trauma_Blood,chr15,74229671,74229672,LOXL1,Body,,0.1711492734398375,0.1833537900438278,0.8432060720702534,1.8271267796500765e-06,0.2000738187636306,0.0146120152095813,Beta-only
cg10785505,War_Trauma_Blood,chr6,167070428,167070429,RPS6KA2,Body,,0.0178213924660546,-0.1685997143825847,0.5618309298803903,1.8599599191565723e-06,-0.1633135177842345,0.0146120152095813,Beta-only
cg10129063,War_Trauma_Blood,chr4,81111385,81111386,PRDM8,5'UTR,S_Shore,3.2929896020176427e-06,0.2044190109098529,0.0220256068787702,1.8618168009050764e-06,0.2108916222293675,0.0146120152095813,Common
cg20609368,War_Trauma_Blood,chr11,5257253,5257254,HBD,TSS1500,,0.2136404882286459,0.1078361854849587,0.8735190004160287,1.861973886387216e-06,-0.2028400101857664,0.0146120152095813,Beta-only
cg15735438,War_Trauma_Blood,chr13,113349625,113349626,ATP11A;ATP11A,Body;Body,N_Shore,2.8088202505974133e-06,-0.2021884133783996,0.0207269177502023,2.0982363720106623e-06,-0.2059063043198895,0.0161329792190832,Common
cg13672020,War_Trauma_Blood,chr13,30681927,30681928,LINC00365,Body,,0.137685840878319,0.0467144022121611,0.8170982726928072,2.156607727160054e-06,-0.1231436948062286,0.0161329792190832,Beta-only
cg15080939,War_Trauma_Blood,chr6,30881560,30881561,VARS2;VARS2;VARS2;GTF2H4,TSS1500;TSS1500;TSS1500;Body,Island,1.0,0.0,1.0,2.158251956043077e-06,0.2071362989694834,0.0161329792190832,Beta-only
cg01327313,War_Trauma_Blood,chr15,71627379,71627380,THSD4,Body,,1.0,0.0,1.0,2.170990754145484e-06,-0.1841087846643841,0.0161329792190832,Beta-only
cg05637384,War_Trauma_Blood,chr7,63386671,63386672,,,Island,2.772357727796324e-06,0.2036774735240651,0.0207269177502023,2.1779126054171983e-06,0.2070618708225383,0.0161329792190832,Common
cg14548259,War_Trauma_Blood,chr12,116946214,116946215,,,Island,1.3205470841230995e-06,0.2087161278250049,0.0165601661763401,2.204168982160812e-06,0.2056522911740763,0.0161762941152179,Common
cg01721300,War_Trauma_Blood,chr6,148459307,148459308,,,,2.2502135008770043e-06,0.2076652825420681,0.0254525290127609,2.276814584052445e-06,-0.210183027822442,0.0165561392387344,Common
cg07455933,War_Trauma_Blood,chr5,760474,760475,,,,1.5297448590510417e-05,-0.1807359214936157,0.0615393302952524,2.41523537950443e-06,0.1844922711596952,0.0174030224403897,Beta-only
cg06800398,War_Trauma_Blood,chr16,81889027,81889028,PLCG2,Body,,2.0794770273169875e-05,-0.1291402072365858,0.0696386136901464,2.5070261879891927e-06,0.1492256057346094,0.0177083189287908,Beta-only
cg12113758,War_Trauma_Blood,chr2,64554809,64554810,,,,2.1427966049972897e-07,0.2180716899643378,0.0046099123515883,2.516111044109344e-06,0.2004873755516209,0.0177083189287908,Common
cg21399057,War_Trauma_Blood,chr17,46631910,46631911,HOXB3,5'UTR,Island,2.490933535494606e-06,-0.1870839660643595,0.0256045503301567,2.53554607902342e-06,0.1885330782507764,0.0177083189287908,Common
cg26433059,War_Trauma_Blood,chr7,114655817,114655818,MDFIC;MDFIC,Body;Body,,0.1014129250199125,0.1789568583498776,0.7900312566474786,2.5584735219248305e-06,-0.1936613285419102,0.0177083189287908,Beta-only
cg21160551,War_Trauma_Blood,chr8,123964080,123964081,ZHX2,Body,,0.4792430878284762,-0.026888175237698,0.9471970702959632,2.5895295828802022e-06,0.2092876556281258,0.0177083189287908,Beta-only
cg24971384,War_Trauma_Blood,chr10,118083918,118083919,C10orf96,TSS200,,0.3183479490548093,0.1083678892889119,0.9125528635064076,2.591656389282125e-06,-0.1796354826707157,0.0177083189287908,Beta-only
cg19691546,War_Trauma_Blood,chr11,46368295,46368296,DGKZ;DGKZ;DGKZ;DGKZ;DGKZ;DGKZ,TSS1500;TSS1500;TSS1500;TSS1500;Body;Body,N_Shore,2.7204885060909426e-06,-0.1485621394950622,0.0262860735166063,2.622736829104988e-06,-0.1186119122521587,0.0177675176915078,Common
cg13857440,War_Trauma_Blood,chr1,28879216,28879217,TRNAU1AP;TRNAU1AP,TSS1500;TSS1500,N_Shore,1.0,0.0,1.0,2.8854845019002268e-06,0.1959996667023162,0.0191170414326286,Beta-only
cg16990771,War_Trauma_Blood,chr5,124338755,124338756,,,,3.3460340608169664e-06,0.1825017975156894,0.0221488914793755,2.930291862959026e-06,0.1841653085264191,0.0191170414326286,Common
cg04145126,War_Trauma_Blood,chr14,49660370,49660371,,,,1.3199475860533572e-06,0.1748208268789623,0.0134531781671926,2.9337667140578303e-06,0.1717159962273487,0.0191170414326286,Common
cg12145546,War_Trauma_Blood,chr19,52505855,52505856,ZNF615;ZNF615,Body;Body,,0.0030019295525583,-0.1110976761229554,0.360292707114703,2.936127902032214e-06,-0.1783518940785036,0.0191170414326286,Beta-only
cg12264949,War_Trauma_Blood,chr10,104001946,104001947,PITX3,TSS1500,S_Shore,0.049507536278689,0.190401834221216,0.6971436082661218,2.9425415808599856e-06,0.1626211758514898,0.0191170414326286,Beta-only
cg03515494,War_Trauma_Blood,chr12,8068627,8068628,,,,0.0008573083292484,-0.1440158415668677,0.2483492589465935,2.998573550642434e-06,-0.2056791967977503,0.019322686067106,Beta-only
cg25613335,War_Trauma_Blood,chr12,31373425,31373426,,,,1.0,0.0,1.0,3.1064979318731504e-06,0.1645707300233172,0.0197896098768258,Beta-only
cg07313589,War_Trauma_Blood,chr1,156736588,156736589,PRCC;PRCC,TSS1500;TSS1500,N_Shore,1.585948916901033e-06,0.2136704312726121,0.0153123097873258,3.1497127514727302e-06,0.1987509113462515,0.0197896098768258,Common
cg02078943,War_Trauma_Blood,chr7,155175194,155175195,,,Island,2.6729936963280144e-06,-0.2087359659258399,0.0207269177502023,3.16929140210932e-06,-0.2051178322652155,0.0197896098768258,Common
cg06758847,War_Trauma_Blood,chr8,18712428,18712429,PSD3,Body,,1.2894306782890769e-06,0.2096641735060653,0.0133541136033148,3.194001523506125e-06,0.2018028363804875,0.0197896098768258,Common
cg14218747,War_Trauma_Blood,chr15,69883108,69883109,,,,0.0004222918299655,-0.1610548355723465,0.2020546830457223,3.1958714271179967e-06,-0.2117394961388056,0.0197896098768258,Beta-only
cg15038286,War_Trauma_Blood,chr3,128200723,128200724,GATA2;GATA2;GATA2,Body;Body;Body,,1.434432530916994e-05,-0.1817024509773581,0.0591602708793751,3.345301097977013e-06,0.1937842919544714,0.0203472173615622,Beta-only
cg11027330,War_Trauma_Blood,chr16,764794,764795,METRN,TSS1500,Island,0.0108068328953768,0.2167834809143596,0.5008208218064086,3.362934561976687e-06,0.1947000034900659,0.0203472173615622,Beta-only
cg20610581,War_Trauma_Blood,chr11,287171,287172,,,N_Shore,3.698002027079247e-05,0.1679855698368871,0.0781092231449285,3.4815134718456988e-06,0.1867429439492738,0.0207659255676731,Beta-only
cg09899636,War_Trauma_Blood,chr12,8599671,8599672,,,,8.018163946956824e-06,-0.1962580320654478,0.0327932180497866,3.513293232167133e-06,-0.2015556041169124,0.0207659255676731,Common
cg12497866,War_Trauma_Blood,chr22,45501556,45501557,,,,9.718761586495629e-06,0.1654995083826523,0.0371458588306138,3.5494369261799024e-06,0.172747949377806,0.0207659255676731,Common
cg23182633,War_Trauma_Blood,chr17,77030224,77030225,C1QTNF1;C1QTNF1;C1QTNF1;C1QTNF1;C1QTNF1,TSS200;5'UTR;5'UTR;5'UTR;Body,,3.285461186970938e-06,-0.2048174904418051,0.0220256068787702,3.586741625241012e-06,-0.2051308914577773,0.0207659255676731,Common
cg12737358,War_Trauma_Blood,chr8,34529184,34529185,,,,1.430852934548752e-05,-0.1722911368772258,0.0591602708793751,3.618645998524192e-06,0.1744990739444585,0.0207659255676731,Beta-only
cg14285533,War_Trauma_Blood,chr7,63386328,63386329,,,N_Shore,0.0007334525457975,0.1509398772839416,0.2391033776835496,3.6516924096195928e-06,0.2020265372497972,0.0207659255676731,Beta-only
cg11679871,War_Trauma_Blood,chr10,13388567,13388568,SEPHS1,5'UTR,,1.8352625299742134e-05,0.1661689051214124,0.0516859029762812,3.67359550644942e-06,0.1771284449389262,0.0207659255676731,Beta-only
