CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_haEWAS,Effect_haEWAS,FDR_haEWAS,P_Beta,Effect_Beta,FDR_Beta,Group
cg01240047,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr14,91224692,91224693,TTC7B,Body,N_Shore,1.0,0.0,1.0,2.01514539076627e-05,0.16552588894799,0.0415820535086896,Beta-only
cg01403532,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,2657766,2657767,LOC652276,Body,N_Shelf,0.0002047284048856,-0.0665950778177377,0.201013049743839,2.44454510554011e-05,0.119712528010505,0.0457683968703935,Beta-only
cg01418188,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr11,3145609,3145610,OSBPL5;OSBPL5;OSBPL5,Body;Body;Body,S_Shelf,6.86389910072369e-05,-0.114253580634673,0.122772164550992,1.31189055824573e-05,-0.14992586853936,0.0335134352519127,Beta-only
cg01436664,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr3,128997925,128997926,C3orf37;C3orf37;C3orf37,1stExon;5'UTR;5'UTR,N_Shore,1.0,0.0,1.0,2.15697571415652e-05,0.188395738117872,0.0435004692600029,Beta-only
cg01556246,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr8,8204802,8204803,PRAGMIN,Body,,0.0001043006360276,0.0394782879221689,0.147598295330554,2.77854854929926e-05,0.173724045869264,0.0479489475758203,Beta-only
cg01579884,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr7,37004390,37004391,ELMO1;ELMO1;ELMO1,5'UTR;Body;5'UTR,,6.33528667154294e-08,-0.200369786983535,0.0028499384111358,6.50717124680774e-07,-0.173679087834865,0.0083037841039165,Common
cg01704198,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr3,33757893,33757894,CLASP2,Body,N_Shore,1.04836246332584e-07,-0.230412043386146,0.0028499384111358,5.56739428710194e-08,-0.224936764813404,0.0021895701733597,Common
cg01741041,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr7,5567862,5567863,ACTB,Body,N_Shore,9.98142481400316e-06,0.171679362421448,0.0487890018970787,3.35101405994874e-06,0.157012759886925,0.0178440637741818,Common
cg01799015,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr19,707791,707792,PALM;PALM,TSS1500;TSS1500,N_Shore,1.27841585070442e-05,-0.166070038811506,0.0521299631441741,4.14162316214291e-06,-0.213636016988201,0.0196623981137895,Beta-only
cg01817069,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chrX,129086975,129086976,,,Island,0.0526439507157151,-0.153341625575045,0.81142429555857,1.33993978447665e-05,-0.257352230473634,0.0335134352519127,Beta-only
cg01899937,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr4,185723505,185723506,ACSL1,Body,N_Shore,1.08854896114651e-05,0.108834889678053,0.0516773677279082,1.46499991352414e-06,-0.237621703211335,0.0127867543506112,Beta-only
cg02050917,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr1,2173571,2173572,SKI,Body,,4.61436775847984e-07,-0.14593827843707,0.0128265910180161,5.5658910279871e-07,0.19683321034734,0.0074972088322733,Common
cg02086174,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr14,90358168,90358169,C14orf143,Body,Island,1.0,0.0,1.0,8.39132415984401e-07,0.156338086186797,0.0095179411232264,Beta-only
cg02210115,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr13,49990767,49990768,CAB39L,5'UTR,,4.15781982314056e-05,0.0955329292694297,0.099099728566385,1.77656441603146e-05,-0.183114671474846,0.0389812799515262,Beta-only
cg02243276,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr8,103872978,103872979,AZIN1;AZIN1,5'UTR;5'UTR,N_Shelf,1.33625297657309e-06,0.201213416126293,0.0200005720042387,8.8966904338283e-05,-0.331606560893581,0.0835331372948584,haEWAS-only
cg02329670,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr17,6921400,6921401,MIR497;MIR195,TSS200;TSS1500,N_Shelf,1.19999083630637e-05,0.0534688999613139,0.0562635221525482,2.63129153247935e-06,-0.150481910469371,0.0172426756223688,Beta-only
cg02360300,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,577976,577977,SOLH;SOLH;C16orf10,1stExon;5'UTR;TSS1500,S_Shore,1.0,0.0,1.0,1.9223948478444e-05,0.165636477858869,0.0403550624429509,Beta-only
cg02448796,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr1,6101339,6101340,KCNAB2;KCNAB2,Body;Body,,1.00229402461398e-06,0.414323758063554,0.0145966226577443,6.76942799415322e-07,0.295026647062344,0.008416950550361,Common
cg02481950,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,21665002,21665003,METTL9;IGSF6;METTL9,Body;TSS1500;Body,,2.39453519005702e-06,0.164925155071316,0.0251497895410307,1.95212158550223e-08,0.200231493836436,0.0012071262473865,Common
cg02510736,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr10,81205445,81205446,ZCCHC24,TSS200,Island,1.0,0.0,1.0,3.21063554490343e-06,0.24939216281248,0.0178440637741818,Beta-only
cg02567769,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr5,179588673,179588674,RASGEF1C,5'UTR,Island,0.0695071260294355,0.236678021501372,0.836338419900219,2.27850521910801e-05,0.813079594969291,0.0440131727759044,Beta-only
cg02619834,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr10,111782464,111782465,ADD3;ADD3;ADD3,5'UTR;5'UTR;5'UTR,,2.4019411932892e-06,-0.183886740422633,0.0251497895410307,2.55892652122889e-06,-0.190417237612284,0.0172426756223688,Common
cg02642117,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,21033836,21033837,CDKAL1,Body,,2.72932020917484e-05,0.0642448992674442,0.0786770017246128,3.66597239094322e-06,-0.138923474717276,0.0184640781918591,Beta-only
cg02728002,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr3,37285071,37285072,GOLGA4,1stExon,Island,1.0,0.0,1.0,3.32318506750818e-06,-0.159610598082986,0.0178440637741818,Beta-only
cg02767093,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr13,99130655,99130656,STK24;STK24,Body;Body,S_Shelf,9.19515328640199e-06,-0.119309155974079,0.0487890018970787,1.77432844411623e-05,-0.107725293004155,0.0389812799515262,Common
cg02938045,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,48222834,48222835,ABCC11;ABCC11;ABCC11,Body;Body;Body,,1.0726297219312e-05,-0.16112907607226,0.0496296659278303,1.71619284840906e-05,-0.150170906359651,0.0383682318826853,Common
cg03318904,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr22,39801522,39801523,MAP3K7IP1;MAP3K7IP1,Body;Body,,5.86639708858689e-07,0.566195367277994,0.01002211852363,4.80730937926647e-06,0.228902883593373,0.020812468511629,Common
cg03349397,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,6588693,6588694,LY86;LOC285780,TSS1500;Body,,5.86120229747983e-07,-0.157188266767203,0.0136748132082467,3.18683337011606e-07,0.205417039100348,0.0049849989591502,Common
cg03392571,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr21,46367939,46367940,C21orf70,Body,N_Shore,2.84173700619833e-06,-0.190447712191736,0.0282628072931096,1.04730208258087e-05,-0.12719718754442,0.0302641684447356,Common
cg03527802,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,29819931,29819932,MAZ;MAZ,Body;Body,S_Shore,7.62679168915726e-05,0.15702671273904,0.126701342106726,1.85642406006536e-06,0.165498569405516,0.0140019804487737,Beta-only
cg03546163,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,35654363,35654364,FKBP5;FKBP5;FKBP5;FKBP5,5'UTR;5'UTR;5'UTR;5'UTR,N_Shore,9.02041620722743e-08,-0.493289054251277,0.0028499384111358,1.4539554422779e-08,-0.496499818263944,0.0012071262473865,Common
cg03714676,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr8,48174649,48174650,KIAA0146,Body,S_Shore,7.71192052525434e-05,-0.169356933456646,0.127072221386806,1.04763859853346e-05,-0.213425607047961,0.0302641684447356,Beta-only
cg03732020,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr11,47282968,47282969,NR1H3;NR1H3;NR1H3,Body;Body;Body,,3.85124366515564e-05,-0.100498545510722,0.0954615371648602,2.55217147688811e-05,0.152161069259666,0.0463306802823772,Beta-only
cg03819286,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,4673974,4673975,MGRN1;MGRN1;MGRN1;MGRN1,TSS1500;TSS1500;TSS1500;TSS1500,N_Shore,1.37742002978813e-05,0.194712886784881,0.0545311228686124,8.57476597382971e-06,0.181259811943269,0.0283861261857154,Beta-only
cg03821418,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr12,124859683,124859684,NCOR2;NCOR2,Body;Body,S_Shelf,6.5916826608095e-08,-0.162412425503792,0.0028499384111358,2.79910442572745e-08,-0.189056658104953,0.0013573333208104,Common
cg03857453,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr5,142729913,142729914,NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1,Body;Body;Body;Body;Body;Body;Body,,1.1419594789942e-05,-0.14374382761128,0.0496646513688119,4.47212742802748e-05,-0.136666027621845,0.0605757155311956,haEWAS-only
cg03891318,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr3,139372675,139372676,NMNAT3,5'UTR,,1.0436870702229e-05,0.391267182573715,0.0496145982038052,1.32849794373819e-05,0.134261686185658,0.0335134352519127,Common
cg03963853,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,4732369,4732370,MGRN1;MGRN1;MGRN1;MGRN1,Body;Body;Body;Body,Island,9.34344179835031e-05,-0.222719531458382,0.140389361652672,1.71697554809229e-05,0.282358120262279,0.0383682318826853,Beta-only
cg03978514,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr2,241494647,241494648,ANKMY1;ANKMY1,5'UTR;Body,N_Shore,8.29620417850208e-07,-0.229232114184361,0.0127307122187902,2.99160789211371e-06,-0.173879376917785,0.0177415523238492,Common
cg04086394,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr1,193082764,193082765,,,,1.49102187634507e-06,-0.165972369642668,0.0207230207991632,1.33660245117094e-05,0.267155926852911,0.0335134352519127,Common
cg04137490,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr8,25176732,25176733,DOCK5,Body,,9.47722356084966e-06,-0.39035555267583,0.0516773677279082,4.62674397015157e-06,0.52291945198183,0.0205833651905871,Beta-only
cg04191142,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,30712865,30712866,IER3,TSS1500,S_Shore,1.0,0.0,1.0,2.83595316618467e-05,0.1480957947907,0.0481316076596187,Beta-only
cg04306926,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr20,30126382,30126383,HM13;HM13;HM13;HM13,3'UTR;Body;Body;Body,,1.05180833683488e-05,0.184010347461159,0.0496145982038052,8.73848365187287e-06,0.227786053547998,0.0284391897786258,Common
cg04652282,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr8,68944366,68944367,PREX2;PREX2,Body;Body,,7.40432527964556e-06,0.0973159575872912,0.0490645073929778,7.0727169098683e-06,-0.167476067851714,0.0272196878236715,Common
cg04958236,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,74276973,74276974,,,,9.28935383443206e-09,-0.207384048223564,0.0009469799532665,1.16843852428258e-09,-0.214667421497299,0.0001416489259698,Common
cg05001044,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr1,567312,567313,MIR1977,TSS1500,,1.0,0.0,1.0,5.86995552923005e-08,0.544309012797324,0.0021895701733597,Beta-only
cg05006432,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr4,159977735,159977736,,,,2.32824338918083e-05,-0.126824280603453,0.066862484867118,2.51402395247923e-06,-0.134322813109658,0.0172426756223688,Beta-only
cg05071334,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr8,86195487,86195488,CA13,3'UTR,,0.0003232082800465,-0.0769113983472861,0.231684686155222,2.25540451330278e-05,-0.128317264068115,0.0440131727759044,Beta-only
cg05140293,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr2,219619504,219619505,TTLL4,3'UTR,,1.66869594865738e-06,-0.235615616831202,0.0212638795932506,3.38543269719298e-06,-0.221838735291477,0.0178440637741818,Common
cg05201185,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,30459139,30459140,HLA-E,Body,S_Shore,1.0,0.0,1.0,2.36113605107394e-05,0.172523199787978,0.0449001964893576,Beta-only
cg05420134,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,146863680,146863681,RAB32,TSS1500,N_Shore,1.9593224481736e-05,-0.235543574241524,0.0626951990431487,1.91167683686623e-05,-0.225276210428703,0.0403045476827244,Beta-only
cg05521150,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr4,11550611,11550612,,,,2.3173527823379e-05,-0.175192958661201,0.066862484867118,1.0509338015129e-06,-0.198298041857282,0.0109550455116299,Beta-only
cg05565510,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr17,21831282,21831283,,,,2.27948393292935e-06,-0.489754343822558,0.0251497895410307,9.73536478822341e-06,-0.345949225203402,0.0293565419336078,Common
cg05680237,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,27103185,27103186,,,N_Shelf,0.0004489196277274,-0.189580351190699,0.260413550343492,1.45461659170885e-05,-0.277362554476987,0.0348174771025887,Beta-only
cg05740575,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr8,104387844,104387845,CTHRC1,Body,S_Shelf,0.0001084385702698,0.161504693846552,0.149306202793123,1.63504266188178e-05,-0.191843029255691,0.0372234733554801,Beta-only
cg05740793,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr11,10531091,10531092,,,,1.0,0.0,1.0,1.99147688761008e-08,0.49054575087202,0.0012071262473865,Beta-only
cg05782078,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr7,140179173,140179174,MKRN1;MKRN1;MKRN1;MKRN1,5'UTR;1stExon;1stExon;5'UTR,Island,1.0,0.0,1.0,2.28088746201719e-05,0.107073208147005,0.0440131727759044,Beta-only
cg05832051,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr19,54369469,54369470,MYADM,TSS200,Island,0.0004898222078636,0.0506855625712411,0.258290949308959,2.81341497377988e-05,0.166740908154554,0.0481316076596187,Beta-only
cg05944207,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr22,29711453,29711454,RASL10A;RASL10A;RASL10A;RASL10A,5'UTR;1stExon;5'UTR;1stExon,Island,0.0001660336129119,-0.139638452275194,0.176377609196087,8.91653718367979e-06,-0.251915854313056,0.0284686982659832,Beta-only
cg05948372,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr18,19283268,19283269,ABHD3,Body,N_Shore,1.05472115008679e-07,0.221343123177001,0.0058863703879878,4.67380970866713e-06,0.262609399155528,0.020603725295434,Common
cg05971148,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr7,5568411,5568412,ACTB,Body,N_Shore,1.8849479306529e-06,0.119452928622315,0.0244514817248318,1.33499168962657e-05,0.196966384792662,0.0335134352519127,Common
cg05988548,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr7,38695932,38695933,,,,9.48101881627171e-06,-0.12731439788926,0.0487890018970787,2.17286162621767e-05,-0.157249877013856,0.0435004692600029,Common
cg06012428,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,157477204,157477205,ARID1B;ARID1B;ARID1B,Body;Body;Body,,2.26932422469055e-05,-0.209274761099832,0.066862484867118,1.32485359749857e-05,-0.152491625163589,0.0335134352519127,Beta-only
cg06068369,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,105837504,105837505,PREP,Body,,0.0001473572996639,-0.11141860219886,0.167843257217793,4.84992058808843e-06,-0.133959582850553,0.020812468511629,Beta-only
cg06159296,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr11,92150122,92150123,FAT3,Body,,5.819824608912e-05,-0.124002041207522,0.114135315139498,2.28887238848868e-05,-0.130349992612269,0.0440131727759044,Beta-only
cg06338697,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr10,34587539,34587540,PARD3,Body,,1.41138696846721e-06,0.156597278520988,0.0203427385652493,1.23480107137944e-06,-0.214038722104103,0.011514923675579,Common
cg06492821,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,53537101,53537102,AKTIP;AKTIP;AKTIP;AKTIP,1stExon;5'UTR;1stExon;5'UTR,Island,1.0,0.0,1.0,4.61397337444559e-06,0.202343768094707,0.0205833651905871,Beta-only
cg06547285,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr12,47630263,47630264,FAM113B,3'UTR,S_Shore,4.32932438186235e-06,0.0897604035638381,0.0393930009618662,1.02498502857892e-05,-0.174401541051908,0.0302641684447356,Common
cg06671710,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr6,25878999,25879000,,,N_Shelf,1.0,0.0,1.0,8.0131997881858e-06,-0.276445088093206,0.027946579343468,Beta-only
cg06736148,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr15,52416833,52416834,GNB5;GNB5,Body;Body,,6.92387640042991e-05,-0.123478442960837,0.123290352829839,2.91065086790284e-05,-0.133727338486493,0.0486432309502202,Beta-only
cg06781948,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr3,72941472,72941473,GXYLT2,Body,,1.22742692408417e-05,-0.241132036116969,0.0516953377078547,1.85995019843588e-05,-0.217277981148644,0.0397007420834965,Beta-only
cg06857116,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr17,15885326,15885327,ZSWIM7;ZSWIM7,Body;Body,,1.51930785008811e-05,-0.119783372267179,0.0572202469063848,1.50303041135872e-06,-0.141168585814095,0.0127867543506112,Beta-only
cg06865309,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr5,161479730,161479731,,,,3.48927218672433e-05,0.0856848745967104,0.0911329983163392,1.28500666770348e-05,-0.186615914141103,0.0335134352519127,Beta-only
cg06987246,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr7,6659785,6659786,ZNF853,Body,N_Shelf,0.0005440485352063,0.111979993463479,0.281032765220208,2.72348420960361e-06,0.158629393370629,0.0173771551640573,Beta-only
cg07005654,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr4,108918439,108918440,HADH,Body,,2.97236673353535e-06,-0.187793794117104,0.0312627909636726,1.45296799185101e-05,-0.201815191604203,0.0348174771025887,Common
cg07012687,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr17,80195180,80195181,SLC16A3;SLC16A3;SLC16A3,Body;Body;Body,Island,1.0,0.0,1.0,7.29099063604035e-06,0.21438309657812,0.0276212914551311,Beta-only
cg07021906,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,87866833,87866834,SLC7A5,Body,,2.99900735542567e-07,-0.103153233681322,0.0090722188769319,1.44728507218974e-07,0.274670564158994,0.0033419673111953,Common
cg07034632,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr2,203239928,203239929,BMPR2,TSS1500,Island,0.227935037094978,-0.0054543995491765,0.89457291446308,3.03670286436541e-06,-0.163086754239439,0.0177415523238492,Beta-only
cg07081759,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr10,126330905,126330906,FAM53B,Body,,7.58562188838148e-06,0.35295720311905,0.0448288266293524,3.96894150898434e-06,0.186313972050743,0.0192545922585112,Common
cg07138686,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr14,96014482,96014483,,,,5.59149483001272e-05,0.318940083465038,0.112745105520877,3.85961557929267e-06,-0.18507262688412,0.0190978898761619,Beta-only
cg07248223,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr17,38717275,38717276,CCR7,Body,,8.98567158910572e-05,0.340268321292662,0.135206173575263,2.01002320390259e-06,0.297376316800014,0.0145476779398034,Beta-only
cg07248377,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,4732406,4732407,MGRN1;MGRN1;MGRN1;MGRN1,Body;Body;Body;Body,Island,2.07113726565735e-06,-0.20001997494362,0.0258261590157167,1.876875277976e-06,0.249172925479841,0.0140019804487737,Common
cg07379893,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr1,159902859,159902860,IGSF9;IGSF9,Body;Body,S_Shelf,3.8265831432891e-05,0.0751697933394203,0.0954582865037975,2.74632410404388e-05,-0.10616359302949,0.0478698055137086,Beta-only
cg07411111,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr20,62509309,62509310,TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2,Body;Body;Body;Body;Body;Body,Island,4.35271711912161e-06,-0.195851212382044,0.0393930009618662,3.03267176517316e-06,0.231938638242712,0.0177415523238492,Common
cg07454154,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr10,106176905,106176906,CCDC147,Body,,2.49017169594216e-05,-0.201313884788439,0.0686188909318941,1.64284748276897e-05,-0.215058912022183,0.0372263865795271,Beta-only
cg07504977,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr10,102131012,102131013,,,N_Shelf,4.37409223377765e-05,0.19237894207759,0.101342249441336,2.50969368800561e-05,0.216414906751813,0.0459962157960576,Beta-only
cg07521618,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr14,105857176,105857177,PACS2;PACS2,Body;Body,,4.47623713265431e-05,0.245887667636489,0.102543551437216,9.80736866978155e-06,0.142573091128469,0.0293565419336078,Beta-only
cg07576222,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr15,67357975,67357976,SMAD3,TSS1500,Island,1.0,0.0,1.0,1.0843962669039e-06,0.211210189770296,0.0109550455116299,Beta-only
cg07600998,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr1,147146108,147146109,,,S_Shelf,0.0001033860335809,-0.105461507780128,0.148038842242768,2.29633787066731e-05,-0.126554479160681,0.0440131727759044,Beta-only
cg07751669,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr9,114546247,114546248,C9orf84,TSS1500,,1.005046020883e-05,-0.180674057927509,0.0487890018970787,7.86411756600371e-06,-0.182773304390906,0.027946579343468,Common
cg07853489,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr3,183411982,183411983,,,N_Shelf,0.0001139835769741,-0.116670925704082,0.151984620973936,5.25307204371854e-06,-0.150532138153395,0.021370838852766,Beta-only
cg08008352,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr16,27322356,27322357,,,N_Shelf,8.6535864107222e-05,-0.103071177578471,0.132975514034325,3.04532140540887e-05,-0.148242165863017,0.0495663898169503,Beta-only
cg08064068,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr14,60671024,60671025,,,,2.5073484436943e-05,-0.208468910970623,0.0686188909318941,1.87644667318042e-06,-0.226412792045589,0.0140019804487737,Beta-only
cg08174890,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr4,9558077,9558078,MIR548I2,TSS200,,7.61040737837065e-06,0.133165506486165,0.0493609754159891,1.81840026925461e-05,-0.146573998306481,0.0396916726598382,Common
cg08362785,Sporadic_Creutzfeldt-Jakob_Disease_GSE156994,chr22,40814878,40814879,MKL1,Body,Island,0.0003783495531114,0.173009340361887,0.247375773638428,8.20596779167439e-06,0.140036191131887,0.027946579343468,Beta-only
