CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_haEWAS,Effect_haEWAS,FDR_haEWAS,P_Beta,Effect_Beta,FDR_Beta,Group
cg03519879,HCV_Status_Blood,chr14,74227499,74227500,C14orf43;C14orf43,5'UTR;TSS1500,S_Shore,9.556175299553009e-06,-0.0941553862721007,0.025694205501326,7.126925822701933e-06,-0.0957256559842999,0.0292688383300436,Common
cg26522244,HCV_Status_Blood,chr16,71323122,71323123,FTSJD1;FTSJD1;FTSJD1;FTSJD1,5'UTR;1stExon;1stExon;5'UTR,Island,1.0,0.0,1.0,7.164954303560261e-06,0.1496587346799255,0.0292688383300436,Beta-only
cg21531040,HCV_Status_Blood,chr14,106743603,106743604,,,Island,1.0,0.0,1.0,7.626098171669919e-06,-0.1605454660999444,0.0306390240724463,Beta-only
cg11946459,HCV_Status_Blood,chr6,29911558,29911559,HLA-A,Body,S_Shore,1.7001523820702227e-06,-0.1667584559399334,0.009958885456888,7.650380551749146e-06,-0.1560951782519606,0.0306390240724463,Common
cg26769927,HCV_Status_Blood,chr16,29674972,29674973,SPN;SPN,5'UTR;5'UTR,N_Shore,7.980334555088793e-06,0.157224339558886,0.0235835421931231,7.831188317046503e-06,0.1541567158959099,0.0310586449273155,Common
cg15501552,HCV_Status_Blood,chr19,47153327,47153328,DACT3,Body,S_Shore,6.225778412479907e-06,0.1675016003711051,0.0219594585063328,8.13845166148775e-06,0.166592924417559,0.0314272527209583,Common
cg17608381,HCV_Status_Blood,chr6,29911550,29911551,HLA-A,Body,S_Shore,3.218576740084844e-07,-0.1771184847376152,0.0034841435333473,8.236132929927974e-06,-0.1554792132564401,0.0314272527209583,Common
cg22724069,HCV_Status_Blood,chr2,97761843,97761844,FAHD2B,TSS1500,S_Shore,2.895101554409014e-07,0.173986692565447,0.0043306996980531,8.249017219188483e-06,-0.1504205807436501,0.0314272527209583,Common
cg20408505,HCV_Status_Blood,chr6,29911494,29911495,HLA-A,Body,S_Shore,2.0952758278351374e-06,-0.1405863198565082,0.0112673629385754,8.275049302776298e-06,-0.1319262052821131,0.0314272527209583,Common
cg03731458,HCV_Status_Blood,chr10,11246763,11246764,CUGBP2;CUGBP2;CUGBP2;CUGBP2,Body;Body;Body;Body,,3.58321886798484e-05,-0.141395532286308,0.0621882482130763,8.308796313007351e-06,0.1529239239965812,0.0314272527209583,Beta-only
cg23987137,HCV_Status_Blood,chr5,58653624,58653625,PDE4D;PDE4D;PDE4D,Body;Body;Body,,3.093004266823893e-05,0.0858526756267756,0.0465707268883115,8.635585128050217e-06,0.092127755743945,0.0322260280347908,Common
cg25843003,HCV_Status_Blood,chr6,31431312,31431313,HCP5,3'UTR,,1.0,0.0,1.0,8.677755407165231e-06,-0.1529037773676003,0.0322260280347908,Beta-only
cg07853246,HCV_Status_Blood,chr4,143768134,143768135,INPP4B;INPP4B,TSS1500;TSS1500,Island,0.0185063468654734,0.0840456370445116,0.464502254091398,8.772789363038145e-06,0.1538338308860951,0.0322854455387484,Beta-only
cg26700215,HCV_Status_Blood,chr8,67070006,67070007,TRIM55;TRIM55;TRIM55;TRIM55,Body;Body;Body;Body,,1.3286934878430988e-06,-0.1491466214323237,0.0084634176648932,9.02479561110063e-06,-0.1375506544366642,0.0329163304208447,Common
cg24174557,HCV_Status_Blood,chr17,57903544,57903545,TMEM49,Body,,2.8152267183531355e-06,-0.1517285646711013,0.01378318193982,9.114880815960272e-06,-0.1425941256680072,0.0329381287236956,Common
cg24486958,HCV_Status_Blood,chr1,212841257,212841258,,,,4.028141830733614e-06,0.1476836580668683,0.0173860961638406,9.237679231443906e-06,0.1419104916049176,0.0329381287236956,Common
cg14906905,HCV_Status_Blood,chr19,56135702,56135703,ZNF784,Body,N_Shore,1.0,0.0,1.0,9.272667816952264e-06,-0.1356171347675326,0.0329381287236956,Beta-only
cg05965902,HCV_Status_Blood,chr13,21635727,21635728,LATS2,TSS200,Island,1.0,0.0,1.0,9.742027307687034e-06,0.1568372815120768,0.0339386145104694,Beta-only
cg16736279,HCV_Status_Blood,chr7,3995563,3995564,SDK1,Body,,3.0599147937091745e-05,0.1005892735265749,0.0579048321621833,9.83389922524824e-06,-0.1075408179469745,0.0339386145104694,Beta-only
cg08197287,HCV_Status_Blood,chr4,87952173,87952174,AFF1;AFF1,Body;Body,,0.0001567266909813,-0.0974679474498888,0.1093890234939437,1.004592336074568e-05,0.114231405586941,0.0339386145104694,Beta-only
cg00712857,HCV_Status_Blood,chr11,63767561,63767562,MACROD1,Body,Island,4.348067984091002e-05,0.1506266201372423,0.0546470515205135,1.0058173837720546e-05,0.1595636229188009,0.0339386145104694,Beta-only
cg11183227,HCV_Status_Blood,chr15,91455407,91455408,MAN2A2,Body,,3.8228270879316686e-05,-0.1221525802373201,0.0631515084078602,1.0132837494988131e-05,0.1323743422688047,0.0339386145104694,Beta-only
cg09935388,HCV_Status_Blood,chr1,92947588,92947589,GFI1;GFI1;GFI1,Body;Body;Body,Island,3.336095438578501e-06,0.1605127605486568,0.0197578006588894,1.0152343344244988e-05,-0.1555889798962423,0.0339386145104694,Common
cg10700643,HCV_Status_Blood,chr1,55270680,55270681,C1orf177;C1orf177,TSS1500;TSS1500,N_Shore,3.331287372911912e-06,-0.0992748290486271,0.0197578006588894,1.0212243610777851e-05,0.0878542278052747,0.0339386145104694,Common
cg04010868,HCV_Status_Blood,chr16,11876381,11876382,ZC3H7A;ZC3H7A,5'UTR;1stExon,,3.7924527222646448e-06,0.1507598762444496,0.0205402508793648,1.0414200445450474e-05,-0.1469232846708821,0.0339386145104694,Common
cg14179389,HCV_Status_Blood,chr1,92947961,92947962,GFI1;GFI1;GFI1,Body;Body;Body,Island,1.1331821434702746e-05,-0.1403388397582851,0.0275344794191309,1.043717334916416e-05,-0.1416815609103336,0.0339386145104694,Common
cg10761315,HCV_Status_Blood,chr14,104552034,104552035,ASPG,TSS200,Island,4.676913592313172e-06,-0.1484295571895848,0.0184838386971,1.0463258884252333e-05,-0.1408783530388022,0.0339386145104694,Common
cg01494454,HCV_Status_Blood,chr12,25055214,25055215,BCAT1,Body,N_Shore,9.560261550416628e-05,0.13272368903525,0.0736158092924897,1.0517423869351552e-05,0.1445465006760991,0.0339386145104694,Beta-only
cg21366673,HCV_Status_Blood,chr6,30459512,30459513,HLA-E,Body,S_Shore,1.0,0.0,1.0,1.0608545256477007e-05,-0.1004604040837992,0.0339386145104694,Beta-only
cg10578938,HCV_Status_Blood,chr5,156695410,156695411,CYFIP2;CYFIP2;CYFIP2,5'UTR;TSS1500;5'UTR,S_Shore,3.715465743166851e-06,0.1589218972336101,0.0204763228122496,1.0634376150159343e-05,0.1441115268795456,0.0339386145104694,Common
cg09993699,HCV_Status_Blood,chr19,17517008,17517009,BST2,TSS1500,,1.42148526602947e-06,-0.1577980934733635,0.0114435580436576,1.0838239180943475e-05,-0.1436936127145733,0.0340320283132727,Common
cg11432797,HCV_Status_Blood,chr16,29674487,29674488,SPN;SPN,5'UTR;TSS200,N_Shore,3.777731974257176e-05,0.1497332477453568,0.0525085535615098,1.0846149751084072e-05,0.1604462393419349,0.0340320283132727,Beta-only
cg06562184,HCV_Status_Blood,chr8,19319451,19319452,CSGALNACT1;CSGALNACT1;CSGALNACT1,Body;Body;Body,S_Shore,7.429221291102738e-06,-0.1447929812191523,0.0299115236506276,1.091357578712053e-05,0.1411678327396074,0.0340320283132727,Common
cg03962451,HCV_Status_Blood,chr2,191754464,191754465,GLS,Body,,7.057960935461617e-06,0.1086691460473818,0.029172874243939,1.1125383759431386e-05,-0.1019606081743576,0.0341938744775361,Common
cg08644356,HCV_Status_Blood,chr1,8388411,8388412,SLC45A1,Body,N_Shore,0.0007914526305207,-0.0774421872059449,0.1974039012948052,1.1132889364779224e-05,0.0932369550711694,0.0341938744775361,Beta-only
cg22975318,HCV_Status_Blood,chr2,84524975,84524976,,,,1.0417850956770782e-05,0.1618749437287878,0.0270422372961159,1.179720120426574e-05,0.1624351436296044,0.0355236920638508,Common
cg06471491,HCV_Status_Blood,chr17,57917974,57917975,MIR21,TSS1500,,0.0002693944062115,-0.0769937697351758,0.1141749428553986,1.182673713753662e-05,-0.0951489432925478,0.0355236920638508,Beta-only
cg09558000,HCV_Status_Blood,chr2,121991892,121991893,TFCP2L1,Body,,3.743167761859436e-05,0.088742542456057,0.0631515084078602,1.2333145290468726e-05,-0.0925225955680408,0.0367743784755947,Beta-only
cg22354132,HCV_Status_Blood,chr1,55273637,55273638,C1orf177;C1orf177,Body;Body,S_Shore,3.396399727440393e-06,-0.0967409271956323,0.0197578006588894,1.2734870390254268e-05,0.0901069413094017,0.0375331179749703,Common
