CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_haEWAS,Effect_haEWAS,Group
cg11635319,Alcohol_Use_in_Pregnancy_Blood,chr6,46890412,46890413,ADGRF5;ADGRF5,5'UTR;TSS1500,,1.1650541015441673e-08,-0.1797065963218687,2.137893252441761e-07,0.1609160261108693,Common
cg02297335,Alcohol_Use_in_Pregnancy_Blood,chr8,87102011,87102012,,,,1.2631380393783876e-08,-0.230937240985435,0.0044506456851757,0.111007975210642,EWAS-specific
cg25757869,Alcohol_Use_in_Pregnancy_Blood,chr10,75401245,75401246,MYOZ1;MYOZ1,1stExon;5'UTR,,1.3176677085802752e-08,-0.2531537211639079,8.240494289487764e-09,0.2389528762481321,Common
cg19683753,Alcohol_Use_in_Pregnancy_Blood,chr2,74867530,74867531,M1AP;M1AP;M1AP,5'UTR;5'UTR;5'UTR,,1.3808779307118776e-08,-0.2182604908564923,1.107838661873383e-07,-0.1959402460339685,Common
cg18601483,Alcohol_Use_in_Pregnancy_Blood,chr8,96310106,96310107,C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1,Body;Body;Body;Body;Body;Body;Body;Body;Body,,1.8480613794869407e-08,-0.2332910854984303,0.2769052710517933,-0.0421341419848005,EWAS-specific
cg04899746,Alcohol_Use_in_Pregnancy_Blood,chr6,111302500,111302501,RPF2;RPF2,TSS1500;TSS1500,N_Shore,2.0570099618859033e-08,-0.2470913948238396,0.1222452514350225,0.2090359979354304,EWAS-specific
cg05902963,Alcohol_Use_in_Pregnancy_Blood,chr14,100963370,100963371,WDR25;WDR25,Body;Body,,2.523855704760304e-08,-0.2167240783170833,0.2570562130824703,-0.1131246666450766,EWAS-specific
cg10680621,Alcohol_Use_in_Pregnancy_Blood,chr5,139069449,139069450,,,,2.5405862404449185e-08,-0.1757364167479025,0.0038489992423615,-0.109487748233071,EWAS-specific
cg11000311,Alcohol_Use_in_Pregnancy_Blood,chr7,118512848,118512849,,,,2.7385696283331178e-08,0.2142522219922843,1.884379559567764e-08,0.2095330940083748,Common
cg21616037,Alcohol_Use_in_Pregnancy_Blood,chr6,106950965,106950966,,,,2.8465741169468418e-08,-0.2306803870168612,0.1472193453263713,0.1453065025581879,EWAS-specific
cg18499750,Alcohol_Use_in_Pregnancy_Blood,chr17,61511735,61511736,CYB561;CYB561;CYB561,3'UTR;3'UTR;3'UTR,Island,2.905631722306781e-08,0.1838323414627932,3.253503880163258e-08,0.1800534798049803,Common
cg03153765,Alcohol_Use_in_Pregnancy_Blood,chr14,101522141,101522142,MIR453,TSS1500,,2.9342532590123e-08,-0.2156561614294493,0.4013659972384018,0.1194166399093136,EWAS-specific
cg26657111,Alcohol_Use_in_Pregnancy_Blood,chr2,209121310,209121311,IDH1,TSS1500,S_Shore,3.0598699739890745e-08,-0.1935214274313615,3.352279894024848e-07,-0.1684661426281526,Common
cg14569771,Alcohol_Use_in_Pregnancy_Blood,chr4,153022369,153022370,,,,3.2473926621210535e-08,-0.1362995482434241,2.9736394724161e-05,0.116772699283845,EWAS-specific
cg12606911,Alcohol_Use_in_Pregnancy_Blood,chr2,87036626,87036627,CD8A,TSS1500,Island,3.3251787083028936e-08,-0.2177503717230694,0.0001577242283173,-0.1295876888440847,EWAS-specific
cg05388821,Alcohol_Use_in_Pregnancy_Blood,chr10,116637038,116637039,FAM160B1,Body,,3.4209751031410467e-08,-0.180331403740115,0.0359009200160101,-0.0826781770583555,EWAS-specific
cg02745045,Alcohol_Use_in_Pregnancy_Blood,chr17,63150820,63150821,RGS9;RGS9;RGS9,Body;Body;Body,,3.917680688058053e-08,0.2274549484266218,1.909392143085705e-09,-0.26326846722846,Common
cg23323973,Alcohol_Use_in_Pregnancy_Blood,chr5,158832666,158832667,,,,4.23495360340978e-08,0.1358508593898989,4.574784400326135e-08,0.1379835193416852,Common
cg01041284,Alcohol_Use_in_Pregnancy_Blood,chr1,44397571,44397572,ARTN;ARTN;ARTN,TSS1500;TSS1500;TSS1500,N_Shore,4.488151061922364e-08,-0.1505068944977987,0.1515290331787157,0.0533370408456001,EWAS-specific
cg19585619,Alcohol_Use_in_Pregnancy_Blood,chr6,2963668,2963669,SERPINB6;SERPINB6;SERPINB6;SERPINB6;SERPINB6;SERPINB6;SERPINB6;SERPINB6,TSS1500;Body;Body;Body;5'UTR;5'UTR;5'UTR;5'UTR,,4.574461345070964e-08,-0.2322132703716929,0.4783396793885249,-0.1101067345423125,EWAS-specific
cg18778727,Alcohol_Use_in_Pregnancy_Blood,chr3,146249003,146249004,PLSCR1,Body,,4.6085576999384426e-08,-0.2111722116339327,0.0001937182639168,-0.1362474895552126,EWAS-specific
cg22510970,Alcohol_Use_in_Pregnancy_Blood,chr6,158327096,158327097,SNX9,Body,,4.96947494698212e-08,-0.2305009278284843,3.455064447902373e-07,-0.2023953303981727,Common
cg08788842,Alcohol_Use_in_Pregnancy_Blood,chr12,132853877,132853878,LOC100130238;GALNT9,Body;Body,N_Shore,5.1265131850405166e-08,0.1892778371094402,1.0502549821130389e-07,-0.2141967553049053,Common
cg00512484,Alcohol_Use_in_Pregnancy_Blood,chr18,5199989,5199990,,,S_Shelf,5.431594906303754e-08,-0.2203920812574731,0.1014196340639258,-0.3235057161462562,EWAS-specific
cg13434706,Alcohol_Use_in_Pregnancy_Blood,chr1,109418147,109418148,GPSM2,TSS1500,N_Shore,5.479035995218952e-08,-0.2205942507806268,0.0788578908860636,-0.0621381515060975,EWAS-specific
cg13781041,Alcohol_Use_in_Pregnancy_Blood,chr7,143599522,143599523,TCAF1;TCAF1,TSS1500;TSS1500,S_Shore,5.65462172829066e-08,-0.2409320415836616,2.499693872427865e-05,-0.188958217137266,EWAS-specific
cg07836177,Alcohol_Use_in_Pregnancy_Blood,chr11,66275913,66275914,DPP3;DPP3;DPP3,Body;Body;Body,,6.121357530211636e-08,0.15048228881343,1.0,0.0,EWAS-specific
cg07076845,Alcohol_Use_in_Pregnancy_Blood,chr14,103553804,103553805,,,N_Shelf,6.193272813147945e-08,-0.2288896705646662,2.1788531894581266e-06,-0.1900579916784714,Common
cg15397788,Alcohol_Use_in_Pregnancy_Blood,chr19,4560742,4560743,,,S_Shelf,6.238673666012729e-08,-0.2386109882089487,0.0232661515717164,-0.0996574392953958,EWAS-specific
cg02437406,Alcohol_Use_in_Pregnancy_Blood,chr2,3043188,3043189,LINC01250,Body,,6.674621678066456e-08,-0.1549337297762469,4.162537905356743e-09,0.1820817707294166,Common
cg06612671,Alcohol_Use_in_Pregnancy_Blood,chr6,34312254,34312255,NUDT3;RPS10-NUDT3,Body;Body,,6.814428123655345e-08,-0.2126778332177418,0.0141437907140156,-0.0874836794048703,EWAS-specific
cg11843202,Alcohol_Use_in_Pregnancy_Blood,chr7,135438661,135438662,,,,7.034278399929296e-08,-0.2223953225399447,0.1870073449572591,-0.1894747120098394,EWAS-specific
cg16001227,Alcohol_Use_in_Pregnancy_Blood,chr15,101973616,101973617,PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6,Body;Body;Body;Body;Body;Body;Body,,7.243629114910842e-08,-0.2158766055654718,4.585744662696841e-13,-0.2850373407000843,Common
cg15609861,Alcohol_Use_in_Pregnancy_Blood,chr2,177518584,177518585,LINC01117,Body,,7.374337367354226e-08,-0.2366006543663076,0.0002788587604486,0.165517924887053,EWAS-specific
cg05593620,Alcohol_Use_in_Pregnancy_Blood,chr10,14591990,14591991,FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;Body;5'UTR,,8.042738906969845e-08,-0.2186960020911205,0.0153830333025939,-0.0898517861121534,EWAS-specific
cg19408180,Alcohol_Use_in_Pregnancy_Blood,chr21,43809237,43809238,TMPRSS3;TMPRSS3;TMPRSS3;TMPRSS3;TMPRSS3;TMPRSS3,5'UTR;1stExon;Body;Body;Body;Body,,8.302671559451844e-08,0.1857864330186764,6.36527696340093e-08,-0.2193127046125558,Common
cg13710942,Alcohol_Use_in_Pregnancy_Blood,chr16,56155668,56155669,LOC283856,Body,,8.31864202174832e-08,-0.2062681992414181,2.10072990809808e-05,0.1617264622995143,Common
cg23530031,Alcohol_Use_in_Pregnancy_Blood,chr11,7541099,7541100,PPFIBP2,5'UTR,,9.458967502104428e-08,-0.181208749741898,9.078152611873782e-07,0.1918517412753668,Common
cg02754067,Alcohol_Use_in_Pregnancy_Blood,chr6,40327812,40327813,,,,9.999204243766597e-08,0.2050273863072033,2.993369364054579e-07,0.1896657023076421,Common
cg18270390,Alcohol_Use_in_Pregnancy_Blood,chr16,2068076,2068077,NPW,TSS1500,N_Shore,1.001826765009495e-07,-0.2072656811763107,3.3802808578356694e-07,0.1989917161433856,Common
cg15910024,Alcohol_Use_in_Pregnancy_Blood,chr15,44864905,44864906,SPG11;SPG11,Body;Body,,1.012584190579756e-07,-0.2123161054596691,0.4014830037782997,0.0368883794145907,EWAS-specific
cg12493638,Alcohol_Use_in_Pregnancy_Blood,chr1,15801888,15801889,CELA2B,TSS1500,,1.039954880182346e-07,0.2309799364192865,2.025994665851383e-06,0.2045131440671994,Common
cg17537853,Alcohol_Use_in_Pregnancy_Blood,chr16,81939132,81939133,PLCG2,Body,,1.1083797613086393e-07,-0.2087314685528781,0.0006542663260169,0.1323903658665147,EWAS-specific
cg21730366,Alcohol_Use_in_Pregnancy_Blood,chr19,52097802,52097803,,,Island,1.1324728967810449e-07,-0.1004028180294605,1.0,0.0,EWAS-specific
cg08643646,Alcohol_Use_in_Pregnancy_Blood,chr10,128487557,128487558,,,,1.1963998991718789e-07,-0.196259732184348,0.0004711423875609,0.1466532968066015,EWAS-specific
cg14458619,Alcohol_Use_in_Pregnancy_Blood,chr9,8858644,8858645,PTPRD;PTPRD,5'UTR;5'UTR,Island,1.2178026944920602e-07,-0.2168878525763488,7.289670215778353e-07,-0.2094350439515196,Common
cg04903429,Alcohol_Use_in_Pregnancy_Blood,chr16,4043204,4043205,ADCY9,Body,,1.3259799270139149e-07,-0.2396147149768772,0.2486573967845904,-0.0427895108617119,EWAS-specific
cg10502244,Alcohol_Use_in_Pregnancy_Blood,chr12,48399295,48399296,COL2A1;COL2A1,TSS1500;TSS1500,Island,1.3398530083164116e-07,0.1924294889969769,1.7325679920862882e-06,-0.1959542186584137,Common
cg24389643,Alcohol_Use_in_Pregnancy_Blood,chr3,63713646,63713647,,,,1.3488543889230766e-07,-0.2411202421200119,0.0032035597236373,-0.1229595562101777,EWAS-specific
cg15229836,Alcohol_Use_in_Pregnancy_Blood,chr2,239553380,239553381,,,,1.467926238632105e-07,0.2358229008414626,5.9214787847698794e-08,0.229891783024704,Common
cg11816769,Alcohol_Use_in_Pregnancy_Blood,chr3,52001952,52001953,PCBP4,TSS1500,,1.502485222574333e-07,-0.1752702311082113,1.0,0.0,EWAS-specific
cg02749948,Alcohol_Use_in_Pregnancy_Blood,chr6,32073700,32073701,TNXB,5'UTR,,1.5687252429736044e-07,-0.2491723019501266,1.0,0.0,EWAS-specific
cg14066645,Alcohol_Use_in_Pregnancy_Blood,chr17,56770424,56770425,TEX14;RAD51C;TEX14;RAD51C,TSS1500;Body;TSS1500;Body,S_Shore,1.7477983949330625e-07,-0.1577021599008797,1.3253469100568803e-06,-0.1458143710346037,Common
cg24055007,Alcohol_Use_in_Pregnancy_Blood,chr11,120039578,120039579,,,N_Shore,1.771133276668388e-07,-0.1830783428118594,2.211901130619999e-07,-0.2045743338014305,Common
cg10912979,Alcohol_Use_in_Pregnancy_Blood,chr6,137084900,137084901,MAP3K5,Body,,1.784978832211551e-07,-0.2033589203874009,7.08863022705615e-06,-0.1665879172817088,Common
cg11151981,Alcohol_Use_in_Pregnancy_Blood,chr3,16560711,16560712,,,,1.795624033320906e-07,-0.1951645076537982,0.1275600873328844,-0.0560556626845915,EWAS-specific
cg19046580,Alcohol_Use_in_Pregnancy_Blood,chr14,103489157,103489158,CDC42BPB,Body,,1.882594981395344e-07,-0.2140820709895733,3.1291656667784764e-06,-0.1843675304122215,Common
cg05039585,Alcohol_Use_in_Pregnancy_Blood,chr9,135359227,135359228,C9orf171;C9orf171,Body;Body,N_Shelf,1.9381267445647402e-07,0.1704956059891174,8.856835907495775e-08,0.1667313514851283,Common
cg21830683,Alcohol_Use_in_Pregnancy_Blood,chr16,84634696,84634697,COTL1,Body,,1.9870909551498654e-07,-0.2007601398420084,1.1209396884601048e-06,-0.1963840225528298,Common
cg07761984,Alcohol_Use_in_Pregnancy_Blood,chr1,178568961,178568962,,,,2.023215738913336e-07,-0.1794932922351454,1.936731793805381e-06,-0.1720662653706276,Common
cg22396227,Alcohol_Use_in_Pregnancy_Blood,chr4,166315749,166315750,CPE,Body,,2.027506956915246e-07,0.2103706439693253,4.455037036822947e-09,0.2285754327157123,Common
cg13238049,Alcohol_Use_in_Pregnancy_Blood,chr9,132093492,132093493,,,,2.041048657463182e-07,-0.1495381980212004,0.1973326955492807,-0.0450103974686818,EWAS-specific
cg25670299,Alcohol_Use_in_Pregnancy_Blood,chr22,39218763,39218764,NPTXR,Body,,2.044782522493617e-07,-0.2257868047337121,0.7376798945925427,-0.0201482422425474,EWAS-specific
cg03217316,Alcohol_Use_in_Pregnancy_Blood,chr6,138876257,138876258,NHSL1,Body,,2.193633954973263e-07,-0.238814116943675,0.1497788450128172,-0.1449079361783213,EWAS-specific
cg27254290,Alcohol_Use_in_Pregnancy_Blood,chr2,193613226,193613227,PCGEM1,TSS1500,,2.2045113119162645e-07,-0.190633871858145,0.0340144686455605,-0.074620051434677,EWAS-specific
cg12507282,Alcohol_Use_in_Pregnancy_Blood,chr16,58881971,58881972,,,,2.2220064214003285e-07,-0.1084056033617348,8.383777120034758e-08,-0.106080986806431,Common
cg23691743,Alcohol_Use_in_Pregnancy_Blood,chr14,23788707,23788708,PABPN1,TSS1500,N_Shore,2.233057665461221e-07,-0.2307607283694855,0.0763166776107089,0.0664780941541306,EWAS-specific
cg24910887,Alcohol_Use_in_Pregnancy_Blood,chr7,3457425,3457426,SDK1,Body,,2.3037256668183781e-07,-0.189125622604074,1.3186845335987773e-07,-0.185729798184801,Common
cg00238508,Alcohol_Use_in_Pregnancy_Blood,chr3,71907737,71907738,,,,2.405201162722427e-07,-0.153685239962676,2.9048934861476563e-06,-0.1308887541061729,Common
cg03852503,Alcohol_Use_in_Pregnancy_Blood,chr6,14875451,14875452,,,,2.461694033020904e-07,-0.2167676221710783,0.0005187958268032,-0.1516661707335761,EWAS-specific
cg09262446,Alcohol_Use_in_Pregnancy_Blood,chr6,30231689,30231690,HLA-L,Body,S_Shelf,2.550092804982356e-07,-0.1858480598120283,1.0,0.0,EWAS-specific
cg09750365,Alcohol_Use_in_Pregnancy_Blood,chr16,54882228,54882229,,,,2.5659164953679664e-07,0.1707198861762308,8.798326367212571e-08,0.1852088629796628,Common
cg07736530,Alcohol_Use_in_Pregnancy_Blood,chr11,33479526,33479527,,,,2.612437227539456e-07,-0.2236091590306375,0.2333188523923575,-0.0439334782511578,EWAS-specific
cg17528880,Alcohol_Use_in_Pregnancy_Blood,chr20,30623525,30623526,,,,2.640837881414357e-07,-0.2006318051596132,4.2913342373896984e-08,-0.2018229182882575,Common
cg08351598,Alcohol_Use_in_Pregnancy_Blood,chrX,27481508,27481509,SMEK3P,TSS200,,2.658851476603513e-07,0.1558873173798681,2.212005126870401e-07,-0.1867794431179638,Common
cg27435092,Alcohol_Use_in_Pregnancy_Blood,chr17,47956936,47956937,,,N_Shore,2.715351379864081e-07,-0.1206395141927591,2.898436978710481e-08,-0.1316012554971473,Common
cg01245222,Alcohol_Use_in_Pregnancy_Blood,chr1,18337438,18337439,,,,2.767526282888145e-07,-0.1989968588148342,2.7536557857458943e-05,-0.1614496000426073,Common
cg04991835,Alcohol_Use_in_Pregnancy_Blood,chr22,37767410,37767411,ELFN2;ELFN2,3'UTR;Body,N_Shore,2.773913152881005e-07,-0.1944958394513704,5.287286592528633e-07,0.187294778288114,Common
cg02805354,Alcohol_Use_in_Pregnancy_Blood,chr10,127850048,127850049,ADAM12;ADAM12;ADAM12;ADAM12;ADAM12,Body;Body;Body;Body;Body,,2.9626929943152045e-07,-0.2213032481852121,1.2094078287702948e-08,-0.2374245538683571,Common
cg13558764,Alcohol_Use_in_Pregnancy_Blood,chr8,38416688,38416689,,,,2.964043777393748e-07,-0.1487609793538177,0.0435501986006863,0.0656197544932227,EWAS-specific
cg22123784,Alcohol_Use_in_Pregnancy_Blood,chr8,144437507,144437508,,,,3.0184481083597174e-07,-0.2113526056181345,4.5219359469710805e-06,-0.1837630185319663,Common
cg12664560,Alcohol_Use_in_Pregnancy_Blood,chr15,83621517,83621518,HOMER2;HOMER2;HOMER2;HOMER2,TSS200;TSS200;TSS200;TSS200,Island,3.105083565980516e-07,-0.1348179405664884,1.0,0.0,EWAS-specific
cg23575815,Alcohol_Use_in_Pregnancy_Blood,chr13,42845582,42845583,AKAP11,TSS1500,N_Shore,3.465336706693049e-07,-0.193589582119468,1.2305114155680943e-06,-0.1833942600688532,Common
cg16717411,Alcohol_Use_in_Pregnancy_Blood,chr2,218934038,218934039,RUFY4;RUFY4;RUFY4,1stExon;5'UTR;Body,,4.092518087144956e-07,-0.1451479882198804,1.452824041190531e-07,-0.1608214258598761,Common
cg05702739,Alcohol_Use_in_Pregnancy_Blood,chr7,51091561,51091562,COBL;COBL,Body;Body,,4.173832505967906e-07,-0.2042238124197097,0.5210159108050021,-0.0211667220163272,EWAS-specific
cg22122808,Alcohol_Use_in_Pregnancy_Blood,chr17,61511683,61511684,CYB561;CYB561;CYB561,3'UTR;3'UTR;3'UTR,Island,4.546207000704872e-07,0.1725392892932035,3.4394038835515547e-06,0.1588426265995916,Common
cg12117335,Alcohol_Use_in_Pregnancy_Blood,chr9,129094397,129094398,MVB12B;MVB12B,Body;Body,,4.575031126555623e-07,0.1737482949437258,2.701553509244992e-07,0.1874343822384364,Common
cg08657369,Alcohol_Use_in_Pregnancy_Blood,chr14,22495417,22495418,,,,4.602673933911944e-07,-0.2058422965657783,0.0352142982722201,-0.2766332280601635,EWAS-specific
cg10424981,Alcohol_Use_in_Pregnancy_Blood,chr1,29872399,29872400,,,,4.634443308861738e-07,-0.185969528870865,1.25381244635756e-06,-0.1770068974619383,Common
cg15145148,Alcohol_Use_in_Pregnancy_Blood,chr8,130838513,130838514,,,,5.115128114668707e-07,-0.214812773378031,1.0,0.0,EWAS-specific
cg03845470,Alcohol_Use_in_Pregnancy_Blood,chr6,28449501,28449502,,,,5.200164591906492e-07,-0.198043651019509,0.917319040221548,-0.0039394614149142,EWAS-specific
cg14170999,Alcohol_Use_in_Pregnancy_Blood,chr17,79380515,79380516,BAHCC1,Body,Island,5.256703131440211e-07,-0.213380594034728,7.565054137238996e-07,0.2145737799166066,Common
cg17310215,Alcohol_Use_in_Pregnancy_Blood,chr5,308494,308495,AHRR;PDCD6,Body;Body,N_Shore,5.332683499925229e-07,0.1917636804909299,0.0013725717503218,0.1282192198147056,EWAS-specific
