CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_haEWAS,Effect_haEWAS,Group
cg08209240,Adolescent_Victimization_GSE154566,22,37006352.0,37006353.0,CACNG2,Body,,1.05687053928267e-05,0.195896717197229,7.30855995509015e-07,0.211054412048794,haEWAS-specific
cg08223357,Adolescent_Victimization_GSE154566,17,77302162.0,77302163.0,HRNBP3,5'UTR,,1.66283178766419e-06,-0.192866011875594,3.41849222980373e-06,-0.208718023389315,Common
cg08227081,Adolescent_Victimization_GSE154566,3,122643357.0,122643358.0,SEMA5B;SEMA5B;SEMA5B;SEMA5B;SEMA5B,Body;Body;Body;Body;Body,S_Shelf,3.15684210072906e-07,-0.188954365654894,5.80728809109269e-07,-0.152199083506523,Common
cg08270630,Adolescent_Victimization_GSE154566,22,50330655.0,50330656.0,,,S_Shore,5.41106703601548e-07,0.0788951233109589,7.68471279844624e-07,0.0900986114024119,Common
cg08272803,Adolescent_Victimization_GSE154566,3,53282097.0,53282098.0,TKT;TKT;TKT;TKT,Body;Body;Body;Body,,6.61739822803134e-06,0.113540239709887,3.01355123810116e-05,-0.0532263081221322,EWAS-specific
cg09091185,Adolescent_Victimization_GSE154566,16,936993.0,936994.0,LMF1,Body,,9.61242666222605e-07,-0.0895046894323008,2.85046885977868e-06,0.0613691976976274,EWAS-specific
cg09526129,Adolescent_Victimization_GSE154566,7,1103262.0,1103263.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,N_Shore,0.000487872892654,0.153683543452773,5.31148044641264e-06,0.234424107543991,haEWAS-specific
cg10016788,Adolescent_Victimization_GSE154566,19,55599029.0,55599030.0,EPS8L1;EPS8L1,3'UTR;3'UTR,S_Shore,2.92248958237326e-06,-0.279037344366253,3.73338172463986e-06,-0.255467490935791,Common
cg10121457,Adolescent_Victimization_GSE154566,10,127587253.0,127587254.0,FANK1,Body,S_Shore,3.73811245692126e-06,-0.0807011399272378,1.27216492672445e-05,0.0232310935457971,EWAS-specific
cg10403091,Adolescent_Victimization_GSE154566,2,3671929.0,3671930.0,COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,1.21732661100043e-06,-0.266493649903706,4.75321590593226e-07,-0.236152540357957,Common
cg10805896,Adolescent_Victimization_GSE154566,7,132351049.0,132351050.0,FLJ40288,Body,,2.9747000160997e-06,-0.132377757629932,0.0115029546755504,-0.0723960882726236,EWAS-specific
cg11100481,Adolescent_Victimization_GSE154566,5,149867577.0,149867578.0,,,S_Shore,2.30958010155612e-06,-0.108030135485375,6.24667089512543e-06,-0.104035933761847,EWAS-specific
cg11404906,Adolescent_Victimization_GSE154566,6,32551749.0,32551750.0,HLA-DRB1,Body,N_Shore,7.41357075567012e-07,0.488335335360369,1.0,0.0,EWAS-specific
cg12084908,Adolescent_Victimization_GSE154566,10,61437386.0,61437387.0,SLC16A9,Body,,3.46566446313278e-06,0.30829266005808,7.04667119713445e-06,0.298570397163423,EWAS-specific
cg12442899,Adolescent_Victimization_GSE154566,6,31698007.0,31698008.0,DDAH2;DDAH2,1stExon;5'UTR,Island,4.40256929738674e-07,0.0764036019013017,1.0,0.0,EWAS-specific
cg12456777,Adolescent_Victimization_GSE154566,17,27047031.0,27047032.0,SNORD42B;RPL23A,TSS1500;1stExon,Island,1.82909642629512e-06,-0.094551447965478,1.0,0.0,EWAS-specific
cg12569911,Adolescent_Victimization_GSE154566,20,54580657.0,54580658.0,CBLN4,TSS200,Island,2.81563651248519e-05,0.120634167637267,3.72554092670594e-06,0.0830962837622461,haEWAS-specific
cg12690224,Adolescent_Victimization_GSE154566,19,54197626.0,54197627.0,MIR519B;MIR526B,TSS1500;TSS200,,2.27884990021752e-06,0.181228779637895,0.0005988186107856,0.104199385188282,EWAS-specific
cg12812803,Adolescent_Victimization_GSE154566,5,5132504.0,5132505.0,CTD-2297D10.2,Body,,3.4840728147207502e-09,-0.0888737201879013,1.0,0.0,EWAS-specific
cg12912139,Adolescent_Victimization_GSE154566,11,111300077.0,111300078.0,,,,1.25600769380507e-06,-0.379161777784683,4.82656851772625e-07,-0.367250332821951,Common
cg13264672,Adolescent_Victimization_GSE154566,7,39993440.0,39993441.0,CDK13;CDK13,Body;Body,S_Shore,8.70902913915806e-06,-0.238827294894879,2.85915741586029e-06,-0.249332137970185,haEWAS-specific
cg13353717,Adolescent_Victimization_GSE154566,6,32634276.0,32634277.0,HLA-DQB1,1stExon,S_Shore,4.13348924593788e-06,0.357727562697724,7.34017095422777e-07,0.213863460417249,EWAS-specific
cg13381243,Adolescent_Victimization_GSE154566,7,1103063.0,1103064.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,N_Shelf,0.0001081473936049,0.200031091006488,1.79171744007226e-06,0.267513736152456,haEWAS-specific
cg13423887,Adolescent_Victimization_GSE154566,6,32632694.0,32632695.0,HLA-DQB1,Body,Island,4.19757880801195e-08,0.479143248196892,0.0041298318089664,0.135978723657901,EWAS-specific
cg13691257,Adolescent_Victimization_GSE154566,1,58263321.0,58263322.0,DAB1;MIR548D2,5'UTR;Body,,3.82211407268874e-06,-0.168574253050301,7.53020956822731e-06,-0.164225762285188,EWAS-specific
cg13876921,Adolescent_Victimization_GSE154566,16,33483299.0,33483300.0,,,Island,6.08599818945191e-06,0.197718884798629,0.0007149651067015,0.115352348432049,EWAS-specific
cg13957186,Adolescent_Victimization_GSE154566,17,74484623.0,74484624.0,RHBDF2;RHBDF2,TSS1500;5'UTR,,4.54828744705041e-06,-0.340726570263409,0.378692085954145,0.0195230657543424,EWAS-specific
cg13984289,Adolescent_Victimization_GSE154566,17,10220829.0,10220830.0,MYH13,Body,,4.02591251725947e-07,-0.282769530180951,3.66633821928483e-07,-0.224613255892362,Common
cg14085527,Adolescent_Victimization_GSE154566,7,1068230.0,1068231.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,Island,2.36191379636885e-07,0.268706979616584,0.0001690197461891,0.0881394380761502,EWAS-specific
cg14232218,Adolescent_Victimization_GSE154566,9,93922330.0,93922331.0,,,Island,7.41992130110338e-06,0.158318286155585,9.02532518227611e-06,-0.111176826402252,EWAS-specific
cg14356225,Adolescent_Victimization_GSE154566,8,2383594.0,2383595.0,,,,3.32404114966203e-07,0.251092169619877,3.3696904196809e-07,0.244149710728412,Common
cg14645244,Adolescent_Victimization_GSE154566,6,32552205.0,32552206.0,HLA-DRB1,Body,Island,9.96111798443081e-07,0.479367707677423,1.0,0.0,EWAS-specific
cg14783259,Adolescent_Victimization_GSE154566,15,20737822.0,20737823.0,GOLGA6L6,3'UTR,,7.10582663998525e-07,0.286542439595078,0.0059490310329285,-0.0433203125621405,EWAS-specific
cg15086474,Adolescent_Victimization_GSE154566,7,1102428.0,1102429.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,N_Shelf,1.432356263567e-06,0.111755270374651,3.52466065888589e-08,0.140964888126031,Common
cg15563467,Adolescent_Victimization_GSE154566,X,12628484.0,12628485.0,FRMPD4,Body,,1.70975036543393e-05,-0.331912665532044,5.19950391800169e-07,-0.396081401542943,haEWAS-specific
cg15602423,Adolescent_Victimization_GSE154566,6,32552095.0,32552096.0,HLA-DRB1,Body,Island,1.98416969754942e-08,0.641094067632528,9.54601809469237e-08,0.548183677089051,Common
cg15736220,Adolescent_Victimization_GSE154566,7,183875.0,183876.0,,,N_Shelf,3.94627478673456e-06,0.150773430246662,1.0,0.0,EWAS-specific
cg15783039,Adolescent_Victimization_GSE154566,7,151396116.0,151396117.0,PRKAG2;PRKAG2;PRKAG2,Body;Body;Body,,1.0902925916307e-06,-0.351863633658268,0.829317555706856,-0.0050357507094943,EWAS-specific
cg15855237,Adolescent_Victimization_GSE154566,5,1177432.0,1177433.0,,,,0.0001189747051052,-0.0809696826408046,2.44199881256682e-07,0.105412281947045,haEWAS-specific
cg15864733,Adolescent_Victimization_GSE154566,12,58922785.0,58922786.0,,,,5.1385475038331e-06,-0.100888584008732,3.87979112270232e-05,-0.090619517322254,EWAS-specific
cg16268380,Adolescent_Victimization_GSE154566,15,81294324.0,81294325.0,MESDC1;MESDC1,1stExon;5'UTR,Island,2.03771820055841e-08,0.270581449242706,0.064226424577004,0.0074106345839353,EWAS-specific
cg16426670,Adolescent_Victimization_GSE154566,20,2675996.0,2675997.0,EBF4,Body,S_Shore,1.23943308243492e-05,-0.0840306200668711,3.14910404544012e-06,-0.0722107757443753,haEWAS-specific
cg16535402,Adolescent_Victimization_GSE154566,5,5361432.0,5361433.0,,,,1.96392062142528e-06,0.277972335684806,1.19742368913717e-07,0.246059692399029,Common
cg16785938,Adolescent_Victimization_GSE154566,4,10022984.0,10022985.0,SLC2A9;SLC2A9,1stExon;Body,S_Shore,7.37249170018977e-06,0.139962236242578,1.11169879616393e-05,0.132979341219464,EWAS-specific
cg16935914,Adolescent_Victimization_GSE154566,16,30885964.0,30885965.0,MIR762HG;MIR762HG;MIR762HG;BCL7C,TSS1500;TSS1500;TSS1500;Body,N_Shore,7.27035701287194e-06,0.093571853700637,0.0036094803078648,0.0071366247794319,EWAS-specific
cg17104512,Adolescent_Victimization_GSE154566,7,158709965.0,158709966.0,WDR60,Body,N_Shelf,2.22311855594085e-06,0.0676910154139955,4.05286629386789e-05,-0.0471940375992133,EWAS-specific
cg17142477,Adolescent_Victimization_GSE154566,2,60610357.0,60610358.0,,,,3.10854030928353e-06,0.0952060971112996,6.26021938714168e-06,-0.081046873305132,EWAS-specific
cg17150749,Adolescent_Victimization_GSE154566,22,23478657.0,23478658.0,RSPH14,Body,,4.43685547392813e-08,0.396362406606301,0.128518343658229,0.0505710654183077,EWAS-specific
cg17480980,Adolescent_Victimization_GSE154566,5,140220032.0,140220033.0,PCDHA8;PCDHA8;PCDHA1;PCDHA1;PCDHA2;PCDHA3;PCDHA4;PCDHA5;PCDHA6;PCDHA6;PCDHA7,TSS1500;TSS1500;Body;Body;Body;Body;Body;Body;Body;Body;Body,N_Shore,3.08948793485308e-06,-0.118622803970431,0.0001033912903142,-0.0668940921389136,EWAS-specific
cg17643757,Adolescent_Victimization_GSE154566,12,6993812.0,6993813.0,,,,3.85889247513108e-05,-0.0424185008847924,1.35482275965582e-06,0.047753594139205,haEWAS-specific
cg18230796,Adolescent_Victimization_GSE154566,4,3294592.0,3294593.0,,,Island,7.63777614791968e-06,-0.118557043409038,1.0,0.0,EWAS-specific
cg18674871,Adolescent_Victimization_GSE154566,20,441051.0,441052.0,TBC1D20,Body,N_Shore,2.55275029045195e-05,-0.0999206053028257,5.23433741558876e-06,-0.101936764139444,haEWAS-specific
cg19354615,Adolescent_Victimization_GSE154566,16,32610854.0,32610855.0,,,,9.92718077673848e-06,-0.140494779587891,1.28851614061092e-06,-0.155279221307025,haEWAS-specific
cg19366770,Adolescent_Victimization_GSE154566,19,35713391.0,35713392.0,,,N_Shelf,4.36762225952907e-07,0.186401414185428,1.88391672134652e-06,0.160418878350818,Common
cg19490307,Adolescent_Victimization_GSE154566,11,69863374.0,69863375.0,,,,2.63443477107507e-06,-0.216816856282665,1.2584826409041e-06,-0.0645413054985336,Common
cg19560945,Adolescent_Victimization_GSE154566,12,126467559.0,126467560.0,LINC00939,Body,,3.03522135693348e-07,0.189409290139841,9.61330828930218e-07,0.147189172913483,Common
cg19621538,Adolescent_Victimization_GSE154566,1,172942446.0,172942447.0,,,,2.26441134434086e-06,0.271070306359615,5.16702383687453e-06,0.261161022456684,Common
cg19829353,Adolescent_Victimization_GSE154566,6,139496770.0,139496771.0,HECA,Body,,5.18511730343816e-06,0.171902873658291,4.85522494984118e-05,0.123785285548429,EWAS-specific
cg19976037,Adolescent_Victimization_GSE154566,17,80096661.0,80096662.0,CCDC57,Body,,0.129289588115757,-0.109537304429798,7.17783299568363e-07,-0.0573765130052554,haEWAS-specific
cg20289415,Adolescent_Victimization_GSE154566,21,37928370.0,37928371.0,CLDN14,5'UTR,,2.78809707186796e-06,0.115187135381812,1.76837015433526e-06,0.123051767355858,Common
cg20409590,Adolescent_Victimization_GSE154566,14,70655382.0,70655383.0,SLC8A3;SLC8A3;SLC8A3;SLC8A3;SLC8A3;SLC8A3;SLC8A3;SLC8A3,5'UTR;1stExon;1stExon;5'UTR;5'UTR;5'UTR;1stExon;1stExon,Island,0.889769906267025,-0.0027598263239966,3.14927954046023e-06,0.0290882945618731,haEWAS-specific
cg20877756,Adolescent_Victimization_GSE154566,12,126466243.0,126466244.0,LINC00939,Body,,3.11273894266788e-07,-0.0965312695927758,4.27697846610079e-08,-0.102059120486256,Common
cg21081700,Adolescent_Victimization_GSE154566,1,55162758.0,55162759.0,MROH7;MROH7;MROH7;MROH7;MROH7-TTC4;MROH7-TTC4;MROH7-TTC4,Body;Body;Body;Body;Body;Body;Body,,2.12680045040034e-06,-0.155114552184132,0.704528073855186,-0.0056808232920638,EWAS-specific
cg22231101,Adolescent_Victimization_GSE154566,4,6052554.0,6052555.0,JAKMIP1,Body,,2.67032926870459e-06,0.158980095396229,2.45969150228204e-06,0.31349436696126,Common
cg22233843,Adolescent_Victimization_GSE154566,6,32632565.0,32632566.0,HLA-DQB1,Body,Island,1.05181212823994e-06,0.352793246292106,4.64906764228537e-06,0.169629598230325,Common
cg22785556,Adolescent_Victimization_GSE154566,7,1081061.0,1081062.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,Island,1.74684205528176e-07,-0.324672983171532,3.25471670441133e-07,-0.486018071475211,Common
cg22888160,Adolescent_Victimization_GSE154566,1,152177273.0,152177274.0,,,,4.43342807681615e-06,0.397974643198995,0.175761529132564,-0.0215593178113461,EWAS-specific
cg23097534,Adolescent_Victimization_GSE154566,5,37836748.0,37836749.0,GDNF;GDNF,5'UTR;TSS1500,Island,6.86171054097425e-06,-0.104464578277807,0.0003987449261156,-0.0187463422635383,EWAS-specific
cg23319218,Adolescent_Victimization_GSE154566,7,223639.0,223640.0,FAM20C,Body,Island,3.24894997090869e-05,0.0727211353654219,4.88805780243295e-06,0.10442054019467,haEWAS-specific
cg24352561,Adolescent_Victimization_GSE154566,7,1081068.0,1081069.0,C7orf50;C7orf50;C7orf50,Body;Body;Body,Island,3.43241060062325e-06,-0.203227294277486,0.0015590593625446,-0.13075295790751,EWAS-specific
cg24495488,Adolescent_Victimization_GSE154566,6,151308884.0,151308885.0,MTHFD1L;MTHFD1L;MTHFD1L,Body;Body;Body,,1.26137334840373e-05,-0.136250613276365,4.89055140395958e-06,-0.14443826480821,haEWAS-specific
cg24903850,Adolescent_Victimization_GSE154566,4,37244839.0,37244840.0,,,N_Shore,7.50193441076831e-06,0.10598590112573,3.33099569125933e-06,0.0956339315368922,Common
cg25270774,Adolescent_Victimization_GSE154566,1,202172895.0,202172896.0,LGR6;LGR6,TSS200;Body,,4.50952373806651e-06,-0.211313079809782,8.90973122302099e-06,-0.211902192394622,EWAS-specific
cg25368100,Adolescent_Victimization_GSE154566,11,73668348.0,73668349.0,DNAJB13,Body,,1.65610736783861e-06,0.131719352556226,8.03721991263038e-07,0.144645026459956,Common
cg25400290,Adolescent_Victimization_GSE154566,16,32061924.0,32061925.0,,,,4.33292419259841e-06,-0.149554280852218,1.0,0.0,EWAS-specific
cg25714432,Adolescent_Victimization_GSE154566,5,2887968.0,2887969.0,,,,0.0004019303698371,0.0790891134758578,4.78578422045332e-07,-0.0400376420282287,haEWAS-specific
cg25755428,Adolescent_Victimization_GSE154566,19,13875111.0,13875112.0,MRI1;MRI1,TSS1500;TSS1500,Island,1.01539359615525e-05,0.605193299015971,1.95331470740689e-06,0.566174866807141,haEWAS-specific
cg26124791,Adolescent_Victimization_GSE154566,8,135056816.0,135056817.0,,,,8.66228598832575e-05,0.0988539237368218,3.43077212288592e-06,0.117303176938032,haEWAS-specific
cg26224354,Adolescent_Victimization_GSE154566,7,1096374.0,1096375.0,C7orf50;C7orf50;GPR146;C7orf50,Body;Body;TSS1500;Body,N_Shore,1.00597206657011e-06,-0.267240794950527,3.6511927983606796e-09,-2.58899839184574,Common
cg26347746,Adolescent_Victimization_GSE154566,1,202172848.0,202172849.0,LGR6;LGR6,TSS200;Body,,9.12246585973489e-07,-0.217709960622779,7.84309746833844e-06,-0.224754962833098,EWAS-specific
cg26536949,Adolescent_Victimization_GSE154566,17,57053.0,57054.0,,,Island,4.52315524431407e-06,0.554944314918627,0.927391880955059,-0.0007840974939319,EWAS-specific
cg26600954,Adolescent_Victimization_GSE154566,7,23719792.0,23719793.0,C7orf46;C7orf46;C7orf46;C7orf46;C7orf46;C7orf46,5'UTR;5'UTR;1stExon;1stExon;1stExon;5'UTR,Island,1.68679283327508e-06,0.0659465609499403,1.0,0.0,EWAS-specific
cg26670937,Adolescent_Victimization_GSE154566,11,130642282.0,130642283.0,,,,2.19481077980071e-06,0.0721279908067095,2.31362977121461e-06,0.074949271022937,Common
cg27089966,Adolescent_Victimization_GSE154566,22,23478672.0,23478673.0,RSPH14,Body,,4.08371055021006e-08,0.408124994380065,3.01547040546306e-06,0.264865548433562,Common
cg27498980,Adolescent_Victimization_GSE154566,10,6621174.0,6621175.0,PRKCQ-AS1;PRKCQ-AS1;PRKCQ;PRKCQ;PRKCQ;PRKCQ,TSS1500;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR,N_Shore,3.31101710060173e-06,0.166426058340492,2.80432205138416e-06,0.139372790301173,Common
cg27546114,Adolescent_Victimization_GSE154566,15,24673917.0,24673918.0,,,S_Shore,5.33063546926886e-06,-0.212925773206075,2.18701141048939e-05,-0.11466040606113,EWAS-specific
