CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_haEWAS,Effect_haEWAS,Group
cg19014792,Birth_Weight(Kg)_Blood,chr7,3019159.0,3019160.0,CARD11,5'UTR,,1.2662521323959784e-07,-0.0908105002643994,9.091521296943841e-09,-0.1032061810880338,Common
cg05993265,Birth_Weight(Kg)_Blood,chr4,2933802.0,2933803.0,MFSD10;MFSD10,Body;Body,Island,1.3354199509407148e-07,0.0858652033453617,1.2132349234474285e-07,0.0885219237141175,Common
cg07397493,Birth_Weight(Kg)_Blood,chr11,2011312.0,2011313.0,LOC100133545,TSS200,N_Shelf,1.46694774271423e-07,0.0820734371297826,1.0,0.0,EWAS-specific
cg06835772,Birth_Weight(Kg)_Blood,chr16,85296220.0,85296221.0,,,,1.6188595637543105e-07,0.0684154037387015,8.754256137763808e-07,0.0755830675934366,Common
cg08534147,Birth_Weight(Kg)_Blood,chr3,48471771.0,48471772.0,PLXNB1;PLXNB1,TSS1500;TSS1500,S_Shore,1.682524373533253e-07,-0.0836397402447556,5.008989297657183e-09,-0.0949286029817854,Common
cg26690511,Birth_Weight(Kg)_Blood,chr3,155422103.0,155422104.0,PLCH1,TSS200,,1.6878478969520869e-07,-0.0943832572754637,1.5955999009694815e-10,0.1244707039376901,Common
cg11127112,Birth_Weight(Kg)_Blood,chr14,99503009.0,99503010.0,,,,1.9988341549920185e-07,0.1290939516575516,1.4686552702918258e-07,0.130033443524915,Common
cg26681847,Birth_Weight(Kg)_Blood,chr11,120208749.0,120208750.0,ARHGEF12,Body,S_Shore,2.009919422492655e-07,0.1646269724039476,1.0552220797891677e-06,-0.1526891589294855,Common
cg22013228,Birth_Weight(Kg)_Blood,chr17,70292747.0,70292748.0,,,,2.0263502043136763e-07,-0.1366865575002392,1.339820069306612e-07,-0.1374850544735722,Common
cg19914554,Birth_Weight(Kg)_Blood,chr17,80275401.0,80275402.0,CD7;CD7,1stExon;5'UTR,N_Shore,2.177500833373224e-07,0.0537227496763664,4.4698063654680246e-08,0.0553851680943031,Common
cg26919186,Birth_Weight(Kg)_Blood,chr18,56701751.0,56701752.0,LOC390858,TSS1500,,2.479516306858948e-07,0.1057319072568978,6.981867810978784e-08,0.1090266783490229,Common
cg01028469,Birth_Weight(Kg)_Blood,chr17,55960597.0,55960598.0,CUEDC1;CUEDC1,Body;Body,N_Shore,2.5479978138875e-07,-0.1231151825413314,4.835610279436541e-07,0.1229542279310628,Common
cg11376341,Birth_Weight(Kg)_Blood,chr10,21796152.0,21796153.0,,,N_Shore,2.783852780975604e-07,0.0759512240382569,2.45466547526669e-09,0.0921084245434834,Common
cg00308665,Birth_Weight(Kg)_Blood,chr13,47469654.0,47469655.0,HTR2A;HTR2A,Body;Body,,2.784135990230916e-07,0.1702639577056892,3.301453900595579e-07,-0.1635611735763951,Common
cg07506749,Birth_Weight(Kg)_Blood,chr16,54228447.0,54228448.0,,,Island,2.8481962512229456e-07,-0.125728689998962,6.145079052428558e-08,-0.1317145492793455,Common
cg26915799,Birth_Weight(Kg)_Blood,chr1,201852272.0,201852273.0,IPO9,3'UTR,,3.043832673030353e-07,-0.0908230202737463,6.439613789093502e-05,-0.1290904250913939,EWAS-specific
cg02916283,Birth_Weight(Kg)_Blood,chr14,90087792.0,90087793.0,,,S_Shelf,3.082723077226131e-07,-0.0703595925940041,5.249213302748212e-07,-0.0673135004271758,Common
cg07119973,Birth_Weight(Kg)_Blood,chr17,43109221.0,43109222.0,DCAKD;DCAKD,Body;Body,N_Shelf,3.2970928365083465e-07,0.0784298459813322,1.9295922126394784e-08,0.0841079808296024,Common
cg08253164,Birth_Weight(Kg)_Blood,chr12,133345322.0,133345323.0,,,,3.5629463644412855e-07,0.1012472579455141,8.847125071281723e-08,0.1068246097489148,Common
cg20239639,Birth_Weight(Kg)_Blood,chr1,32739493.0,32739494.0,LCK;LCK,5'UTR;TSS1500,N_Shore,3.644799630036936e-07,-0.0591792445445945,9.395167791502056e-07,-0.0554062603071199,Common
cg19843457,Birth_Weight(Kg)_Blood,chr12,132288611.0,132288612.0,,,S_Shelf,3.756301167344588e-07,-0.1213999636708739,6.05173352316958e-06,-0.1428878124264423,Common
cg22895981,Birth_Weight(Kg)_Blood,chr8,91480109.0,91480110.0,,,,3.806284195738057e-07,-0.1691991955695769,4.542106894515947e-07,-0.1675707596451785,Common
cg24842859,Birth_Weight(Kg)_Blood,chr1,25257599.0,25257600.0,RUNX3;RUNX3,TSS1500;Body,Island,3.899567046305706e-07,0.1009802012592075,0.0026432118870727,0.1006475259381413,EWAS-specific
cg07605834,Birth_Weight(Kg)_Blood,chr16,71475926.0,71475927.0,,,Island,3.929459084220146e-07,-0.1146243250729385,1.393351843691675e-06,-0.1059807250689994,Common
cg21155834,Birth_Weight(Kg)_Blood,chr2,149282209.0,149282210.0,,,,3.9396506016517545e-07,-0.1327036595378398,2.281651383600375e-07,-0.1369061233412508,Common
cg26961260,Birth_Weight(Kg)_Blood,chr17,29284138.0,29284139.0,ADAP2,Body,,4.187454529511543e-07,0.1553881504704617,0.0172889211206627,0.1518635377943455,EWAS-specific
cg00794911,Birth_Weight(Kg)_Blood,chr6,166260532.0,166260533.0,,,,4.265968497439734e-07,0.1189512705825947,4.0174335022764855e-08,0.1288096733254988,Common
cg15895197,Birth_Weight(Kg)_Blood,chr2,27301490.0,27301491.0,EMILIN1;EMILIN1,1stExon;5'UTR,N_Shelf,4.294834254995417e-07,0.1046760896772134,9.555851993218472e-05,0.127638439223462,EWAS-specific
cg17266357,Birth_Weight(Kg)_Blood,chr12,133720350.0,133720351.0,ZNF10,5'UTR,,4.399685388639595e-07,-0.1530755445578666,0.2059211003200207,0.0442767223411312,EWAS-specific
cg10866495,Birth_Weight(Kg)_Blood,chr22,19985125.0,19985126.0,ARVCF,5'UTR,,4.522694236436242e-07,-0.1578252670239639,4.076906026623646e-05,-0.1242007585014206,EWAS-specific
cg01076459,Birth_Weight(Kg)_Blood,chr17,2908230.0,2908231.0,RAP1GAP2;RAP1GAP2,Body;Body,,4.523661350928046e-07,-0.085854238361486,2.352212634088693e-09,0.1078757490367055,Common
cg09430518,Birth_Weight(Kg)_Blood,chr8,118662568.0,118662569.0,,,,4.567221930733721e-07,0.136968768200904,1.804380211884302e-06,0.1279917561557485,Common
cg20146105,Birth_Weight(Kg)_Blood,chr1,205547082.0,205547083.0,MFSD4,Body,,4.936054979676648e-07,0.0958920043962971,1.4194204975986998e-07,-0.1007569085294985,Common
cg01254034,Birth_Weight(Kg)_Blood,chr6,28543667.0,28543668.0,SCAND3,Body,,4.978725842240119e-07,0.1046171858225457,1.0,0.0,EWAS-specific
cg10469774,Birth_Weight(Kg)_Blood,chr11,44642932.0,44642933.0,,,,4.986874603823098e-07,0.091935221669986,0.00434962783967,0.0944718678286407,EWAS-specific
cg25214310,Birth_Weight(Kg)_Blood,chr3,149934218.0,149934219.0,,,,5.202947021286108e-07,0.0884257114258046,3.48435534069476e-07,0.0887282216197112,Common
cg14890331,Birth_Weight(Kg)_Blood,chr17,27272435.0,27272436.0,PHF12;PHF12;PHF12,Body;Body;Body,N_Shelf,5.375754246167636e-07,-0.0835352975736122,4.474315696224769e-07,0.085379648197947,Common
cg08166587,Birth_Weight(Kg)_Blood,chr12,2696048.0,2696049.0,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,5.892445204068574e-07,0.1140584036696545,2.087884495462325e-08,0.1265352723419351,Common
cg09695430,Birth_Weight(Kg)_Blood,chr11,32447944.0,32447945.0,WT1;WT1;WT1;WT1,Body;Body;Body;Body,N_Shore,5.893638842146308e-07,-0.1087230841253065,2.228234272898657e-07,-0.1120859941330113,Common
cg25150953,Birth_Weight(Kg)_Blood,chr4,41540229.0,41540230.0,LIMCH1;LIMCH1;LIMCH1,Body;Body;Body,,6.312549405303914e-07,0.1050900440779768,8.398668319752372e-07,0.0994939903496133,Common
cg04345034,Birth_Weight(Kg)_Blood,chr15,70797389.0,70797390.0,,,,6.353855196850709e-07,-0.0839083071486663,7.323364676502351e-08,-0.0893396334793713,Common
cg14997707,Birth_Weight(Kg)_Blood,chr7,93853120.0,93853121.0,,,,6.427381658667029e-07,0.1628134855569955,2.17281415531676e-07,0.1655055847757253,Common
cg05304729,Birth_Weight(Kg)_Blood,chr1,158800024.0,158800025.0,MNDA,TSS1500,,6.492302106485103e-07,0.0879725926682222,3.3124655518115097e-07,0.0891583278434502,Common
cg16283208,Birth_Weight(Kg)_Blood,chr11,59323398.0,59323399.0,,,,6.673483198588768e-07,-0.0858306626758028,8.479039930605373e-06,-0.0781734642081317,Common
cg03063309,Birth_Weight(Kg)_Blood,chr4,24796919.0,24796920.0,SOD3,TSS200,,6.686186611940118e-07,0.10855992774953,2.890404434830856e-08,0.1193027923386453,Common
cg02343628,Birth_Weight(Kg)_Blood,chr15,93790914.0,93790915.0,,,,7.131518904176934e-07,0.0896231484413125,8.243638378837313e-06,0.0840206321483738,Common
cg26604214,Birth_Weight(Kg)_Blood,chr17,2907678.0,2907679.0,RAP1GAP2;RAP1GAP2,Body;Body,,7.466249141456758e-07,-0.0760905419795145,5.952786415630488e-05,-0.081400309728713,EWAS-specific
cg07749613,Birth_Weight(Kg)_Blood,chr2,97073539.0,97073540.0,,,,7.548469705087033e-07,-0.0875683277791796,0.0003997155095908,-0.1143815572048134,EWAS-specific
cg11291745,Birth_Weight(Kg)_Blood,chr15,52587354.0,52587355.0,MYO5C,Body,Island,7.762176893217944e-07,-0.0956766530957489,3.1619209908097674e-08,-0.1097468959925231,Common
cg09124496,Birth_Weight(Kg)_Blood,chr7,41735851.0,41735852.0,LOC285954;LOC285954;INHBA,Body;Body;Body,,7.87017168971907e-07,0.0914272635866623,1.5415959897121924e-08,-0.1021728467658122,Common
cg04872675,Birth_Weight(Kg)_Blood,chr12,108983234.0,108983235.0,,,,7.93666417879847e-07,0.0751654054636818,6.031492316281309e-07,-0.0780883376277812,Common
cg12121075,Birth_Weight(Kg)_Blood,chr12,121615201.0,121615202.0,P2RX7,Body,,8.097180472989316e-07,0.0899903989420437,2.3323730412458585e-08,-0.1013065363704987,Common
cg12550597,Birth_Weight(Kg)_Blood,chr19,17664484.0,17664485.0,FAM129C,3'UTR,N_Shore,8.287419139877686e-07,0.0901354023069361,2.076796190960725e-06,0.0858780886310759,Common
cg16664015,Birth_Weight(Kg)_Blood,chr3,45152150.0,45152151.0,CDCP1;CDCP1,Body;Body,,8.357368963771924e-07,-0.1102540063601999,4.074511076186298e-06,-0.1033826982205043,Common
cg02354225,Birth_Weight(Kg)_Blood,chr2,151165708.0,151165709.0,,,,8.587572491776111e-07,0.1528041334982831,0.0752033014964431,0.1036363640070871,EWAS-specific
cg16471167,Birth_Weight(Kg)_Blood,chr16,88079739.0,88079740.0,BANP;BANP,Body;Body,,8.597882664746357e-07,-0.0769828083776052,6.03335166348819e-08,-0.0818344008121503,Common
cg13869942,Birth_Weight(Kg)_Blood,chr1,151878061.0,151878062.0,THEM4,Body,N_Shelf,8.966660812089099e-07,-0.0732298489099996,4.016131457209357e-07,-0.0745711391651929,Common
cg26947831,Birth_Weight(Kg)_Blood,chr16,86018811.0,86018812.0,,,,9.270073689550956e-07,0.1362582948670148,5.244327174772479e-09,0.1534607522453241,Common
cg14527610,Birth_Weight(Kg)_Blood,chr4,16077853.0,16077854.0,PROM1;PROM1;PROM1;PROM1;PROM1;PROM1;PROM1,TSS200;TSS200;TSS200;5'UTR;TSS200;TSS200;5'UTR,,9.315134060000509e-07,-0.1131493500269663,8.303516112947098e-06,0.1028178474797149,Common
cg00849491,Birth_Weight(Kg)_Blood,chr18,6510785.0,6510786.0,LINC01387,TSS1500,,9.356545185753844e-07,-0.1077571305255441,1.6843765079269631e-06,-0.1072553732464106,Common
cg10815995,Birth_Weight(Kg)_Blood,chr9,18777555.0,18777556.0,ADAMTSL1,Body,Island,9.7643540475544e-07,-0.1098547056186152,3.0929262902361815e-05,-0.103694626277657,Common
cg26370729,Birth_Weight(Kg)_Blood,chr5,76115672.0,76115673.0,F2RL1,Body,Island,9.979963888054346e-07,-0.1045165794281197,0.0006460931407138,-0.1230711954078283,EWAS-specific
cg11632685,Birth_Weight(Kg)_Blood,chr20,25128770.0,25128771.0,LOC284798;LOC284798;LOC284798,TSS200;Body;Body,Island,1.002489783338256e-06,-0.0871731676016017,2.219895485300425e-05,-0.0838066358186788,Common
cg17927824,Birth_Weight(Kg)_Blood,chr5,116929992.0,116929993.0,,,,1.062825972366112e-06,0.1151882111159001,1.6654868083881914e-06,0.1111503376701683,Common
cg12161905,Birth_Weight(Kg)_Blood,chr19,55174380.0,55174381.0,LILRB4;LILRB4;LILRB4;LILRB4,5'UTR;1stExon;1stExon;5'UTR,,1.0661759517050403e-06,0.1078556682323091,1.0,0.0,EWAS-specific
cg26884581,Birth_Weight(Kg)_Blood,chr11,64527414.0,64527415.0,PYGM;PYGM;PYGM;PYGM,1stExon;1stExon;5'UTR;5'UTR,,1.0667058268658464e-06,0.0741595888171244,0.000171685574332,0.0798944011250085,EWAS-specific
cg01824466,Birth_Weight(Kg)_Blood,chr8,95959531.0,95959532.0,TP53INP1;TP53INP1,5'UTR;5'UTR,N_Shore,1.1252005788479296e-06,-0.0671453663962875,1.1910243163908069e-07,-0.0729763084501656,Common
cg11443367,Birth_Weight(Kg)_Blood,chr11,132477294.0,132477295.0,OPCML;OPCML,Body;Body,,1.1529649804068433e-06,-0.1398491009503342,6.518237150304105e-07,0.1440040916961877,Common
cg08457514,Birth_Weight(Kg)_Blood,chr1,61803736.0,61803737.0,NFIA;NFIA;NFIA;NFIA,Body;Body;Body;Body,,1.154646620942618e-06,0.0810637937033185,1.8602225216349368e-06,0.0826401681187442,Common
cg19274629,Birth_Weight(Kg)_Blood,chrX,63449260.0,63449261.0,ASB12,5'UTR,,1.1603083199667995e-06,0.2035366614693116,1.061201994727513e-06,0.2046643788064904,Common
cg01228288,Birth_Weight(Kg)_Blood,chr14,99501901.0,99501902.0,,,,1.1782692691934691e-06,0.0740769034889719,1.5140053604175887e-06,0.0734735121469337,Common
cg03997105,Birth_Weight(Kg)_Blood,chr16,54404570.0,54404571.0,,,,1.181419664193257e-06,0.1152893558347391,2.778523146681812e-06,0.1094024090476658,Common
cg09765258,Birth_Weight(Kg)_Blood,chr4,108815627.0,108815628.0,SGMS2;SGMS2;SGMS2,5'UTR;5'UTR;5'UTR,,1.2375487773309392e-06,0.1336262054533399,1.2531602443448112e-07,0.1408266598479065,Common
cg23147227,Birth_Weight(Kg)_Blood,chr12,7060187.0,7060188.0,PTPN6;PTPN6;PTPN6,TSS1500;Body;TSS1500,,1.2523773894301425e-06,0.1605203893013078,0.1349387877413871,0.1399990587926532,EWAS-specific
cg09888648,Birth_Weight(Kg)_Blood,chr8,143456215.0,143456216.0,TSNARE1;TSNARE1,5'UTR;5'UTR,,1.2743773305199124e-06,0.0996106456455017,1.500378717466682e-05,0.0946497207702485,Common
cg04046848,Birth_Weight(Kg)_Blood,chr11,95078149.0,95078150.0,,,,1.2889546178164374e-06,-0.1078985073332632,1.2302782011608131e-06,-0.1169862978988233,Common
cg21730533,Birth_Weight(Kg)_Blood,chr7,38370676.0,38370677.0,,,,1.3114065328170944e-06,0.0803824857219201,2.9817886559630844e-07,0.0836155741305188,Common
cg05282036,Birth_Weight(Kg)_Blood,chr16,7455377.0,7455378.0,RBFOX1;RBFOX1;RBFOX1;RBFOX1;RBFOX1;RBFOX1;RBFOX1,Body;Body;Body;Body;Body;Body;Body,,1.3165571602616784e-06,-0.1495314508741738,8.342033935428196e-07,-0.152321733575552,Common
cg25124943,Birth_Weight(Kg)_Blood,chr10,4117248.0,4117249.0,,,,1.369442135087495e-06,-0.1485067034476032,5.869317701289754e-07,0.1549430131732734,Common
cg02765031,Birth_Weight(Kg)_Blood,chr10,85462980.0,85462981.0,,,,1.3924451136706304e-06,-0.1122619665006354,1.2985653142659803e-06,0.1102459355591668,Common
cg11384744,Birth_Weight(Kg)_Blood,chr7,16794623.0,16794624.0,TSPAN13,Body,S_Shore,1.3936439016333833e-06,-0.0686209488154694,5.372261188122274e-07,-0.0710001063194922,Common
cg14355134,Birth_Weight(Kg)_Blood,chr20,61704021.0,61704022.0,,,Island,1.429130955488657e-06,0.1379313055451982,8.010687590570567e-07,0.1401346474517797,Common
cg07788865,Birth_Weight(Kg)_Blood,chr10,30101042.0,30101043.0,,,,1.4551253371416129e-06,-0.0719292779337475,7.389739713457147e-08,-0.0808956530931055,Common
cg17491622,Birth_Weight(Kg)_Blood,chr1,1369616.0,1369617.0,VWA1;VWA1,TSS1500;TSS1500,N_Shore,1.462074744446269e-06,-0.1014187095932431,2.3242487525473764e-06,-0.1005164444904228,Common
cg03403996,Birth_Weight(Kg)_Blood,chr6,30074162.0,30074163.0,TRIM31,Body,S_Shelf,1.4662438720857593e-06,-0.1437802980366958,1.0,0.0,EWAS-specific
cg00028013,Birth_Weight(Kg)_Blood,chr15,74218697.0,74218698.0,LOXL1,TSS200,Island,1.4810136962674024e-06,0.0792954228935953,1.599851681629302e-07,0.0917803418523113,Common
cg24719399,Birth_Weight(Kg)_Blood,chr3,121722023.0,121722024.0,ILDR1;ILDR1;ILDR1,Body;Body;Body,,1.492279975520395e-06,-0.124753602788431,1.1730373866516363e-06,-0.1269798452203155,Common
cg10750182,Birth_Weight(Kg)_Blood,chr10,73497514.0,73497515.0,C10orf105;C10orf105;CDH23,5'UTR;1stExon;Body,,1.522907359037368e-06,-0.0784610842622383,4.02027975489681e-07,0.0801360297354997,Common
cg09293881,Birth_Weight(Kg)_Blood,chr20,49063114.0,49063115.0,,,,1.585548989804378e-06,0.1218243740648161,1.846171334338338e-07,0.1335009601914571,Common
cg20589883,Birth_Weight(Kg)_Blood,chr4,111115135.0,111115136.0,ELOVL6;ELOVL6,Body;Body,N_Shelf,1.5975169370095491e-06,-0.1098246211667144,1.2068340504646421e-07,-0.1194881400626929,Common
cg26149309,Birth_Weight(Kg)_Blood,chr4,7710363.0,7710364.0,SORCS2,Body,,1.61282403635559e-06,-0.098728567889083,1.0348899896877495e-06,-0.1006733082382607,Common
cg16483163,Birth_Weight(Kg)_Blood,chr12,1778618.0,1778619.0,,,,1.6432771651129494e-06,0.1480881648280858,8.916208348390119e-07,0.1522359996195287,Common
cg18165178,Birth_Weight(Kg)_Blood,chr10,34313965.0,34313966.0,,,,1.679256857200058e-06,-0.1453571802924431,7.276469717009551e-07,-0.150057999917024,Common
cg16652005,Birth_Weight(Kg)_Blood,chr18,37184986.0,37184987.0,LINC00669,Body,,1.7168407521260676e-06,-0.0793430178754282,7.809736997968189e-06,-0.0726847002653805,Common
cg12920004,Birth_Weight(Kg)_Blood,chr17,70556779.0,70556780.0,,,,1.938286256326193e-06,-0.1150824143296618,4.840623780375697e-07,0.1199196528113726,Common
cg16691087,Birth_Weight(Kg)_Blood,chr20,20036684.0,20036685.0,C20orf26;CRNKL1;CRNKL1;C20orf26,5'UTR;5'UTR;1stExon;TSS1500,S_Shelf,2.005609890156084e-06,0.0885256709415333,0.0001717773504283,0.0781424162675282,EWAS-specific
cg06062378,Birth_Weight(Kg)_Blood,chr5,112387002.0,112387003.0,MCC;MCC,Body;Body,,2.042120981853168e-06,-0.0641674089865949,5.118312971669553e-07,-0.0670886239517104,Common
cg05113558,Birth_Weight(Kg)_Blood,chr8,145702343.0,145702344.0,FOXH1,TSS1500,N_Shore,2.066101505357884e-06,-0.1097606384655079,5.045032536965955e-06,-0.1038841501964978,Common
cg22564826,Birth_Weight(Kg)_Blood,chr14,99541454.0,99541455.0,,,,2.075986003191103e-06,0.1396309621488206,0.0077721424726282,-0.1001732984140555,EWAS-specific
cg04800984,Birth_Weight(Kg)_Blood,chr9,74907525.0,74907526.0,,,,2.146507057994952e-06,-0.0692878977420139,1.8907570760632985e-06,-0.0697132753263696,Common
cg08140274,Birth_Weight(Kg)_Blood,chr17,56769520.0,56769521.0,RAD51C;RAD51C;RAD51C;RAD51C;TEX14;TEX14;TEX14,TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;TSS200,N_Shore,2.1682935625182328e-06,-0.1226535048344279,1.1421771096683892e-05,0.123813496492051,Common
cg02863179,Birth_Weight(Kg)_Blood,chr10,63779053.0,63779054.0,ARID5B,Body,,2.242045867420938e-06,-0.1021293128880444,7.278257593764349e-05,-0.0845876394029946,EWAS-specific
cg00934087,Birth_Weight(Kg)_Blood,chr2,27614310.0,27614311.0,PPM1G;PPM1G,Body;Body,N_Shore,2.3032403018643605e-06,0.0574786868731408,7.900446445079522e-08,0.0637428338689521,Common
cg11063371,Birth_Weight(Kg)_Blood,chr17,17404595.0,17404596.0,,,,2.3141897361603927e-06,-0.1563695928083285,4.951783061164237e-05,0.1341039598584177,EWAS-specific
