CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_CHALM,Effect_CHALM,P_CAMDA,Effect_CAMDA,P_haEWAS,Effect_haEWAS,haEWAS_Driver,Group
cg16670155,Waist_Circumference_CM_GSE115278,chr19,18557220,18557221,ELL,Body,Island,0.797318985039884,0.000162300674614,3.48273040123054e-07,0.0150046453410611,0.756730610964768,0.0001956815148072,3.48273040123054e-07,0.0150046453410611,CHALM,haEWAS-specific
cg12483984,Waist_Circumference_CM_GSE115278,chr20,62545440,62545441,DNAJC5,5'UTR,,0.732604591641416,0.0002058315424756,2.52165088558578e-07,-0.0111832042143147,0.372728476598979,-0.0005574967327184,2.52165088558578e-07,-0.0111832042143147,CHALM,haEWAS-specific
cg06538774,Waist_Circumference_CM_GSE115278,chr22,24584247,24584248,SUSD2,Body,Island,0.128904962740718,0.0008014219261322,5.56733048690061e-07,0.0117531541455614,0.323265458617558,-0.0005292611123725,5.56733048690061e-07,0.0117531541455614,CHALM,haEWAS-specific
cg19357275,Waist_Circumference_CM_GSE115278,chr1,248855040,248855041,,,Island,0.68029658840156,-0.0004201643521898,6.95649200323317e-07,-0.001941071895822,0.464812414991872,0.0007652503326901,6.95649200323317e-07,-0.001941071895822,CHALM,haEWAS-specific
cg02444957,Waist_Circumference_CM_GSE115278,chr2,69440951,69440952,ANTXR1,Body,,4.19417570174433e-05,0.0074255974818643,6.27052272108123e-06,0.0087738749226968,1.4238870186866e-05,-0.0048348099590694,6.27052272108123e-06,0.0087738749226968,CHALM,haEWAS-specific
cg03343669,Waist_Circumference_CM_GSE115278,chr2,46479374,46479375,,,,0.276444159033274,0.0005386244444509,6.4185930941425e-07,0.0157287526492323,0.314497558808259,-0.0004490665943243,6.4185930941425e-07,0.0157287526492323,CHALM,haEWAS-specific
cg11988253,Waist_Circumference_CM_GSE115278,chr2,239888063,239888064,,,N_Shore,0.0246376040944617,0.0018796284037562,2.37418912384229e-07,0.0120302590688592,0.0313070578184832,-0.0017806979740087,2.37418912384229e-07,0.0120302590688592,CHALM,haEWAS-specific
cg01883759,Waist_Circumference_CM_GSE115278,chr7,28220576,28220577,JAZF1,TSS200,S_Shore,1.1508205810872e-05,-0.0044038080515853,3.68873208425911e-07,-0.004469355494945,7.57938086194795e-07,-0.0015080362031755,3.68873208425911e-07,-0.004469355494945,CHALM,haEWAS-specific
cg12086850,Waist_Circumference_CM_GSE115278,chr7,1351839,1351840,,,Island,0.700493207528405,-0.0002768716962625,4.95606318222821e-06,0.014732273657428,0.41387633241014,0.0005577937183114,4.95606318222821e-06,0.014732273657428,CHALM,haEWAS-specific
cg02401524,Waist_Circumference_CM_GSE115278,chr10,134833335,134833336,,,N_Shore,0.967185173481536,6.98694634750642e-05,3.83291014024535e-06,-0.0037606471715363,6.89466210907836e-07,0.0047581994449642,6.89466210907836e-07,0.0047581994449642,CHALM,haEWAS-specific
cg19993680,Waist_Circumference_CM_GSE115278,chr10,5576748,5576749,,,,0.952596343180793,-3.92412046927459e-05,1.608532666274e-08,0.0143695037856403,0.911501466778469,6.92127794837023e-05,1.608532666274e-08,0.0143695037856403,CHALM,haEWAS-specific
cg07224531,Waist_Circumference_CM_GSE115278,chr16,67183225,67183226,B3GNT9,Body,Island,0.169362286205124,0.0008287676346291,4.30090614270302e-09,-0.0123810358869755,0.363203962641715,-0.0005650129383497,4.30090614270302e-09,-0.0123810358869755,CHALM,haEWAS-specific
cg02438965,Waist_Circumference_CM_GSE115278,chr17,31200009,31200010,MYO1D,Body,N_Shelf,0.57736092493716,-0.0004105920830587,6.4512639327368e-06,-0.000836467119006,0.160016780246795,-0.0008923827997337,6.4512639327368e-06,-0.000836467119006,CHALM,haEWAS-specific
cg02337283,Waist_Circumference_CM_GSE115278,chr19,10599976,10599977,KEAP1;KEAP1,Body;Body,N_Shelf,0.0358212618246641,0.0014721042680998,2.61473957261047e-06,-0.0192705461429558,0.0390997384141371,-0.0015149308743584,2.61473957261047e-06,-0.0192705461429558,CHALM,haEWAS-specific
cg12872398,Waist_Circumference_CM_GSE115278,chr19,5110601,5110602,KDM4B,Body,Island,0.762890806477845,0.0003218227075745,4.76188790992098e-06,-0.014227120781757,0.960228649058334,-4.39140922072814e-05,4.76188790992098e-06,-0.014227120781757,CHALM,haEWAS-specific
cg21527556,Waist_Circumference_CM_GSE115278,chr19,1984998,1984999,,,N_Shore,0.83173528769961,0.0001085363393011,2.74322891471687e-06,-0.033154179427714,1.182310500575e-05,-0.0018467301057593,2.74322891471687e-06,-0.033154179427714,CHALM,haEWAS-specific
cg24030434,Waist_Circumference_CM_GSE115278,chr19,45575134,45575135,ZNF296,Body,Island,0.6012861654198,0.00032399206261,3.92310419935989e-08,0.0116937055325473,0.866293851765975,9.59438016388869e-05,3.92310419935989e-08,0.0116937055325473,CHALM,haEWAS-specific
cg14543998,Waist_Circumference_CM_GSE115278,chr20,3220719,3220720,,,Island,0.374983813560184,-0.0006625724780904,6.7594434431653e-06,-0.0019297213977096,0.0034768007658144,-0.0007637754091192,6.7594434431653e-06,-0.0019297213977096,CHALM,haEWAS-specific
cg09849774,Waist_Circumference_CM_GSE115278,chr21,43526787,43526788,UMODL1;UMODL1;C21orf128,Body;Body;Body,Island,0.0615840694194588,0.0011220791351281,8.46696872215193e-07,0.0158081592868483,0.109689153049553,-0.0009192999063584,8.46696872215193e-07,0.0158081592868483,CHALM,haEWAS-specific
