CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,FDR_Beta,P_haEWAS,Effect_haEWAS,FDR_haEWAS,Group
cg13053914,Liver_Cancer_Liver,chr7,75511260.0,75511261.0,RHBDD2;RHBDD2,Body;5'UTR,S_Shelf,2.0669392554193332e-22,0.2892891101146511,7.713356214775667e-18,2.6862732427852e-06,-0.1623171257814325,0.0079581634897877,Common
cg05463307,Liver_Cancer_Liver,chr6,138729779.0,138729780.0,HEBP2,Body,S_Shelf,2.39678201960062e-22,0.3098172443250003,8.305380413934773e-18,0.0009530084076713,-0.1210167526310599,0.1328931566074509,Beta-only
cg13501446,Liver_Cancer_Liver,chr9,138900624.0,138900625.0,,,N_Shelf,3.3230548308522743e-22,-0.3997094019001132,1.0747446087641298e-17,0.0006928175926986,0.3615401763663555,0.1144950694703254,Beta-only
cg22659267,Liver_Cancer_Liver,chr4,3517885.0,3517886.0,LRPAP1,Body,N_Shore,7.573035631675269e-22,0.3624366765420214,2.2961964681439097e-17,1.2272620305618726e-10,-0.2860409988436008,6.180859764518759e-06,Common
cg06210783,Liver_Cancer_Liver,chr11,68205335.0,68205336.0,LRP5,Body,N_Shore,2.3151153562765522e-21,-0.3445972908694003,6.606671928857647e-17,4.451801103321071e-05,0.1537071259454375,0.0323610920704101,Common
cg19897979,Liver_Cancer_Liver,chr1,25687812.0,25687813.0,TMEM50A,3'UTR,,3.0931581147066607e-21,-0.3414004364951528,7.951205660346235e-17,3.392615661075029e-05,0.1549488153032212,0.0283935797375116,Common
cg08737189,Liver_Cancer_Liver,chr7,131223417.0,131223418.0,PODXL;PODXL,Body;Body,,3.1140641918693814e-21,-0.3616026538782207,7.951205660346235e-17,1.031784236617738e-11,0.2946450666066445,1.0392749901755828e-06,Common
cg05695699,Liver_Cancer_Liver,chr1,33235324.0,33235325.0,KIAA1522,Body,N_Shore,3.8000415812602164e-21,-0.3238998832020191,9.21758986179175e-17,4.68826213175037e-08,0.2090601822164792,0.000535474605771,Common
cg10843210,Liver_Cancer_Liver,chr3,195613589.0,195613590.0,TNK2;TNK2,Body;Body,Island,5.200204184384802e-21,-0.3464047383100729,1.2013239315118018e-16,5.070510418922061e-09,0.2320878318778941,0.0001075225752539,Common
cg09315878,Liver_Cancer_Liver,chr1,1152580.0,1152581.0,SDF4;SDF4,3'UTR;3'UTR,Island,6.7347312850955336e-21,-0.3217488454790882,1.441518371114485e-16,3.53401473280536e-06,0.1878585545824005,0.0088991791994138,Common
cg18195165,Liver_Cancer_Liver,chr7,5549570.0,5549571.0,FBXL18,Body,N_Shelf,6.903504162073628e-21,-0.3017687157411732,1.441518371114485e-16,0.0001771296043059,0.1307234072063856,0.0626019527134162,Beta-only
cg07507257,Liver_Cancer_Liver,chr18,21112105.0,21112106.0,NPC1,3'UTR,,7.131360582347375e-21,0.3441797046536594,1.441518371114485e-16,1.102188235864777e-09,-0.2618693489158328,3.403758603716521e-05,Common
cg07688052,Liver_Cancer_Liver,chr19,16637309.0,16637310.0,CHERP,Body,S_Shore,9.098413826526486e-21,0.3482417692399043,1.7655690392306484e-16,3.0960334389227857e-06,0.1997203232873082,0.0412304963238656,Common
cg27017251,Liver_Cancer_Liver,chr22,22334553.0,22334554.0,TOP3B,5'UTR,N_Shelf,1.0434733150688535e-20,0.3223846547863945,1.947004818510262e-16,1.1046258815950584e-06,-0.1940249062228964,0.0043789422330591,Common
cg01437439,Liver_Cancer_Liver,chr1,9383245.0,9383246.0,SPSB1,5'UTR,,1.1290014387158202e-20,-0.3458714661780547,2.0285688776505354e-16,1.5280741370634685e-05,0.1752526915000337,0.0193308582215965,Common
cg26282205,Liver_Cancer_Liver,chr10,75602367.0,75602368.0,CAMK2G;CAMK2G;CAMK2G;CAMK2G;CAMK2G,Body;Body;Body;Body;Body,S_Shelf,1.376515043461837e-20,0.3204855880873792,2.3849647126774446e-16,0.0085975441530694,-0.23954198209673,0.3002500588929787,Beta-only
cg17453767,Liver_Cancer_Liver,chr4,144277796.0,144277797.0,GAB1;GAB1,Body;Body,,1.961740838601363e-20,0.3064555355217792,3.2817286026604067e-16,2.807605960013895e-05,-0.1586005325905664,0.0257675551643152,Common
cg07539709,Liver_Cancer_Liver,chr17,80545454.0,80545455.0,FOXK2,Body,Island,4.879391840728581e-20,-0.299183041355065,7.890480810281657e-16,2.44372953002114e-08,0.2042041964438189,0.0003281961341878,Common
cg17537493,Liver_Cancer_Liver,chr11,65172538.0,65172539.0,FRMD8,Body,Island,5.46650611241986e-20,-0.3451657715118059,8.554747022014062e-16,1.2499755053542708e-05,0.1771616106655812,0.0180050805910476,Common
cg05255168,Liver_Cancer_Liver,chr16,1518657.0,1518658.0,CLCN7;CLCN7,Body;Body,S_Shelf,2.8937103119491683e-19,-0.3454778009402628,4.386964304206912e-15,3.275713927810524e-06,0.2062941902718542,0.0086364390130659,Common
cg03917020,Liver_Cancer_Liver,chr16,85285139.0,85285140.0,,,,3.2558760352773844e-19,0.3340803376944324,4.7864436268792496e-15,0.0098555015032809,-0.1158363470603169,0.3154198886073498,Beta-only
cg18321533,Liver_Cancer_Liver,chr14,21162163.0,21162164.0,ANG;RNASE4;RNASE4;ANG,Body;5'UTR;5'UTR;Body,,6.306007264083774e-19,0.3144913624149209,8.99776355891831e-15,0.087088602474696,-0.2527184477296062,0.6094521683931585,Beta-only
cg18404559,Liver_Cancer_Liver,chr7,151322523.0,151322524.0,PRKAG2;PRKAG2;PRKAG2,Body;Body;Body,,1.0606339535748025e-18,-0.3696818015687672,1.4701326015191354e-14,0.005158877083967,0.2811828070078974,0.24974668998875,Beta-only
cg22498365,Liver_Cancer_Liver,chr17,80829028.0,80829029.0,TBCD,Body,N_Shore,1.1638322271570125e-18,-0.3059965451971476,1.5683641449803017e-14,4.919310598641738e-05,0.150333725095947,0.0337650752544318,Common
cg19774788,Liver_Cancer_Liver,chr3,52127988.0,52127989.0,WDR51A;WDR51A;WDR51A,Body;Body;Body,,1.2301533546872668e-18,-0.2361671870098418,1.6129338570615902e-14,0.0052919565653458,0.0763856071768769,0.2518216143397483,Beta-only
cg27648216,Liver_Cancer_Liver,chr22,46460338.0,46460339.0,,,S_Shelf,2.068977786582567e-18,-0.3456345094237329,2.6413822699541767e-14,6.98608577441014e-07,0.2090362627859059,0.0033518642957773,Common
cg04801430,Liver_Cancer_Liver,chr19,3659739.0,3659740.0,PIP5K1C,Body,Island,2.2170427790536984e-18,0.2931609545666749,2.7578363601156403e-14,6.577133577921767e-07,-0.1972123217932047,0.0032860209795081,Common
cg17801765,Liver_Cancer_Liver,chr1,958274.0,958275.0,AGRN,Body,S_Shore,2.9124546264455453e-18,-0.305236060722788,3.5323050634553844e-14,4.754277081135264e-05,0.1586114479355728,0.0333830945382484,Common
cg04904815,Liver_Cancer_Liver,chr6,41010654.0,41010655.0,TSPO2;TSPO2,5'UTR;5'UTR,,3.670614198774695e-18,-0.2660429019896146,4.34324082162382e-14,1.4907069579222815e-05,0.1601288963937966,0.019218833331759,Common
cg14791054,Liver_Cancer_Liver,chr15,101442769.0,101442770.0,ALDH1A3,Body,,4.902462796352801e-18,-0.2468425320371278,5.6627063782319784e-14,8.467113850823792e-10,-0.2385698305277077,2.842861699126924e-05,Common
cg24659758,Liver_Cancer_Liver,chr10,71891123.0,71891124.0,AIFM2,5'UTR,N_Shore,5.974732856138741e-18,-0.2383482195059952,6.646603474224782e-14,9.22479493599327e-13,0.2742266016166837,1.2389022596304774e-07,Common
cg11549166,Liver_Cancer_Liver,chr1,1846098.0,1846099.0,CALML6,TSS200,N_Shelf,6.028280049427688e-18,0.2908168745709124,6.646603474224782e-14,0.0018031419251345,0.1348304624601407,0.4318004184546624,Beta-only
cg27016272,Liver_Cancer_Liver,chr3,32344486.0,32344487.0,CMTM8,Body,,7.746248107070301e-18,0.3029834946441169,8.35098908984694e-14,0.0090922953492994,-0.1132093442775354,0.3062466281068505,Beta-only
cg14720543,Liver_Cancer_Liver,chr3,11611878.0,11611879.0,VGLL4;VGLL4;VGLL4;VGLL4,Body;Body;Body;TSS1500,S_Shore,8.392963759571949e-18,-0.3295950576878,8.851493264445435e-14,0.0139400073832206,0.3508582632764658,0.3522751225925903,Beta-only
cg00738178,Liver_Cancer_Liver,chr1,53480710.0,53480711.0,SCP2;SCP2;SCP2;SCP2,1stExon;1stExon;Body;1stExon,,1.0735875278295521e-17,-0.2863437671308256,1.108150193539316e-13,0.3109884829053325,-0.1216446508376007,0.8172124876322931,Beta-only
cg09180239,Liver_Cancer_Liver,chr16,85666676.0,85666677.0,KIAA0182;KIAA0182,5'UTR;Body,Island,1.9590006943419318e-17,0.3099137339753308,1.9799415955141578e-13,0.0076348109791099,-0.1153876380036173,0.2877637869625257,Beta-only
cg05375100,Liver_Cancer_Liver,chr16,565623.0,565624.0,RAB11FIP3;RAB11FIP3,Body;Body,Island,2.7543780643872508e-17,0.3376797596693017,2.665597485736867e-13,1.0,0.0,1.0,Beta-only
cg06094085,Liver_Cancer_Liver,chr16,2136269.0,2136270.0,TSC2;TSC2;TSC2,Body;Body;Body,S_Shore,2.761744477384551e-17,0.2625092024151058,2.665597485736867e-13,0.0033216523836436,-0.1061772942516845,0.2129366797103531,Beta-only
cg23807215,Liver_Cancer_Liver,chr2,101666942.0,101666943.0,TBC1D8,Body,,2.802242523618986e-17,0.2713292227601778,2.665597485736867e-13,9.060141103418624e-05,-0.1455526272198449,0.0457919156133359,Common
cg02289739,Liver_Cancer_Liver,chr7,131156554.0,131156555.0,MKLN1;MKLN1,Body;Body,,3.6254963731252034e-17,0.3151005810960748,3.379972310023851e-13,1.2795805699884113e-05,-0.1930591961932557,0.0180050805910476,Common
cg12624087,Liver_Cancer_Liver,chr22,32341561.0,32341562.0,C22orf24;YWHAH,TSS1500;Body,S_Shore,3.692580610830149e-17,-0.3285374791376535,3.379972310023851e-13,3.537181972434059e-07,-0.2500029167134898,0.0022816358305435,Common
cg21982437,Liver_Cancer_Liver,chr19,51670432.0,51670433.0,SIGLECP3,TSS200,,4.426610932557176e-17,-0.2480622340810551,3.9768262746711013e-13,6.500201772871654e-05,-0.1603369180334418,0.1589002503443965,Beta-only
cg05647756,Liver_Cancer_Liver,chr17,73805997.0,73805998.0,UNK,Body,,4.7841927543300997e-17,0.3156255075458552,4.144571812680207e-13,6.049104792251735e-07,-0.2133913775044743,0.003085074072427,Common
cg15010544,Liver_Cancer_Liver,chr3,195613641.0,195613642.0,TNK2;TNK2,Body;Body,Island,5.138011248061053e-17,-0.3516742851544065,4.3544203320925697e-13,0.000119127654457,0.1825266210267276,0.0519448143845863,Beta-only
cg23204680,Liver_Cancer_Liver,chr6,16352745.0,16352746.0,ATXN1;ATXN1,5'UTR;5'UTR,,5.2059418850036187e-17,-0.3187800021860805,4.3544203320925697e-13,0.0040956798980483,0.3462264552570439,0.2303414033561238,Beta-only
cg06208834,Liver_Cancer_Liver,chr1,243656201.0,243656202.0,SDCCAG8;AKT3,Body;3'UTR,S_Shelf,7.154214300513009e-17,0.2939432404123398,5.882595148851147e-13,1.0,0.0,1.0,Beta-only
cg23401796,Liver_Cancer_Liver,chr8,141248667.0,141248668.0,TRAPPC9;TRAPPC9,Body;Body,,8.484033832889338e-17,-0.3638968715859764,6.712981500724697e-13,1.2538947491590345e-05,0.2184499574702526,0.0180050805910476,Common
cg10939569,Liver_Cancer_Liver,chr6,30520619.0,30520620.0,GNL1,Body,N_Shelf,8.495873851894064e-17,0.3334124480770531,6.712981500724697e-13,1.0,0.0,1.0,Beta-only
cg06649282,Liver_Cancer_Liver,chr16,58054982.0,58054983.0,C16orf57,3'UTR,N_Shelf,8.579226086251574e-17,0.2192950138204018,6.712981500724697e-13,4.838051055988117e-08,-0.1624326568675674,0.000535474605771,Common
cg07086179,Liver_Cancer_Liver,chr16,67979677.0,67979678.0,SLC12A4;SLC12A4;SLC12A4;SLC12A4;SLC12A4,Body;Body;Body;Body;Body,,9.341770999620403e-17,-0.3054356037572008,7.193623344153723e-13,0.0016389573996925,0.1298593444223294,0.1646546976173348,Beta-only
cg05745622,Liver_Cancer_Liver,chr17,80510469.0,80510470.0,FOXK2,Body,,9.646986533669814e-17,0.3426099221987905,7.312581600102766e-13,0.0001571132697001,0.1825378686817066,0.2143359497929962,Beta-only
cg24361256,Liver_Cancer_Liver,chr22,50637945.0,50637946.0,SELO;TRABD,TSS1500;3'UTR,N_Shore,9.851457986747716e-17,0.2978046730580342,7.352688714721396e-13,7.129455212747097e-05,-0.1682882175165583,0.0401746296928203,Common
cg00454447,Liver_Cancer_Liver,chr16,3728185.0,3728186.0,TRAP1,Body,S_Shelf,1.1018485898001203e-16,0.2962719966613331,8.099104669974578e-13,0.0640729325202486,-0.1676124561401672,0.561424603259926,Beta-only
cg10905180,Liver_Cancer_Liver,chr11,4701824.0,4701825.0,OR51E2,3'UTR,,1.2102883524742448e-16,-0.2319975450995238,8.745904363982731e-13,3.317104452724241e-05,-0.1608893619767399,0.1320004600870434,Beta-only
cg03567939,Liver_Cancer_Liver,chr7,151506147.0,151506148.0,PRKAG2;PRKAG2,5'UTR;Body,,1.2258987711583587e-16,-0.3060511701647926,8.745904363982731e-13,1.9226189290978628e-08,0.2429090904338239,0.0002766538775033,Common
cg20462493,Liver_Cancer_Liver,chr5,157340439.0,157340440.0,,,,1.3636360453608446e-16,0.3052610318137584,9.587566932202205e-13,0.0018298207233638,0.1489417328800328,0.4339860039741645,Beta-only
cg26956535,Liver_Cancer_Liver,chr12,6880640.0,6880641.0,LAG3,TSS1500,N_Shelf,1.4356327263534042e-16,0.3034627905685976,9.949570573836475e-13,4.293023093612161e-07,-0.2146659338087583,0.002575829664252,Common
cg06937491,Liver_Cancer_Liver,chr12,1943722.0,1943723.0,LRTM2;LRTM2;CACNA2D4;LRTM2,Body;Body;Body;Body,,1.4782006775884103e-16,-0.1939387897680418,1.010029539322737e-12,3.0177092093768544e-05,0.1267764871939805,0.0265358230727005,Common
cg26914705,Liver_Cancer_Liver,chr22,32341446.0,32341447.0,C22orf24;YWHAH,TSS200;Body,S_Shore,1.553737342365856e-16,-0.2873536284336881,1.0468974314434585e-12,7.988431852949751e-06,-0.1929734471803155,0.0141165401196529,Common
cg03138446,Liver_Cancer_Liver,chr1,153746880.0,153746881.0,SLC27A3,TSS1500,N_Shore,1.870934555444536e-16,-0.3228472628615714,1.2433539065991278e-12,1.0,0.0,1.0,Beta-only
cg06400255,Liver_Cancer_Liver,chr16,30063046.0,30063047.0,ALDOA,TSS1500,N_Shore,1.9249162891573184e-16,-0.3607254303604509,1.2619413030745664e-12,0.0187367697918643,0.3376485441272387,0.3870813991326846,Beta-only
cg05956452,Liver_Cancer_Liver,chr6,158018138.0,158018139.0,ZDHHC14;ZDHHC14,Body;Body,S_Shelf,1.9893858101325926e-16,0.3200180829223922,1.2868169699405797e-12,5.758995101543263e-09,-0.267689803963387,0.0001104915315424,Common
cg04596071,Liver_Cancer_Liver,chr7,2155899.0,2155900.0,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body,S_Shore,2.1723194553072319e-16,-0.3420975079613882,1.3866572495692797e-12,0.1036919945968468,0.189075426731563,0.6366944169311756,Beta-only
cg20668546,Liver_Cancer_Liver,chr17,42989323.0,42989324.0,GFAP;GFAP,Body;Body,S_Shore,2.2407221669459284e-16,0.2642594835858033,1.4117451760683704e-12,0.0973172565842937,-0.1550419342787773,0.6274960065837549,Beta-only
cg27000120,Liver_Cancer_Liver,chr16,88917283.0,88917284.0,GALNS,Body,,2.789199317950721e-16,0.3503096168686402,1.7347782747650656e-12,4.9451845746958806e-05,-0.2090201726506179,0.0338332434700689,Common
cg07036112,Liver_Cancer_Liver,chr16,2140438.0,2140439.0,PKD1;MIR1225;PKD1,Body;TSS200;Body,Island,2.893507157080046e-16,0.3000272904707896,1.776873443824557e-12,0.0003672015282603,-0.151280163219408,0.0879589563271206,Beta-only
cg05106269,Liver_Cancer_Liver,chr19,10381393.0,10381394.0,ICAM1,TSS200,Island,3.0127675035875913e-16,-0.2642237686695429,1.826983639728689e-12,1.6873920729614405e-08,-0.2123055575102804,0.0002614834676017,Common
cg02350535,Liver_Cancer_Liver,chr4,1800191.0,1800192.0,FGFR3;FGFR3;FGFR3,Body;Body;Body,Island,3.5209577604706204e-16,0.2623886672623958,2.1087972336973737e-12,0.0036889085564941,-0.2360739898896362,0.2218476184402696,Beta-only
cg03956606,Liver_Cancer_Liver,chr1,11249057.0,11249058.0,MTOR;ANGPTL7,Body;TSS1500,,3.739708763755447e-16,0.2604435365202713,2.212498356426151e-12,0.0008528278794054,-0.1234577002009399,0.1261408824977815,Beta-only
cg24985525,Liver_Cancer_Liver,chr11,68118731.0,68118732.0,LRP5,Body,S_Shelf,4.0568278007860384e-16,0.326850032454465,2.371196298582086e-12,0.1990357997622422,-0.0649327975495523,0.742760423373308,Beta-only
cg13915028,Liver_Cancer_Liver,chr7,75613107.0,75613108.0,POR,Body,,5.303560014581007e-16,0.2588125448011452,3.063001635040116e-12,8.051600295458383e-05,-0.144455101926395,0.0429070562451435,Common
cg04484994,Liver_Cancer_Liver,chr11,2181039.0,2181040.0,INS-IGF2;INS-IGF2;INS,Body;Body;3'UTR,S_Shelf,5.638587705992967e-16,0.2763328607202479,3.218180814583617e-12,0.0002817328982145,-0.1430874213227258,0.0772606807054984,Beta-only
cg07730183,Liver_Cancer_Liver,chr16,2136400.0,2136401.0,TSC2;TSC2;TSC2,Body;Body;Body,S_Shore,6.328315805775548e-16,0.2873530639191708,3.569839738571741e-12,1.0298163691471995e-05,-0.1777545635654511,0.0167633942791213,Common
cg12946671,Liver_Cancer_Liver,chr15,61523908.0,61523909.0,,,S_Shelf,6.595128006527532e-16,0.3121916929295384,3.677587407970929e-12,3.1317948882214405e-07,-0.2356941946623178,0.0021386655722779,Common
cg06380725,Liver_Cancer_Liver,chr6,111894647.0,111894648.0,TRAF3IP2;TRAF3IP2;TRAF3IP2;TRAF3IP2,Body;5'UTR;Body;Body,,6.800510798139456e-16,-0.2663170070951727,3.7490211409229444e-12,0.0002355520886005,0.1229184827300569,0.0705620092479874,Beta-only
cg25090604,Liver_Cancer_Liver,chr13,113470339.0,113470340.0,ATP11A;ATP11A,Body;Body,N_Shelf,1.056673825372899e-15,-0.3426984436799623,5.759834040190785e-12,0.001774698538413,0.1565588753361896,0.1693814239769526,Beta-only
cg00159379,Liver_Cancer_Liver,chr4,85818877.0,85818878.0,WDFY3;WDFY3,5'UTR;TSS1500,,1.0710097981547193e-15,0.2956225507726908,5.7731117154288575e-12,0.0016343974052378,-0.1402856666304707,0.1646546976173348,Beta-only
cg24988159,Liver_Cancer_Liver,chr15,35591514.0,35591515.0,,,,1.344840345612436e-15,0.2747680329716866,7.169491667113261e-12,0.002222210004281,-0.1272625427446436,0.1835836168884279,Beta-only
cg16356013,Liver_Cancer_Liver,chr5,134722079.0,134722080.0,H2AFY;H2AFY;H2AFY;H2AFY,Body;Body;Body;Body,,1.471150294772026e-15,-0.2529477684377332,7.757615365793997e-12,0.0297743082070557,-0.0813730118181871,0.797482350245177,Beta-only
cg25553841,Liver_Cancer_Liver,chr5,80550291.0,80550292.0,RNU5E;RNU5D;CKMT2;CKMT2;CKMT2,Body;Body;Body;Body;Body,,1.4895137028457165e-15,-0.2615172565448187,7.769992173927367e-12,3.674644195590982e-06,0.1791304766425814,0.0091958313352819,Common
cg18293555,Liver_Cancer_Liver,chr22,20229988.0,20229989.0,RTN4R,Body,Island,1.818911208107628e-15,0.344267738784238,9.38734269468576e-12,3.097575276783817e-07,-0.2629495311492758,0.0021386655722779,Common
cg01963702,Liver_Cancer_Liver,chr11,12188996.0,12188997.0,MICAL2,Body,,2.0332907615611307e-15,-0.2959585447112581,1.0383288215230662e-11,3.371625170679963e-07,0.2255544137029856,0.0022640687796127,Common
cg15341833,Liver_Cancer_Liver,chr2,106776775.0,106776776.0,UXS1,Body,,2.0937346637100327e-15,-0.1468578886395044,1.0580579074378247e-11,1.2885072721632645e-05,0.1000334009743833,0.0180050805910476,Common
cg01645729,Liver_Cancer_Liver,chr2,131582240.0,131582241.0,,,,2.2164451195071722e-15,-0.2836490048903476,1.108521894094468e-11,0.0037279082219423,-0.2261098964432061,0.2229609591139824,Beta-only
cg25515997,Liver_Cancer_Liver,chr15,60673898.0,60673899.0,ANXA2;ANXA2;ANXA2;ANXA2,Body;Body;Body;Body,,2.6865544870336986e-15,-0.290553729391989,1.3299294539276991e-11,0.0038506591078149,0.214258721616796,0.2252262901133307,Beta-only
cg02983759,Liver_Cancer_Liver,chr21,43098598.0,43098599.0,NCRNA00111,TSS1500,,2.865307765652725e-15,-0.2605680690430482,1.4040905269281538e-11,9.292942174716656e-05,-0.1777176914371745,0.1755500967627548,Beta-only
cg21580456,Liver_Cancer_Liver,chr3,125775613.0,125775614.0,SLC41A3;SLC41A3;SLC41A3;SLC41A3;SLC41A3;SLC41A3,Body;Body;5'UTR;Body;1stExon;5'UTR,,3.1629660774989628e-15,-0.2316272810557694,1.5344528961431495e-11,1.0829633602383541e-13,0.3119162741558356,2.1816513484673688e-08,Common
cg07698804,Liver_Cancer_Liver,chr17,80829309.0,80829310.0,TBCD,Body,N_Shore,3.360807904951587e-15,-0.2503916816461705,1.6142892076604635e-11,0.0542430840722901,0.0756635562940814,0.5358850031230332,Beta-only
cg04089703,Liver_Cancer_Liver,chr22,38471573.0,38471574.0,PICK1;PICK1;PICK1,3'UTR;3'UTR;3'UTR,S_Shore,3.4512240353173632e-15,0.2995468302811682,1.6414664387034783e-11,1.9203153568335218e-08,-0.2346434860702777,0.0002766538775033,Common
cg25350986,Liver_Cancer_Liver,chr7,4762844.0,4762845.0,FOXK1,Body,N_Shore,4.438049912588001e-15,-0.31610623701208,2.090325817615272e-11,0.0226706787055571,0.2213840229387892,0.4126689490702299,Beta-only
cg00804803,Liver_Cancer_Liver,chr1,10601595.0,10601596.0,PEX14,Body,,4.905888375639763e-15,-0.4278198539999884,2.2884601284254752e-11,0.0678118609898048,-0.1310649750354965,0.8785108922597846,Beta-only
cg17858500,Liver_Cancer_Liver,chr20,3734725.0,3734726.0,C20orf27,Body,S_Shore,5.106110045373851e-15,-0.349005670363095,2.3591735927831067e-11,5.821933478998906e-06,0.2303652246212717,0.0117401787005892,Common
cg08844325,Liver_Cancer_Liver,chr2,9459368.0,9459369.0,ASAP2;ASAP2,Body;Body,Island,5.453725868286205e-15,-0.3307916889740014,2.4960108341580707e-11,4.1616485594339136e-05,0.1962312677482997,0.0314631194780252,Common
cg19786751,Liver_Cancer_Liver,chr12,109639296.0,109639297.0,ACACB,Body,,6.009035006474128e-15,0.2934636623469382,2.724457160491401e-11,0.0200868571178792,-0.1083974521530178,0.3959427886975328,Beta-only
cg26894854,Liver_Cancer_Liver,chr1,205631084.0,205631085.0,SLC45A3,Body,N_Shore,7.623411221301361e-15,0.3662455888820505,3.4244010270381016e-11,0.0003534198917564,-0.193150867387406,0.0864043010122928,Beta-only
cg21104276,Liver_Cancer_Liver,chr7,90896572.0,90896573.0,FZD1;FZD1,1stExon;3'UTR,Island,9.191931707591438e-15,0.2371309534194341,4.0910926800326073e-11,0.0012009646890709,0.1255190473069982,0.3833171115443249,Beta-only
cg15889548,Liver_Cancer_Liver,chr12,52641212.0,52641213.0,KRT7,Body,S_Shore,9.402951607490342e-15,-0.2358982591906797,4.146966651175816e-11,0.0001258892014237,-0.1477766943071735,0.1933392001606772,Beta-only
cg16531664,Liver_Cancer_Liver,chr8,140749025.0,140749026.0,TRAPPC9;TRAPPC9,Body;Body,,1.0158371718577118e-14,-0.3573636478924263,4.4397666938784105e-11,4.264937316761187e-05,0.2184217815627581,0.0317626673691746,Common
cg09214953,Liver_Cancer_Liver,chr12,111800702.0,111800703.0,FAM109A,Body,N_Shore,1.0421887899167852e-14,0.2874677490338205,4.514268659295714e-11,3.569769527222078e-05,-0.183125047234906,0.0289391231709433,Common
cg01666550,Liver_Cancer_Liver,chr11,68183850.0,68183851.0,LRP5,Body,S_Shelf,1.2021571982390155e-14,0.3178457038283859,5.161094900344176e-11,2.097223686038073e-07,-0.2549583195189666,0.0016568231607833,Common
cg10078898,Liver_Cancer_Liver,chr14,21491045.0,21491046.0,NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2,Body;Body;Body;Body;Body;Body;Body;Body,N_Shore,1.3132037868631923e-14,0.240062137471838,5.5883847923221706e-11,0.0930141000406946,0.1701882494567101,0.9028340061076962,Beta-only
cg05754939,Liver_Cancer_Liver,chr11,68181383.0,68181384.0,LRP5,Body,S_Shore,1.4646513004544233e-14,0.295722085136274,6.178676087310911e-11,0.0001524122505565,-0.1652610262533831,0.0588194496151676,Beta-only
