CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,FDR_Beta,P_haEWAS,Effect_haEWAS,FDR_haEWAS,Group
cg08021348,Gestational_Diabetes_Mellitus_Blood,chr2,20280676,20280677,,,,2.225956548391751e-06,-0.1010266245736301,0.0431583632578659,1.7856034469988797e-05,-0.095498277969768,0.0903778933261704,Beta-only
cg25156118,Gestational_Diabetes_Mellitus_Blood,chr19,39799137,39799138,LRFN1,Body,Island,2.5216353904190445e-06,-0.1474618404543767,0.0467654824964623,1.1283800226245518e-05,-0.1329974345403455,0.1022031730330056,Beta-only
cg14232108,Gestational_Diabetes_Mellitus_Blood,chr9,33202784,33202785,,,,2.6934459698155154e-06,0.0892686399387551,0.0478705029946157,4.521663363946639e-05,0.0769637432237119,0.1477165432099775,Beta-only
cg11932158,Gestational_Diabetes_Mellitus_Blood,chr3,155422129,155422130,PLCH1,TSS200,,3.098741946505926e-06,0.1521212650983996,0.0508373644624634,9.368595281841632e-07,0.1618841227237151,0.0410977666905679,haEWAS-only
cg26569002,Gestational_Diabetes_Mellitus_Blood,chr5,148747323,148747324,PCYOX1L,Body,,4.072029890974656e-06,-0.1183614380071927,0.0598940835181079,9.103264323894552e-07,-0.1209805474497226,0.0207341800339516,haEWAS-only
cg18369990,Gestational_Diabetes_Mellitus_Blood,chr2,112941244,112941245,FBLN7;FBLN7,Body;Body,S_Shore,4.606499484975312e-06,0.1198398771509581,0.063410921120983,6.652807229475581e-07,-0.131588089518457,0.0207341800339516,haEWAS-only
cg05136169,Gestational_Diabetes_Mellitus_Blood,chr20,3065473,3065474,AVP,TSS200,S_Shore,5.431477753098103e-06,0.118693327667322,0.0681412431488749,4.196102022643309e-06,-0.1192056389467453,0.0477865585809407,haEWAS-only
cg18402166,Gestational_Diabetes_Mellitus_Blood,chr17,62778279,62778280,LOC146880;LOC146880,TSS1500;TSS200,S_Shore,6.133948540325624e-06,-0.1428824264144542,0.0692961975191402,3.58442292771013e-06,-0.1452621320379981,0.0667355826065355,haEWAS-only
cg24914185,Gestational_Diabetes_Mellitus_Blood,chr2,200663789,200663790,,,,6.716780278253168e-06,0.1312202904784699,0.069879252304126,2.260276729894073e-06,-0.1354250074735585,0.0379337485100796,haEWAS-only
cg02256576,Gestational_Diabetes_Mellitus_Blood,chr16,66995192,66995193,CES3;CES3,1stExon;5'UTR,,9.026970976197724e-06,-0.1164272798909217,0.0895456627178631,1.0150955630198914e-06,-0.1379191881180993,0.0215791044977894,haEWAS-only
cg11062056,Gestational_Diabetes_Mellitus_Blood,chr12,52249852,52249853,,,,1.3202286493133557e-05,-0.1013770789013142,0.1069540899851233,6.07821383205223e-07,-0.1044591430581178,0.0207341800339516,haEWAS-only
cg10535320,Gestational_Diabetes_Mellitus_Blood,chr17,61908869,61908870,PSMC5,Body,S_Shelf,6.168525495764261e-05,0.1003746661601037,0.1591917283928716,4.433421045025335e-06,-0.1185449646171939,0.0487482161686332,haEWAS-only
cg25095518,Gestational_Diabetes_Mellitus_Blood,chr2,98329337,98329338,ZAP70,TSS1500,,9.080983860796947e-05,0.0693543928946823,0.1801629184561302,3.148535516827759e-06,-0.1008409284337411,0.0456355893571553,haEWAS-only
cg05162236,Gestational_Diabetes_Mellitus_Blood,chr1,197247279,197247280,CRB1,Body,,0.0001548154641414,0.1322058989407773,0.2200787041619006,9.844430516220585e-07,0.1527034906630697,0.0410977666905679,haEWAS-only
cg23062810,Gestational_Diabetes_Mellitus_Blood,chr7,73720808,73720809,CLIP2;CLIP2,5'UTR;5'UTR,Island,0.0002617966076979,0.1216544703272617,0.2632179092734661,8.47927896567829e-07,-0.1774341328896516,0.0207341800339516,haEWAS-only
cg11777523,Gestational_Diabetes_Mellitus_Blood,chr2,131485418,131485419,GPR148,TSS1500,Island,0.0004261027923191,0.2286163731387983,0.3162901454729095,2.1678402298295764e-06,0.2876786678378516,0.0379337485100796,haEWAS-only
cg13303534,Gestational_Diabetes_Mellitus_Blood,chr3,171261809,171261810,,,,0.0009731969647852,0.0682610661767568,0.3876121670364563,3.7831717148001024e-06,-0.1142014746405853,0.0477865585809407,haEWAS-only
cg16536918,Gestational_Diabetes_Mellitus_Blood,chr20,3065403,3065404,AVP,TSS200,S_Shore,0.0090940690442592,0.1460145380117152,0.5888677504886726,1.1928361364743384e-08,-0.1527166193952811,0.0015115067461176,haEWAS-only
cg11327857,Gestational_Diabetes_Mellitus_Blood,chr4,123747558,123747559,FGF2,TSS1500,N_Shore,0.2174729290899468,-0.0947028944880623,0.8734959716949505,1.185501200462984e-07,-0.1884100728303334,0.005698081544507,haEWAS-only
cg21691065,Gestational_Diabetes_Mellitus_Blood,chr1,2804835,2804836,,,,0.2298681320515535,0.0877780473241771,0.8788619101596763,1.4057529719333584e-06,-0.1434957534811847,0.0263680392599591,haEWAS-only
cg21550024,Gestational_Diabetes_Mellitus_Blood,chr4,123747533,123747534,FGF2,TSS1500,N_Shore,0.3868022695034162,-0.0656974941561251,0.9222883055973656,3.9748600430033024e-06,-0.1617920738553339,0.0477865585809407,haEWAS-only
cg18033416,Gestational_Diabetes_Mellitus_Blood,chr17,30592033,30592034,RHBDL3,TSS1500,N_Shore,0.5948646003795831,-0.0351357089069422,0.957498346757436,4.837281795403466e-07,-0.1435620697006032,0.0192809819743211,haEWAS-only
cg04036593,Gestational_Diabetes_Mellitus_Blood,chr2,62797926,62797927,,,,0.6082242876478429,-0.0358701787629073,0.9589678844737312,2.5985885307486027e-06,-0.1447922988425205,0.0394580819316856,haEWAS-only
