CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_haEWAS,Effect_haEWAS,FDR_haEWAS,P_Beta,Effect_Beta,FDR_Beta,Group
cg27509347,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr1,28385657,28385658,EYA3,5'UTR,,1.42204087110247e-05,-0.140829810452213,0.0349291626364901,0.0030026418411005,-0.0932651742627614,0.378037747039199,haEWAS-only
cg10500219,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr1,43854136,43854137,MED8;C1orf84;MED8,Body;TSS1500;Body,N_Shore,1.44722077701346e-05,-0.10578434812067,0.0352401903283871,0.0255222720155898,-0.0507489479955027,0.608785940458735,haEWAS-only
cg22417238,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr2,24562021,24562022,ITSN2;ITSN2;ITSN2,5'UTR;5'UTR;5'UTR,,1.20299037411332e-05,-0.165507907184117,0.0320834572352124,0.0017494277833398,-0.107167813672222,0.333601870074248,haEWAS-only
cg15874871,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr1,172582731,172582732,,,,1.72674398461177e-05,-0.210638243232484,0.0380748173521543,0.0010578496473886,-0.172676654259231,0.289436145733153,haEWAS-only
cg22477590,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr1,47155316,47155317,EFCAB14-AS1;EFCAB14-AS1;EFCAB14,Body;Body;Body,,1.776947922399e-06,0.294544841782155,0.0114560171023335,0.0017905148469237,0.190557234952349,0.334446269440201,haEWAS-only
cg00257775,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr6,37904681,37904682,ZFAND3,Body,,6.72161053441764e-06,-0.231023497845105,0.034822225165748,0.0001688292222036,0.194651446024993,0.172472480441865,haEWAS-only
cg10951263,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr2,112956895,112956896,,,,1.91499739823013e-05,-0.109621346268218,0.0400262355999831,0.0019069968569117,-0.0713428863385394,0.340821671122246,haEWAS-only
cg16656362,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr11,129193438,129193439,,,,2.65480688568674e-06,0.360130240636313,0.0146108699900498,1.235404216964e-05,0.303284702055134,0.0632517645648518,haEWAS-only
cg01343876,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr4,12411504,12411505,,,,1.02667459467968e-05,0.0170979993369259,0.0431239402116088,0.0478124169032535,-0.100689051119665,0.681299065169182,haEWAS-only
cg20256134,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr22,27299142,27299143,LINC01422,TSS200,,2.14083781183731e-05,-0.0897570537368372,0.0609530944933484,2.62189393518609e-05,-0.276718436670354,0.0869609648022662,haEWAS-only
cg14303526,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr10,101609768,101609769,ABCC2,Body,,3.37242624318537e-07,-0.233883767819867,0.0052862007219434,0.0011365411847004,-0.148530443086776,0.295742961312769,haEWAS-only
cg16151538,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr20,33676388,33676389,TRPC4AP;TRPC4AP,Body;Body,N_Shelf,3.50557429919851e-05,-0.121537170087594,0.0512538433990614,5.80847846157936e-06,-0.13465346863148,0.0473379732128685,Beta-only
cg00087884,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr1,6525551,6525552,TNFRSF25;TNFRSF25;TNFRSF25;TNFRSF25;TNFRSF25;TNFRSF25,Body;Body;Body;Body;Body;Body,N_Shore,2.86328980535602e-05,-0.138940887474741,0.0462593510970952,0.0168766925915343,-0.0486949589232032,0.559769877880821,haEWAS-only
cg13242323,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr3,183266292,183266293,KLHL6-AS1;KLHL6,TSS1500;Body,,6.72187497167187e-06,0.0908685819551926,0.034822225165748,0.0016597869504902,-0.106135150970654,0.330971101158645,haEWAS-only
cg20431224,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr11,68270782,68270783,PPP6R3;PPP6R3;PPP6R3;PPP6R3;PPP6R3;PPP6R3,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,,3.22306468092251e-06,-0.0685419458056354,0.0256330372958832,0.0050877669306663,-0.129759741349453,0.430845676730941,haEWAS-only
cg08329351,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr5,74561919,74561920,,,,6.82874007604558e-10,-0.272633366212589,0.0001540875606952,2.63184452240966e-08,-0.248982377383078,0.0027933119436373,Common
cg05743220,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr17,72620160,72620161,CD300E,TSS1500,,9.35617493816957e-06,0.216085934348529,0.0287627335186483,2.37819451381872e-05,0.201779545348677,0.0838710387656237,haEWAS-only
cg20204745,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr19,35476780,35476781,,,,2.07315555161924e-05,-0.215210957453004,0.0414113742289613,0.000678991620313,-0.219060368343113,0.254472412272834,haEWAS-only
cg02022322,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr12,109576193,109576194,ACACB,TSS1500,,1.78481215838735e-05,-0.259703799081832,0.0387461935970019,3.19908343593192e-05,-0.247219084461696,0.0942804628489824,haEWAS-only
cg08846327,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr5,14359614,14359615,TRIO,Body,,1.8800885647901e-05,0.498313474860529,0.0400220601504188,0.0002196017239904,0.246486599223466,0.18316767372435,haEWAS-only
cg04214287,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr4,103473220,103473221,NFKB1;NFKB1,Body;Body,,6.6694693683964e-06,-0.25979527664628,0.0239869030177808,0.0002939054230465,-0.281636365147269,0.200142858323344,haEWAS-only
cg15469709,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr1,116653300,116653301,C1orf161,TSS1500,,5.50750425394183e-06,-0.145721582390688,0.0221918655187537,2.73704008490089e-05,-0.136109163350221,0.0873692041455033,haEWAS-only
cg16684992,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr17,2506220,2506221,PAFAH1B1,5'UTR,,7.73457820656616e-06,-0.109432685456756,0.0259581968842549,0.0001962817071498,-0.0896093225940814,0.180172752375608,haEWAS-only
cg18391238,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr17,73902746,73902747,,,S_Shore,2.02403909163644e-05,-0.129811934388968,0.0411455540713241,0.0006102480478677,-0.0916817036498201,0.247211170275687,haEWAS-only
cg09446806,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr2,134477298,134477299,,,,1.00471129614141e-06,-0.106135198300901,0.0085015781334509,9.04559858923262e-05,-0.127703639294872,0.141199136589857,haEWAS-only
cg09164162,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr5,179108517,179108518,CBY3,TSS1500,S_Shelf,1.29685966734786e-05,0.194796910661617,0.0482751740075526,0.0006192021730119,-0.223468357049017,0.247211170275687,haEWAS-only
cg23100428,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr20,48600203,48600204,SNAI1,Body,S_Shore,3.20056747444906e-05,-0.183381639447065,0.0479332421338744,0.0058870227865203,-0.108280458572848,0.444326107639833,haEWAS-only
cg01241890,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr16,67891976,67891977,NUTF2,5'UTR,,3.56444682120124e-07,-0.0760820682699915,0.0069359984378355,0.0792613745865085,-0.0673186073352844,0.739867222113664,haEWAS-only
cg18124377,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr10,14592515,14592516,FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;Body;5'UTR,,4.55944732628444e-06,-0.123960658156166,0.0194116892749246,0.0159181072055711,-0.0612460846444351,0.554137488736938,haEWAS-only
cg14468200,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr3,79417798,79417799,ROBO1,Body,,1.42412793032014e-05,-0.137986289001917,0.0349291626364901,0.0189485898678532,-0.0777165958894922,0.572395266171786,haEWAS-only
cg02008007,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr6,44628560,44628561,,,,9.78810914294414e-06,-0.287455858730657,0.0288084053865095,0.0035269173219225,-0.172465708356703,0.394387284264457,haEWAS-only
cg08602468,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr16,89418654,89418655,ANKRD11;ANKRD11;ANKRD11;ANKRD11,Body;5'UTR;5'UTR;5'UTR,,6.5586334185216e-06,-0.161298253257793,0.0347494071293769,0.0006876746475406,0.159407840552238,0.254472412272834,haEWAS-only
cg14327393,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr9,75141633,75141634,TMC1,5'UTR,,1.1294667309295e-05,0.192166950058867,0.0313351565752139,0.0021665681347677,0.129316143947117,0.350150778649803,haEWAS-only
cg03898598,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr20,60663730,60663731,,,,1.12755518704011e-05,-0.190309173207498,0.0446463017282711,0.0001346337325239,-0.317492285218865,0.159023200387527,haEWAS-only
cg04689829,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr2,43390215,43390216,,,,4.28070176320394e-06,0.234648882856168,0.0283096469414815,0.0001701635491191,-0.179539848134349,0.172472480441865,haEWAS-only
cg26676195,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr14,81867421,81867422,STON2;STON2,5'UTR;5'UTR,,2.0673440350136203e-09,0.274118154241019,0.0002080160759707,4.29374031435516e-06,0.189076361364604,0.039576245670769,Common
cg19825537,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr11,130350142,130350143,,,,2.54883619504454e-06,0.211742213429943,0.0142595167550816,3.23510730675173e-06,0.183227505213278,0.0324869602580984,Common
cg08128361,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr16,67336052,67336053,KCTD19,Body,,4.97625163489261e-07,-0.222462586571577,0.006124743369035,0.0002196655639502,-0.151415798160185,0.18316767372435,haEWAS-only
cg19491895,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr11,119189121,119189122,MCAM,TSS1500,S_Shore,8.48625937094678e-06,-0.0756542290872945,0.0384405753789204,0.0004042804512582,0.0950625047665955,0.218575507780894,haEWAS-only
cg25049339,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr14,55581592,55581593,,,,0.0002766869827002,-0.0896834213346328,0.121151135839694,5.27689235142882e-06,-0.114145691257051,0.0450625984474096,Beta-only
cg00220575,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr6,46457310,46457311,,,N_Shore,2.26505381330497e-06,0.292790666203966,0.0198694397049729,1.28149711562817e-05,-0.319309398033903,0.064329942977533,haEWAS-only
cg24170465,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr4,159094277,159094278,FAM198B;FAM198B;FAM198B,TSS200;TSS1500;TSS200,,1.90618926362842e-05,0.221415501185837,0.0400262355999831,0.0014885557577123,0.158771346485992,0.322236755818583,haEWAS-only
cg15702880,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr9,136408456,136408457,ADAMTSL2;ADAMTSL2,Body;Body,,2.43774323696839e-06,-0.287902134713267,0.0142129183287074,7.84963153941682e-05,-0.241493304386664,0.134684811863362,haEWAS-only
cg24069444,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr10,125823413,125823414,CHST15;CHST15;CHST15;CHST15,5'UTR;5'UTR;5'UTR;5'UTR,,1.77611357336682e-05,0.242751513305488,0.0387461935970019,0.0016913079291644,0.175088170219083,0.332244965822575,haEWAS-only
cg21968223,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr8,30031619,30031620,MIR548O2;DCTN6,Body;Body,,7.88466747473842e-07,-0.26889214803692,0.0077708043962708,0.0005891730014291,-0.139126432766358,0.245457973083205,haEWAS-only
cg06466013,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr11,115591883,115591884,,,,1.21546308449007e-05,0.0850624548028626,0.0320834572352124,0.0014942529058146,0.0704258337821181,0.322404902750513,haEWAS-only
cg15613077,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr5,95059438,95059439,,,,0.0001526845246114,0.13848175304705,0.0939087715940918,9.70162758011372e-07,0.171788891271244,0.0156690987046417,Beta-only
cg14262884,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr11,43757533,43757534,HSD17B12,Body,,3.49317110022068e-05,0.183227628650554,0.0511830468629889,2.63733702920525e-06,0.203041548577231,0.029682090899144,Beta-only
cg04505972,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr2,173508040,173508041,,,,2.04536056649569e-05,0.152194330497952,0.0596949524358299,0.0003749427109088,-0.151968870617965,0.214701866084528,haEWAS-only
cg21016225,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr2,201997685,201997686,CFLAR;CFLAR;CFLAR;CFLAR;CFLAR;CFLAR;CFLAR;CFLAR;CFLAR,TSS200;Body;Body;Body;Body;Body;Body;5'UTR;5'UTR,,1.68285951093944e-05,-0.1105682416825,0.0374733509459478,0.0008165266192671,-0.086837705927978,0.268461300304523,haEWAS-only
cg12066235,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr2,42282000,42282001,PKDCC,Body,,3.70408646029632e-07,0.298501008786257,0.0052890371110961,1.238503479015e-07,0.257411964388011,0.0057508825357517,Common
cg14870271,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr17,76976010,76976011,LGALS3BP;LGALS3BP,1stExon;5'UTR,,1.4851656410389e-06,-0.205769244373252,0.0102588119749791,6.82784569978122e-05,-0.149178354455212,0.126907175095518,haEWAS-only
cg15741887,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr14,89818370,89818371,FOXN3;FOXN3,Body;Body,,2.07445854322042e-05,0.237778380648926,0.0414113742289613,3.52561199589865e-05,0.252746897967439,0.0977365421606313,haEWAS-only
cg02028388,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr1,239750658,239750659,,,,1.17470539016858e-06,-0.0722612355433135,0.01553412928769,1.86805544958932e-06,0.131882484183372,0.0256019730289679,Common
cg06027960,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr1,26670947,26670948,AIM1L,Body,N_Shore,9.6944935189764e-06,0.129170625166483,0.0419870952208867,0.0141385655052397,-0.110673164082796,0.539201821664998,haEWAS-only
cg02629447,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr7,44833806,44833807,,,N_Shore,3.76486608700669e-09,-0.294765194036851,0.0004723597636488,2.3607922907972e-07,0.288594651961901,0.0076258312577331,Common
cg10662345,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr16,55534162,55534163,MMP2;MMP2;MMP2;MMP2;MMP2,Body;Body;Body;Body;Body,,0.0001001484212074,0.235905410181825,0.0793918200956188,2.52669364327309e-06,0.237572334085538,0.029682090899144,Beta-only
cg13427827,Idiopathic_Pulmonary_Fibrosis_GSE175458,chr9,71152191,71152192,C9orf71,Body,,5.2456282974671e-06,0.220218169690754,0.0213752080293206,6.51503102307285e-06,0.182952871546065,0.0499434124224464,Common
